Question,Label,Choosed_wrong_answer,True_answer
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A state law imposes penalties for ""any public statement containing false or misleading information about a service or product."" An airline falsely claimed in an advertisement that its competitor had an inferior safety record. The claim was based on erroneous information, found on the website of a nonprofit consumer advocacy group, that the airline assumed to be true. The airline was charged under the state law for making a false statement. No federal statute applies. Which of the following best supports the airline in a defense based on the First Amendment?
Options:
A: Its statement about the safety record was made without malice.
B: []
C: The state law is a prior restraint.
D: The state law is overbroad.
Reply with answer only.
",Its statement about the safety record was protected noncommercial speech.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The backward bending supply curve is characterized by which of the following?
Options:
A: []
B: The labor-leisure trade-off continues to favor the supply of more jobs, or the substitution effect.
C: The labor-leisure trade-off favors the income effect or more leisure at higher wage rates.
D: inexperienced, low-income, younger workers at the backward bending portion.
Reply with answer only.
","As wage rates rise, the quantity of labor supplied continues to rise at every wage rate increase.",A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Remarriages are
Options:
A: []
B: Typically more successful
C: Typically less successful
D: Most common among those who have never been married before
Reply with answer only.
",More frequent for woman than men,A,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
""The Romanists have, with great adroitness, drawn three walls round themselves, with which they have hitherto protected themselves, so that no one could reform them, whereby all Christendom has fallen terribly.
Firstly, if pressed by the temporal power, they have affirmed and maintained that the temporal power has no jurisdiction over them, but, on the contrary, that the spiritual power is above the temporal.
Secondly, if it were proposed to admonish them with the Scriptures, they objected that no one may interpret the Scriptures but the Pope.
Thirdly, if they are threatened with a council, they pretend that no one may call a council but the Pope…
…The second wall is even more tottering and weak: that they alone pretend to be considered masters of the Scriptures; although they learn nothing of them all their life. They assume authority, and juggle before us with impudent words, saying that the Pope cannot err in matters of faith, whether he be evil or good, albeit they cannot prove it by a single letter. That is why the canon law contains so many heretical and unchristian, nay unnatural, laws; but of these we need not speak now. For whereas they imagine the Holy Ghost never leaves them, however unlearned and wicked they may be, they grow bold enough to decree whatever they like. But were this true, where were the need and use of the Holy Scriptures? Let us burn them, and content ourselves with the unlearned gentlemen at Rome, in whom the Holy Ghost dwells, who, however, can dwell in pious souls only. If I had not read it, I could never have believed that the devil should have put forth such follies at Rome and find a following.""
Martin Luther, Address to the Nobility of the German Nation, 1520
When the author of the passage above discusses the ""second wall,"" to what is he referring?
Options:
A: The differing views of Catholics and Reformers on the appropriate definition of ""Holy Ghost""
B: The differing views of Catholics and Reformers on the appropriate use and interpretation of biblical texts
C: []
D: The differing views of Catholics and Reformers on the appropriate method of baptism
Reply with answer only.
",The differing views of Catholics and Reformers on the appropriate theological belief about the divinity of Jesus,C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following is a distinct characteristic of an East European city?
Options:
A: A central park
B: Prominent religious buildings
C: []
D: Luxury apartment buildings
Reply with answer only.
",A large central square surrounded by government and administrative buildings,C,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following best describes the fate of most popular third-party movements?
Options:
A: They displace one of the two major parties and become major parties themselves.
B: []
C: Their supporters become frustrated and withdraw from the political process.
D: They disintegrate when one or both of the major parties adopt the third party's goals.
Reply with answer only.
",They are ultimately abandoned by the public because their politics are perceived as too radical.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A vintner owned a vineyard in fee simple absolute. The deed by which the vineyard was conveyed to her was properly recorded. The vintner sold the vineyard to a husband and wife as tenants in common, who did not record the warranty deed by which the vintner conveyed the vineyard to them. The husband subsequently sold and conveyed his undivided one-half interest in the vineyard to a friend. The friend promptly recorded his deed. Some time later, the vintner purported to convey the vineyard to a farmer, for valuable consideration. The farmer, who had no actual knowledge of any previous conveyances of the vineyard, recorded her deed. The jurisdiction maintains alphabetical grantor and grantee indices. The applicable recording statute provides, ""Every conveyance of real property is void as against any subsequent purchaser of the same property (or any part thereof) in good faith and for a valuable consideration, whose conveyance is first duly recorded. "" None of the various grantees of the vineyard has entered into possession in a manner that would put anyone on inquiry notice as to their interest therein. Who owns the vineyard?
Options:
A: []
B: The friend and the wife, because the friend's deed would put the farmer on inquiry notice as to the wife's interest in the vineyard.
C: The farmer, because the husband friend deed is outside the farmer's chain of title.
D: The friend and the farmer, as tenants in common.
Reply with answer only.
","The friend, because he recorded his deed before the farmer recorded.",A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  The only way to break out of the ""terrorist cycle,"" says Walzer, is to
Options:
A: []
B: use the same tactics the terrorists use.
C: avoid playing the terrorism game.
D: use psychological rather than military tactics.
Reply with answer only.
","attack quickly, swiftly, and with full force.",A,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The pulse can be palpated:
Options:
A: every time the atria contracts.
B: []
C: every time the left ventricle contracts.
D: when an artery is close to the surface of the skin.
Reply with answer only.
",when a vein is close to the surface of the skin.,B,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: If OLS is applied separately to each equation that is part of a simultaneous system, the resulting estimates will be
Options:
A: Unbiased and consistent
B: Biased but consistent
C: []
D: It is impossible to apply OLS to equations that are part of a simultaneous system
Reply with answer only.
",Biased and inconsistent,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: In what way is Responsibility to Protect (R2P) different from humanitarian intervention?
Options:
A: R2P is essentially the same as humanitarian intervention
B: R2P requires a call for assistance by the State in distress
C: []
D: R2P always involves armed force, whereas humanitarian intervention does not
Reply with answer only.
",R2P is less arbitrary because it requires some UNSC input and its primary objective is to avert a humanitarian crisis,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I brought the food to the clearly starving dog. Scenario 2 | I surprised my wife with a punch to the gut.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  Carens defends a form of
Options:
A: []
B: anticosmopolitanism.
C: libertarian cosmopolitanism.
D: egalitarian cosmopolitanism.
Reply with answer only.
",Kantian distributionism.,A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which statement is NOT true of both issues management and crisis management?
Options:
A: They both require research monitoring.
B: They both deal with acute risks.
C: []
D: Both have the potential to damage an organisation's reputation.
Reply with answer only.
",New organizational practices are developed as a result of each.,C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | The new girl wanted advice about makeup for prom, so I steered her to the Halloween aisle. Scenario 2 | I noticed the poor boy had no shoes, so I bought him a fine pair of socks.
Options:
A: Wrong, Wrong
B: Wrong, Not wrong
C: []
D: Not wrong, Not wrong
Reply with answer only.
","Not wrong, Wrong",C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
First we must remark that the cosmos is spherical in form, partly because this form being a perfect whole requiring no joints, is the most complete of all, partly because it makes the most capacious form, which is best suited to contain and preserve everything; or again because all the constituent parts of the universe, that is the sun, moon and the planets appear in this form; or because everything strives to attain this form, as appears in the case of drops of water and other fluid bodies if they attempt to define themselves. So no one will doubt that this form belongs to the heavenly bodies. …
That the earth is also spherical is therefore beyond question, because it presses from all sides upon its center. Although by reason of the elevations of the mountains and the depressions of the valleys a perfect circle cannot be understood, yet this does not affect the general spherical nature of the earth. …
As it has been already shown that the earth has the form of a sphere, we must consider whether a movement also coincides with this form, and what place the earth holds in the universe. … The great majority of authors of course agree that the earth stands still in the center of the universe, and consider it inconceivable and ridiculous to suppose the opposite. But if the matter is carefully weighed, it will be seen that the question is not yet settled and therefore by no means to be regarded lightly. Every change of place which is observed is due, namely, to a movement of the observed object or of the observer, or to movements of both. … Now it is from the earth that the revolution of the heavens is observed and it is produced for our eyes. Therefore if the earth undergoes no movement this movement must take place in everything outside of the earth, but in the opposite direction than if everything on the earth moved, and of this kind is the daily revolution. So this appears to affect the whole universe, that is, everything outside the earth with the single exception of the earth itself. If, however, one should admit that this movement was not peculiar to the heavens, but that the earth revolved from west to east, and if this was carefully considered in regard to the apparent rising and setting of the sun, the moon and the stars, it would be discovered that this was the real situation.""
Nicolas Copernicus, The Revolutions of the Heavenly Bodies, 1543
From the passage, one could argue that Copernicus was working in
Options:
A: []
B: the natural magic tradition
C: the skeptical tradition
D: the Platonic/Pythagorean tradition
Reply with answer only.
",the Aristotelian tradition,A,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Assume the reserve requirement is 10 percent. If the FED sells $29 million worth of government securities in an open market operation then the money supply can
Options:
A: increase by $2.9 million.
B: []
C: increase by $290 million.
D: decrease by $290 million.
Reply with answer only.
",decrease by $2.9 million.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Consider the representation of six-bit numbers by two's complement, one's complement, or by sign and magnitude. In which representation is there overflow from the addition of the integers 011000 and 011000?
Options:
A: []
B: Sign and magnitude and one's complement only
C: Two's complement and one's complement only
D: All three representations
Reply with answer only.
",Two's complement only,A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Each year the state provides a number of non- interest-bearing loans andlor scholarships to candidates for the degree of L. L. B or J. D. at the state's law school. The applicable state statute limits eligibility to citizens of the United States and aliens seeking U. S. citizenship. A candidate for a J. D. degree at the state law school applied for one of the non-interest-bearing loans. Since he did not intend to seek U. S. citizenship, he was refused the loan for ineligibility under the state statute. In a suit by the candidate challenging the constitutionality of the state statute, he will
Options:
A: win, because the statute is violative of the privileges or immunities clause of the Fourteenth Amendment.
B: win, because classifications by a state that are based on alienage are inherently suspect and subject to close judicial scrutiny.
C: []
D: lose, because alienage classifications are not, per Se, unconstitutional under the Fourteenth Amendment's equal protection clause.
Reply with answer only.
","lose, because the statute promotes a compelling state interest.",C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A landowner, being owner in fee simple of a farm conveyed the property by warranty deed to an investor. The investor gave a farmer a mortgage on the farm to secure a loan from the farmer to the investor in the amount of $50,000. The mortgage was recorded immediately. Two years later, the investor conveyed the farm to his friend by quitclaim deed. According to the deed instrument, the friend ""assumed the mortgage. "" The investor then defaulted on the mortgage, and the farmer brought an in personam action against the friend to recover the amount of the mortgage due. The farmer will most likely
Options:
A: prevail, because the friend acquired title to the farm by quitclaim deed.
B: prevail, because the farmer was a third-party beneficiary under the conveyance between the investor and the friend.
C: []
D: not prevail, unless the land was subject to the mortgage.
Reply with answer only.
","not prevail, because the conveyance between the investor and the friend did not effectuate a delegation of duties.",C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: During a Developmental Research, the variables are assessed as a function of time. How does the cross-sectional design works?
Options:
A: some people are studied over a long period of time
B: []
C: combines longitudinal and cross-sequential design
D: representative samples of different ages are assessed multiple times
Reply with answer only.
",different group divided by age are assessed at the same time,B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which group of people will suffer the most from a rising price level?
Options:
A: debtors with fixed interest rates
B: people with fixed money incomes
C: []
D: property owners
Reply with answer only.
",investors in gems coins and stamps,C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: All of the following characteristics are typical of r-selected species EXCEPT
Options:
A: []
B: small body size
C: occupancy of unstable environments
D: high competitive ability
Reply with answer only.
",high reproductive rate,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A subsistence strategy and settlement pattern based on seasonality and planned acquisition of resources is known as:
Options:
A: opportunistic foraging.
B: []
C: symbolic foraging.
D: mobiliary collecting.
Reply with answer only.
",logistical collecting.,B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What are the names of Donald Duck's three nephews?
Options:
A: Quick Quack Quock
B: []
C: Robbie Chip Ernie
D: Huey Dewey Louie
Reply with answer only.
",Alvin Simon Theodore,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Hund's rule requires that
Options:
A: []
B: no two electrons with the same spin can occupy an orbital
C: no two electrons can occupy separate orbitals
D: no two electrons can pair up if there is an empty orbital at the same energy level available
Reply with answer only.
",no two electrons can have the same four quantum numbers,A,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: An aspiring actress, whose auditions had not been going well, was forced to pawn her mother's pearls to pay rent and buy food. She finally got good news when her agent told her that she had landed a part in a big movie. Delighted, the actress went down to the pawnshop to retrieve her mother's pearls. When she arrived, the clerk told her that she needed to have cash in order to retrieve the necklace. As she had not been paid yet for the movie, the actress called her agent and told him her dilemma. The agent told her he would come down to the pawnshop and fix everything. When the agent arrived, the actress was still arguing with the clerk. The agent pulled the actress aside and told her that he would distract the clerk while the actress snatched the necklace. The agent then pretended to be interested in an antique lighter, and the actress snatched her necklace off the counter and left the store. The agent is subsequently prosecuted for larceny. The defendant could most appropriately be found
Options:
A: []
B: guilty of conspiracy to commit larceny, but not larceny.
C: guilty of both larceny and conspiracy to commit larceny.
D: not guilty of either larceny or conspiracy to commit larceny.
Reply with answer only.
","guilty of larceny, but not conspiracy to commit larceny.",A,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A husband and wife owned and operated a grocery store. The grocery store was situated in the first floor of the building in which the husband and wife occupied a second-floor apartment. Late one evening, the defendant was walking past the grocery store when he decided to steal the money he heard had been stashed in a cigar box inside the store. The defendant furtively walked to the rear of the building. He then proceeded to open the gate to the fenced-in back yard. Once inside the back yard, the defendant attempted to pry open the back window of the grocery store. Awakened by the barking of his watchdog, the husband went out onto his second- floor back porch and saw the defendant below. The husband yelled at the defendant. Startled, the defendant turned to run when he noticed a large package lying outside the rear door to the store. The defendant picked up the package, which contained baked bread that had been delivered earlier in the evening, and the defendant then ran off. Which of the following crimes will the defendant most likely be convicted of?
Options:
A: Larceny.
B: Burglary.
C: []
D: Larceny and burglary.
Reply with answer only.
",Larceny and attempted burglary.,C,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
Bonesteel's prime consideration was to establish a surrender zone as far north as he thought the Soviets would accept. He knew that the Russian troops could reach the southern tip of Korea before American troops could arrive. He also knew that the Russians were on the verge of moving into Korea, or were already there. The nearest American troops to Korea were on Okinawa, 600 miles away. His problem, therefore, was to compose a surrender arrangement which, while acceptable to the Russians, would at the same time prevent them from seizing all of Korea. If they refused to confine their advance to north Korea, the United States would be unable to stop them. . . . He decided to use the 38th parallel as a hypothetical line dividing the zones within which Japanese forces in Korea would surrender to appointed American and Russian authorities.
—Adapted from U.S. Army Lt. Paul C. McGrath's account of Colonel Bonesteel's decision in the 1940s
What was the world history event occurring in the stated time frame that caused the Soviet Union to enter Korea?
Options:
A: []
B: World War I
C: World War II
D: The Seven Years’ War
Reply with answer only.
",The Crimean War,A,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question:  Leopold claims that history has shown that ""the conqueror role is eventually self-defeating."" It is self-defeating, in this view, because
Options:
A: the conqueror doesn't understand what makes the conquered community tick.
B: []
C: the conqueror doesn't know what and who is worthless in community life.
D: all of the above
Reply with answer only.
",the conqueror doesn't know what and who within the community is valuable.,B,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Although corporate profit maximization is not directly prescribed by major normative theories to which normative theory is it most similar?
Options:
A: hedonistic utilitarianism
B: preference utilitarianism
C: []
D: ethics of care
Reply with answer only.
",The Categorical Imperative,C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Are GM foods a valuable tool with which to address global food security and climate change?

Options:
A: No, because they may cause cancer and have other unknown health effects thus making them unacceptable to consumers
B: Yes, because they can provide us with a more abundant and economical food supply for the world as well as continued improvement in nutritional quality
C: []
D: No, because GM foods cannot adapt to the rate of climate change
Reply with answer only.
","Yes, because they are cheaper than non-GM foods",C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Scott (1991) introduced the term 'power elite' to describe:
Options:
A: the ruling class, or bourgeoisie, who exploit the proletariat
B: []
C: an alignment of classes with shared interests but no state power
D: a state elite whose members are drawn overwhelmingly from a power bloc
Reply with answer only.
",a capitalist class dependent on property ownership and advantaged life chances,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: A plaintiff sued the manufacturer of his lawn mower, alleging that, as the result of a design defect, he was injured when the mower's blade flew off after striking a sprinkler head in the lawn. At trial, the manufacturer has called as an expert witness a product safety engineer, who testifies that the manufacturer retained him for a fee to test identical mowers and, if his opinion was helpful, to testify in the case. The expert then testifies that he did test the mowers, and that the blade, as designed and installed by the manufacturer, could not fly off in the manner claimed by the plaintiff. Assume that the expert has used a reliable method for reaching his conclusion. Should the court admit the expert's testimony?
Options:
A: []
B: No, because the manufacturer paid the expert to render a certain opinion, in violation of rules barring paid testimony. violation of rules barring paid testimony.
C: Yes, because expert testimony on such issues of causation is relevant and helpful to the jury.
D: Yes, provided that the plaintiff had notice and an opportunity to participate in the testing process.
Reply with answer only.
","No, because it goes to an ultimate issue that only the jury can decide.",A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The group that permits analysis of the entire natural history of HIV/AIDS is:
Options:
A: []
B: Long-term survivors
C: Seroconverters
D: Long-term survivors with low levels of CD4+ cells
Reply with answer only.
",Persistent seronegatives,A,B
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which of the following monetary policies would lessen the effectiveness of expansionary fiscal policy?
Options:
A: []
B: Lowering the income tax rate.
C: Selling Treasury securities to commercial banks.
D: Lowering the discount rate.
Reply with answer only.
",Decreasing the value of the domestic currency.,A,B
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Mitochondria isolated and placed in a buffered solution with a low pH begin to manufacture ATP. Which of the following is the best explanation for the effect of low external pH?
Options:
A: It increases the concentration of OH-, causing the mitochondria to pump H+ to the intermembrane space.
B: []
C: It increases the acid concentration in the mitochondria matrix.
D: It increases diffusion of H+ from the intermembrane space to the matrix.
Reply with answer only.
",It increases the OH- concentration in the mitochondria matrix.,B,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
""The greatest contribution that Africa can make to the peace of the world is to avoid all the dangers inherent in disunity, by creating a political union which will also by its success, stand as an example to a divided world. A Union of African states will project more effectively the African personality. It will command respect from a world that has regard only for size and influence. The scant attention paid to African opposition to the French atomic tests in the Sahara, and the ignominious spectacle of the U.N. in the Congo quibbling about constitutional niceties while the Republic was tottering into anarchy, are evidence of the callous disregard of African Independence by the Great Powers.""
Kwame Nkrumah, Ghanian leader, 1961
Based on the speech, the French saw Africa as which of the following?
Options:
A: A collection of republics tottering into anarchy
B: A resource for enhancing French power in the Cold War
C: []
D: A strong political union
Reply with answer only.
",Important due to the Sahara's natural resources,C,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Nagel claims that the problem of moral luck is closely connected to the problem of:
Options:
A: the existence of God.
B: freedom of the will.
C: []
D: universals.
Reply with answer only.
",psychological egoism.,C,A
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Which one of the following statements is true concerning the motion of an ideal projectile launched at an angle of 45° to the horizontal?
Options:
A: []
B: The speed at the top of the trajectory is zero.
C: The object's total speed remains constant during the entire flight.
D: The vertical speed decreases on the way up and increases on the way down.
Reply with answer only.
",The acceleration vector points opposite to the velocity vector on the way up and in the same direction as the velocity vector on the way down.,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
—Carlsbad Resolutions adopted by the Germanic States, 1819
According to the above-mentioned decrees, the German confederated states most feared which of the following?
Options:
A: The effect liberal, young students would have on an impressionable faculty and the surrounding communities, where they would surely spread their message.
B: []
C: The dissolution of the union of German states that they had just created.
D: Support of Bonapartism, which was growing in strength prior to the passage of these Carlsbad Resolutions and preceeding Napoleon's invasion.
Reply with answer only.
",The dissemination of liberal ideas by the media and the sharing of nationalist or liberal ideas at the university in the classroom or in secret.,B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: According to the Solar Nebular theory what are asteroids and comets?
Options:
A: They are the shattered remains of collisions between planets.
B: []
C: They are chunks of rock or ice that were expelled from planets by volcanoes.
D: They are leftover planetesimals that never accreted into planets.
Reply with answer only.
",They are chunks of rock or ice that condensed long after the planets and moons had formed.,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Feinberg claims that most arguments for psychological egoism:
Options:
A: []
B: are based on controlled studies.
C: are based on interviews and surveys.
D: are nonempirical in character.
Reply with answer only.
",make reference to neuroscience.,A,C
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: There are certain ways to increase external validity as well. From your knowledge about this ways, to what does the CLUSTER SAMPLING refer to?
Options:
A: ensures the sample is representative of the population
B: ensures proportional representation
C: []
D: subjects and/or experimenter do no know purpose or which group they are in
Reply with answer only.
",sampling unit is a naturally occurring group,C,B
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The focus of liberal feminists on equality is denounced by radical feminists as mistaken because:
Options:
A: It treats women as objects.
B: It makes women into men.
C: []
D: It overlooks the historical struggle of women for justice.
Reply with answer only.
",It reduces feminism to a political movement.,C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I answered the phone and hung up as soon as I heard my mom start talking. Scenario 2 | I stole the show at the talent show.
Options:
A: Wrong, Wrong
B: []
C: Not wrong, Wrong
D: Not wrong, Not wrong
Reply with answer only.
","Wrong, Not wrong",B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: This question refers to the following information.
But the decline of Rome was the natural and inevitable effect of immoderate greatness. Prosperity ripened the principle of decay; the causes of destruction multiplied with the extent of conquest; and, as soon as time or accident had removed the artificial supports, the stupendous fabric yielded to the pressure of its own weight. . . . The victorious legions, who, in distant wars, acquired the vices of strangers and mercenaries, first oppressed the freedom of the republic, and afterwards violated the majesty of the purple. The emperors, anxious for their personal safety and the public peace, were reduced to the base expedient of corrupting the discipline which rendered them alike formidable to their sovereign and to the enemy; the vigour of the military . . . was relaxed . . . ; and the Roman world was overwhelmed by a deluge of Barbarians.
—Adapted from Decline and Fall of the Roman Empire, by Edward Gibbon
The decline of the Roman Empire and that of its Chinese counterpart resulted in which of the following?
Options:
A: A decline in the appeal of religions of salvation
B: []
C: An increased importance of the role of the father as the head of the household
D: A decline in the rights of women
Reply with answer only.
",A shift from trade along the Silk Roads to sea routes in the Indian Ocean,B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Some work on age stereotypes suggests that
Options:
A: Positive ones are stronger
B: []
C: They never last very long
D: They are very rare
Reply with answer only.
",Negative ones are stronger,B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Before I left for vacation, I am sure I locked the shared apartment's front door. Scenario 2 | Out of frustration I looked at the ground and spit into the campfire.
Options:
A: Wrong, Wrong
B: []
C: Not wrong, Wrong
D: Not wrong, Not wrong
Reply with answer only.
","Wrong, Not wrong",B,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: The rotavirus is an important cause of which of the following?
Options:
A: Respiratory infection in adults
B: []
C: Diarrhoea and vomiting in adults
D: Cancer
Reply with answer only.
",Gastroenteritis in children,B,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Of the following anatomical structures, which is homologous to the wing of a bird?
Options:
A: Dorsal fin of a shark
B: []
C: Wing of a butterfly
D: Flipper of a cetacean
Reply with answer only.
",Hindlimb of a kangaroo,B,C
"Please fill in the [] in option A based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: During which of the following processes within the hydrologic cycle do water molecules absorb energy?
Options:
A: []
B: Formation of a cloud from water vapor
C: Runoff along the land surface
D: Evaporation from the ocean surface
Reply with answer only.
",Formation of ice from water,A,C
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I threw a shovelful of dirt into the house. Scenario 2 | I cleaned the stain on my child's shirt with bleach.
Options:
A: Wrong, Wrong
B: []
C: Not wrong, Wrong
D: Not wrong, Not wrong
Reply with answer only.
","Wrong, Not wrong",B,A
"Please fill in the [] in option C based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: Most rocks on the Moon's surface are older than those on the Earth's surface. The best evidence for this is:
Options:
A: Lunar rocks are composed of fragments pulverized by many impacts.
B: Radioactive dating of lunar samples shows that they are older.
C: []
D: The Moon's surface has more impact craters than the Earth's surface.
Reply with answer only.
",The Moon's surface is more heavily eroded than the Earth's surface.,C,A
"Please fill in the [] in option B based onyour benchmark knowledge.
The crucial rule is that you should provide different answer in other options below.
Question: What is a succession plan?
Options:
A: Dismissing an employee for a more favourable employee
B: []
C: A vote of no confidence in a board member
D: The formal process of acquiring a new staff member
Reply with answer only.
",A formal process of planning to fill a role that will become vacant,B,A
