Question,First_half,Label
"Kế toán phản ánh thuế xuất khẩu  [MASKED]
A: Nợ TK 511/ Có TK 333(3) 
B: Nợ TK 156/ Có TK 333(3)
C: Nợ TK 133(1)/ Có TK 333(12) 
D: Nợ TK 641/ Có TK 333(3)
",Kế toán phản ánh thuế xuất khẩu ,của hàng hoá xuất khẩu như sau:
"DN trả lại hàng(hàng đã mua tháng trước) cho người bán,  [MASKED]
A: Nợ TK 111 Có TK 156 Có TK 133 
B: Nợ TK 632 Có TK 156
C: Nợ TK 531 Nợ TK 333 Có TK 111 
D: Cả A và B
","DN trả lại hàng(hàng đã mua tháng trước) cho người bán, ","người bán trả lại tiền mặt cho DN, kế toán ghi:"
"DN mua 500 kg hàng A, đơn giá 100.000đ/kg, thuế GTGT 10% chưa thanh toán. Chi phí vận chuyển 630.000 (trong đó đã bao gồm thuế GTGT 5%) đã thanh toán bằng tiền mặt. Khi về kiểm nhận nhập kho phát hiện thiếu 50 kg,  [MASKED]
A: 97.850 
B: 102.850
C: 97.250 
D: 102.250
","DN mua 500 kg hàng A, đơn giá 100.000đ/kg, thuế GTGT 10% chưa thanh toán. Chi phí vận chuyển 630.000 (trong đó đã bao gồm thuế GTGT 5%) đã thanh toán bằng tiền mặt. Khi về kiểm nhận nhập kho phát hiện thiếu 50 kg, ","DN nhập kho theo số thực tế. Hàng A tồn kho đầu kỳ 550, đơn giá 95.000đ/kg. Đơn giá xuất kho hàng A theo phương pháp bình quân gia quyền một lần cuối tháng là:Giá gốc đơn hàng A= 500*100.000 + 600.000 - (5.000.000) = 45.600.000"
"Chi phí vận chuyển hàng hoá về nhập kho của  [MASKED]
A: Nợ TK 641/ Có TK 331 
B: Nợ TK 156/ Có TK 331
C: Nợ TK 635/ Có TK 331 
D: Nợ TK 811/ Có TK 331
",Chi phí vận chuyển hàng hoá về nhập kho của ,DN chưa trả tiền người bán kế toán định khoản:
"Một DN X kinh doanh du lịch ở khu vực Tây Nguyên mua một con voi trị giá  [MASKED]
A: Làm tăng chi phí trong kỳ của doanh nghiệp 
B: Làm tăng tài sản cố định của DN
C: Làm tăng chi phí trả trước của DN 
D: Không có đáp án đúng
",Một DN X kinh doanh du lịch ở khu vực Tây Nguyên mua một con voi trị giá ,"15.000.000 trả bằng tiền mặt để chở khách du lịch, kế toán ghi sổ giá trị con voi:"
"Khoản nào sau đây không  [MASKED]
A: Thuế và các khoản phải nộp nhà nước 
B: Khách hàng ứng trước tiền hàng
C: Vay dài hạn 
D: Chênh lệch tỷ giá
",Khoản nào sau đây không ,nằm trong nhóm nợ phải trả:
"Sự khác nhau cơ bản của các  [MASKED]
A: Màu sắc 
B: Kiểu thiết kế sổ
C: Các ghi chép, lưu trữ 
D: Số lượng sổ, mối quan hệ giữa các sổ, kết cấu, mẫu sổ, trình tự, phương pháp ghi chép
",Sự khác nhau cơ bản của các ,hình thức sổ kế toán là gì?
"Trường hợp doanh nghiệp mua tài sản (tài sản tăng),  [MASKED]
A: Nguồn vốn giảm - Tài sản giảm 
B: Tài sản tăng - Tài sản giảm
C: Nguồn vốn tăng - Nguồn vốn giảm 
D: Tài sản tăng - Nguồn vốn tăng
","Trường hợp doanh nghiệp mua tài sản (tài sản tăng), ",thanh toán bằng tiền mặt (tài sản giảm) sẽ làm:
"Một DN mua một lô nguyên vật liệu trị giá mua (cả thuế GTGT 10%) là 550 triệu đồng. Do doanh nghiệp mua hàng với khối lượng lớn nên được hưởng chiết khấu thương mại 2% trên giá bán chưa thuế. Hãy xác định giá  [MASKED]
A: 490 triệu đồng 
B: 500 triệu đồng
C: 540 triệu đồng 
D: 550 triệu đồng
",Một DN mua một lô nguyên vật liệu trị giá mua (cả thuế GTGT 10%) là 550 triệu đồng. Do doanh nghiệp mua hàng với khối lượng lớn nên được hưởng chiết khấu thương mại 2% trên giá bán chưa thuế. Hãy xác định giá ,"thực tế nhập kho của lô NVL nói trên, biết DN tính thuế GTGT theo phương pháp khấu trừ:Giá gốc = giá mua + chi phí - giảm giá (chiết khấu thương mại, giảm giá) = 500.000.000 - 10.000.000 = 490.000.000. Chọn một câu trả lời:"
"Lợi nhuận thuần trên Bảng Báo cáo Kết quả  [MASKED]
A: Lợi nhuận tại ngày 31/12/N 
B: Lợi nhuận tại ngày lập báo cáo
C: Lợi nhuận tại một thời điểm nào đó 
D: Lợi nhuận của cả kỳ báo cáo
",Lợi nhuận thuần trên Bảng Báo cáo Kết quả ,kinh doanh là? Chọn một câu trả lời đúng
"Yếu tố nào sau đây là yếu tố bắt  [MASKED]
A: Tên chứng từ 
B: Phương thức thanh toán
C: Mã số thuế 
D: Thời điểm trả tiền
",Yếu tố nào sau đây là yếu tố bắt ,buộc của bản chứng từ? Chọn một câu trả lời
"Khoản chi tiền quảng cáo trên truyền hình về giới thiệu sản phẩm  [MASKED]
A: Chi phí sản xuất 
B: Chi phí bán hàng
C: Chi phí quản lý doanh nghiệp 
D: Không phải các chi phí trên
",Khoản chi tiền quảng cáo trên truyền hình về giới thiệu sản phẩm ,mới của doanh nghiệp được hạch toán như thế nào?Chọn một câu trả lời
"Chi phí vận chuyển hàng hoá, vật  [MASKED]
A: Trị giá hàng hoá, vật tư 
B: Trị giá vốn hàng bán trong kỳ
C: Chi phí bán hàng 
D: Chi phí quản lý DN
","Chi phí vận chuyển hàng hoá, vật ",tư mua về nhập kho được tính vào:
"Khi doanh nghiệp nhận tiền ứng trước của khách hàng để mua  [MASKED]
A: Bên Nợ TK 331 
B: Bên Có TK 131
C: Bên Có TK 331 
D: Bên Nợ TK 131
",Khi doanh nghiệp nhận tiền ứng trước của khách hàng để mua ,"hàng hoá, số tiền này được phản ánh vào tài khoản nào?"
"Để nghiên cứu sự vận động của tài  [MASKED]
A: Doanh thu, chi phí 
B: Chi phí, Lợi nhuận
C: Lợi nhuận, dòng tiền 
D: Doanh thu, chi phí, kết quả kinh doanh
",Để nghiên cứu sự vận động của tài ,"sản, kế toán nghiên cứu các nội dung nào?"
"Hoá đơn GTGT là chứng từ quan trọng, vì thế các doanh nghiệp tính thuế  [MASKED]
A: Tất cả các giao dịch của doanh nghiệp 
B: Các nghiệp vụ bán hàng của doanh nghiệp
C: Tất cả các nghiệp vụ mua hàng hoá, vật liệu 
D: Tất cả các nghiệp vụ ký gửi và cho vay hàng hóa
","Hoá đơn GTGT là chứng từ quan trọng, vì thế các doanh nghiệp tính thuế ",GTGT theo phương pháp khấu trừ có thể sử dụng nó (xuất hoá đơn) cho:
"Công ty TNHH Hạnh Minh cho công ty Hồng Hà vay số tiền 2.000.000.000, với lãi suất 14%/năm. Tuy nhiên, đến cuối năm, do hoạt động của công ty Hồng Hà có hiệu quả nên mang lại lợi nhuận khá cao. Công ty Hạnh Minh đề nghị Công  [MASKED]
A: Chỉ nhận được khoản lãi tiền cho vay 
B: Nhận được khoản lãi từ tiền cho vay và một phần chia từ lợi nhuận của công ty Hồng Hà
C: Theo tuyên bố của toà án 
D: Không nhận được gì
","Công ty TNHH Hạnh Minh cho công ty Hồng Hà vay số tiền 2.000.000.000, với lãi suất 14%/năm. Tuy nhiên, đến cuối năm, do hoạt động của công ty Hồng Hà có hiệu quả nên mang lại lợi nhuận khá cao. Công ty Hạnh Minh đề nghị Công ",ty Hồng Hà trả nhiều tiền hơn khoản lãi vay với lý do khoản vay từ công ty Hạnh Minh là nguồn vốn chủ đạo để Hồng Hà hoạt động trong suốt năm quA. Theo bạn trường hợp này công ty Hạnh Minh sẽ nhận được những gì?
"Sự kiện nào sau đây làm  [MASKED]
A: Thanh toán tiền lương cho nhân viên 
B: Nhận góp vốn của công ty Y bằng tiền mặt
C: Mua hàng hóa trả bằng tiền mặt 
D: Trả nợ người bán bằng tiền mặt
",Sự kiện nào sau đây làm ,tăng tổng tài sản của doanh nghiệp?
"Trong các nghiệp vụ kinh tế sau, nghiệp vụ nào sẽ được  [MASKED]
A: Mua một lô hàng nguyên vật liệu trị giá 80tr, chưa trả tiền người bán 
B: Nhận góp vốn bằng 1 TSCĐ trị giá 50tr và một số công cụ dụng cụ trị giá 10tr
C: Dùng Lợi nhuận chưa phân phối bổ sung Quỹ phúc lợi khen thưởng 20tr 
D: Bán cổ phiếu, giá bán 20tr
","Trong các nghiệp vụ kinh tế sau, nghiệp vụ nào sẽ được ",định khoản phức tạp theo cách (nhiều tài khoản Nợ hoặc Có)?
"Thuế GTGT đầu ra trong trường hợp doanh nghiệp sử dụng sản phẩm, hàng hóa  [MASKED]
A: Giá thành sản xuất hay giá vốn 
B: Giá bán thông thường chưa có thuế GTGT
C: Giá thị trường 
D: Lãi nội bộ
","Thuế GTGT đầu ra trong trường hợp doanh nghiệp sử dụng sản phẩm, hàng hóa ","để biếu, tặng, khuyến mãi, quảng cáo, trả lương, trả thưởng được tính trên giá:"
"Thuế Giá trị gia tăng  [MASKED]
A: Doanh thu bán hàng 
B: Tiền lương phải trả cho lao động
C: Giá của nguyên vật liệu 
D: Lợi nhuận của doanh nghiệp
",Thuế Giá trị gia tăng ,là một loại thuế đánh vào:
"Hạch toán việc trả lương cho nhân viên bán hàng  [MASKED]
A: Nợ TK641/ có TK111 
B: Nợ TK334/Có TK111
C: Nợ TK111/Có TK641 
D: Nợ TK111/Có TK334
",Hạch toán việc trả lương cho nhân viên bán hàng ,"bằng tiền mặt, kế toán hạch toán như thế nào?"
"Lý do thông tin kế toán  [MASKED]
A: Để so sánh giữa kỳ này và kỳ trước 
B: Để so sánh giữa doanh nghiệp này và doanh nghiệp khác
C: Không phải các đáp án trên 
D: Để so sánh giữa kỳ này và kỳ trước và để so sánh giữa doanh nghiệp này và doanh nghiệp khác
",Lý do thông tin kế toán ,phải “có thể so sánh” là:
"Những nội dung sau, nội dung nào là  [MASKED]
A: Vật liệu dùng cho sản xuất 
B: Nhà xưởng
C: Xe ô tô vận tải 
D: Khoản vay ngắn hạn ngân hàng
","Những nội dung sau, nội dung nào là ",tài sản ngắn hạn của doanh nghiệp ?
"Chi phí nhân viên quản đốc phân xưởng được  [MASKED]
A: Chi phí nguyên vật liệu trực tiếp 
B: Chi phí nhân công trực tiếp
C: Chi phí sản xuất chung 
D: Chi phí quản lý doanh nghiệp
",Chi phí nhân viên quản đốc phân xưởng được ,tính vào trong các khoản mục chi phí sau ?
"Doanh nghiệp có thông tin về loại hàng A trong kho hàng như sau:Lô nhập ngày 02/09: 100chiếc, đơn giá 20.000đ/chiếcLô nhập ngày 08/09: 150chiếc, đơn giá 22.000đ/chiếcLô nhập ngày 12/09: 200chiếc, đơn giá 26.000đ/chiếcLô nhập ngày 22/09: 100chiếc,  [MASKED]
A: 100chiếc x 20.000đ/chiếc + 80 chiếc x 22.000đ 
B: 180 chiếc x 22.000đ/chiếc
C: 180 chiếc x 26.000đ/chiếc 
D: 100 chiếc x 24.000đ/chiếc + 80 chiếc x 26.000đ
","Doanh nghiệp có thông tin về loại hàng A trong kho hàng như sau:Lô nhập ngày 02/09: 100chiếc, đơn giá 20.000đ/chiếcLô nhập ngày 08/09: 150chiếc, đơn giá 22.000đ/chiếcLô nhập ngày 12/09: 200chiếc, đơn giá 26.000đ/chiếcLô nhập ngày 22/09: 100chiếc, ","đơn giá 24.000đ/chiếcNgày 28/09 doanh nghiệp xuất dùng 180 chiếc cho sản xuất, giá xuất của lô hàng này là bao nhiêu: (biết rằng doanh nghiệp áp dụng phương pháp nhập sau xuất trước để tính giá hàng xuất kho):"
"Tháng 8/N doanh nghiệp Hưng Thịnh mua một lô hàng trị giá chưa thuế 30.000.000đ, thuế GTGT 10%, chưa thanh  [MASKED]
A: 30.000.000đ 
B: 33.000.000đ
C: 32.900.000đ 
D: 29.900.000đ
","Tháng 8/N doanh nghiệp Hưng Thịnh mua một lô hàng trị giá chưa thuế 30.000.000đ, thuế GTGT 10%, chưa thanh ","toán tiền. Do doanh nghiệp mua nhiều nên được giảm giá 100.000đ, trị giá lô hàng nhập kho là bao nhiêu?"
"Bán một lô hàng A với giá vốn là 320tr, giá bán là 400tr.Sau đó khách hàng trả lại hàng hoá tương ứng với  [MASKED]
A: Nợ TK156 / Có TK632: 20tr 
B: Nợ TK156 / Có TK632: 16tr
C: Nợ TK156 / Có TK531: 20tr 
D: Nợ TK632/ Có TK156: 16tr
","Bán một lô hàng A với giá vốn là 320tr, giá bán là 400tr.Sau đó khách hàng trả lại hàng hoá tương ứng với ",doanh thu là 20tr. Vậy giá nhập kho của lô hàng A bị trả lại là bao nhiêu và hạch toán như thế nào?
"Để có được các liên chứng từ, người lập chứng  [MASKED]
A: Photo, công chứng từ chứng từ gốc 
B: Kẹp giấy than để viết khi lập chứng từ
C: Scan rồi in màu từ chứng từ gốc 
D: Viết thêm các tờ chứng từ khác có cùng nội dung, cùng số
","Để có được các liên chứng từ, người lập chứng ",từ có thể làm thế nào trong các cách sau ?
"Để phản ánh khoản tiền mặt thanh toán tiền điện, nước phục  [MASKED]
A: Bên Nợ TK 111 
B: Bên Có TK 111
C: Bên Nợ TK 642 
D: Bên có TK 642
","Để phản ánh khoản tiền mặt thanh toán tiền điện, nước phục ","vụ cho hoạt động hành chính ở văn phòng, kế toán ghi:"
"Ý nghĩa cơ bản của Bảng  [MASKED]
A: Cho biết lợi nhuận thuần của doanh nghiệp tại một thời điểm cụ thể 
B: Cho biết sự khác biệt giữa dòng tiền vào và dòng tiền ra khỏi doanh nghiệp trong một kỳ kế toán
C: Cho biết tình hình tài sản, nguồn vốn của doanh nghiệp tại một thời điểm cụ thể 
D: Cho biết tình hình tài sản, nguồn vốn của doanh nghiệp trong một kỳ kế toán
",Ý nghĩa cơ bản của Bảng ,Cân đối kế toán là gì ?
"Trường hợp nào sau đây làm  [MASKED]
A: Trả nợ cho nhà cung cấp 
B: Thanh toán tiền lương cho nhân viên
C: Mua tài sản cố định đã thanh toán bằng tiền gửi ngân hàng 
D: Được cấp một tài sản cố định trị giá 15.000.000đ
",Trường hợp nào sau đây làm ,tăng tổng nguồn vốn của doanh nghiệp?
"Công ty tiến hành trích trước chi  [MASKED]
A: Thiếu tiền mặt 
B: Thừa tiền mặt
C: Có quá nhiều TSCĐ cần sửa chữa lớn 
D: Tất cả đều sai
",Công ty tiến hành trích trước chi ,phí sửa chữa lớn TSCĐ khi công ty…..
"Các khoản phải thu ngắn  [MASKED]
A: Trong thời hạn 12 tháng 
B: Trong 1 chu kỳ kinh doanh của đơn vị
C: Tùy theo yêu cầu quản lý của đơn vị 
D: Câu A hoặc B tùy theo chu kỳ kinh doanh của đơn vị
",Các khoản phải thu ngắn ,hạn có thời hạn thanh toán:
"Theo quy định hệ thống kế toán Việt Nam hiện hành,  [MASKED]
A: Có hóa đơn của bên bán để xác định giá trị của tài sản 
B: Xác định được xuất xứ của tài sản
C: Thời gian sử dụng ước tính tùy thuộc vào tần suất sử dụng của tài sản 
D: Có chứng từ mang tính pháp lý xác định giá trị của TS
","Theo quy định hệ thống kế toán Việt Nam hiện hành, ",một trong những tiêu chuẩn ghi nhận TSCĐ hữu hình là:
"Kế toán dự phòng giảm giá hàng tồn kho  [MASKED]
A: Nhất quán 
B: Giá gốc
C: Cơ sở dồn tích 
D: Thận trọng và phù hợp
",Kế toán dự phòng giảm giá hàng tồn kho ,được vận dụng chủ yếu từ nguyên tắc kế toán:
"Hàng chịu thuế GTGT tính thuế theo phương pháp khấu trừ được sử dụng để tặng kèm khuyến mãi cho mặt hàng khác cũng chịu  [MASKED]
A: Giá vốn; có tính VAT 
B: Giá vốn không tính VAT
C: Giá bán chưa VAT theo phương thức thu tiền ngay; có tính VAT 
D: Các câu trên đều sai
",Hàng chịu thuế GTGT tính thuế theo phương pháp khấu trừ được sử dụng để tặng kèm khuyến mãi cho mặt hàng khác cũng chịu ,"thuế GTGT khấu trừ, trên hóa đơn GTGT phát hành cho số hàng tặng này ghi giá bán chưa thuế và thuế GTGT lần lượt:"
"Số dư cuối năm N của các khoản phải thu, phải trả ngắn hạn: TK 1388 (dự nợ) 400; TK 3382 (dự Nợ) 200 kinh phí công đoàn; TK 3383 (dư Nợ)600 bảo  [MASKED]
A: 400; 50 
B: 400; 850
C: 350; 0 
D: 1200; 850
","Số dư cuối năm N của các khoản phải thu, phải trả ngắn hạn: TK 1388 (dự nợ) 400; TK 3382 (dự Nợ) 200 kinh phí công đoàn; TK 3383 (dư Nợ)600 bảo ","hiểm xã hội; TK 3388 (dư có): 850 phải trả kháC.Chỉ tiêu “các khoản phải thu khác” và “các khoản phải trả, phải nộp ngắn hạn khác”trên BCĐKT cuối niên độ lần lượt là:"
"Lợi nhuận gộp từ hoạt  [MASKED]
A: Doanh thu bán hàng - Giá vốn HB - CPHB - CPQLDN 
B: Doanh thu thuần từ hoạt động bán hàng - giá vốn hàng bán
C: Doanh thu bán hàng - giá vốn hàng bán 
D: Các câu trên đều sai
",Lợi nhuận gộp từ hoạt ,động bán hàng xác định bằng:
"Theo Nghị định 112/2020/NĐ-CP; 18/9/2020. Trường hợp cán bộ, công chức, viên chức đang trong thời gian thi hành quyết định kỷ luật tiếp tục có hành vi vi phạm thì bị áp dụng hình thức kỷ luật. Nếu có hành vi  [MASKED]
A: Nặng hơn hoặc bằng 
B: Nặng hơn
C: Bằng 
D: Nhẹ hơn hoặc bằng
","Theo Nghị định 112/2020/NĐ-CP; 18/9/2020. Trường hợp cán bộ, công chức, viên chức đang trong thời gian thi hành quyết định kỷ luật tiếp tục có hành vi vi phạm thì bị áp dụng hình thức kỷ luật. Nếu có hành vi ",vi phạm bị xử lý kỷ luật ở hình thức nhẹ hơn hoặc bằng so với hình thức kỷ luật đang thi hành thì áp dụng hình thức kỷ luật .............. một mức so với hình thức kỷ luật đang thi hành
"Quyết định 1847/QĐ-TTg của Thủ tướng Chính phủ, phê duyệt Đề án văn hoá công vụ. Xác định phương án đúng “Đẩy mạnh  [MASKED]
A: Nội dung của văn hoá công vụ 
B: Quan điểm
C: Giải pháp thực hiện văn hoá công vụ 
D: Mục tiêu
","Quyết định 1847/QĐ-TTg của Thủ tướng Chính phủ, phê duyệt Đề án văn hoá công vụ. Xác định phương án đúng “Đẩy mạnh ","tuyên truyền, nâng cao nhận thức, tăng cường bồi dưỡng cho cán bộ, công chức, viên chức về văn hóa công vụ” là?"
"Theo Luật Tổ chức chính quyền địa phương năm 2015, cơ quan nào có thẩm  [MASKED]
A: Quốc hội 
B: Ủy ban Thường vụ Quốc hội
C: Chính phủ 
D: Ủy ban Pháp luật của Quốc hội
","Theo Luật Tổ chức chính quyền địa phương năm 2015, cơ quan nào có thẩm ",quyền giải quyết tranh chấp liên quan đến địa giới đơn vị hành chính cấp tỉnh?
"Theo Luật tổ chức Chính phủ 2015; sửa đổi 2019. Xác định phương án đúng “Quyết định chiến lược, quy hoạch,  [MASKED]
A: Trách nhiệm của Thủ tướng Chính phủ 
B: Thủ tướng Chính phủ
C: Bộ trưởng, Thủ trưởng cơ quan ngang bộ 
D: Chính phủ
","Theo Luật tổ chức Chính phủ 2015; sửa đổi 2019. Xác định phương án đúng “Quyết định chiến lược, quy hoạch, ","kế hoạch, chính sách và các chương trình, dự án khác theo thẩm quyền” là nhiệm vụ và quyền hạn của?"
"Theo Nghị quyết số 76/NQ-CP của Chính phủ ngày 15/07/2021 Ban hành Chương trình tổng thể cải cách  [MASKED]
A: Xây dựng và phát triển Chính phủ điện tử, Chính phủ số 
B: Hoàn thiện thể chế và các khung khổ pháp lý để thúc đẩy quá trình chuyển đổi số, phục vụ có hiệu quả việc xây dựng, phát triển Chính phủ số, nền kinh tế số và xã hội số
C: Cải cách hành chính phải gắn với nâng cao nhận thức, đổi mới tư duy và hành động sáng tạo; đổi mới lề lối làm việc 
D: Các nội dung cải cách hành chính phải được tiến hành đồng bộ, thống nhất, có trọng tâm, trọng điểm, phù hợp với điều kiện thực tiễn
",Theo Nghị quyết số 76/NQ-CP của Chính phủ ngày 15/07/2021 Ban hành Chương trình tổng thể cải cách ,"hành chính nhà nước giai đoạn 2021 - 2030, Trọng tâm cải cách hành chính 10 năm tới là:"
"Theo Luật Thực hành tiết kiệm, chống lãng phí, Thanh tra thực hành tiết  [MASKED]
A: Thanh tra hành chính 
B: Thanh tra chuyên ngành
C: Giải quyết khiếu nại, tố cáo của cơ quan nhà nước có thẩm quyền đối với cơ quan, tổ chức, cá nhân 
D: Tất cả đều đúng
","Theo Luật Thực hành tiết kiệm, chống lãng phí, Thanh tra thực hành tiết ","kiệm, chống lãng phí có thể được thực hiện thông qua những hoạt động nào?"
"Theo Luật Thực hành tiết kiệm, chống lãng phí, Chủ đầu tư cần thực hiện  [MASKED]
A: Thông báo công khai việc mời thầu trên phương tiện thông tin đại chúng và tổ chức đấu thầu theo quy định của pháp luật về đấu thầu 
B: Đảm bảo nhà thầu, tổ chức tư vấn giám sát có đủ điều kiện, năng lực thực hiện, giám sát dự án đầu tư và có phương án tiết kiệm, chống lãng phí
C: Cả A và B 
D: Không có phương án đúng
","Theo Luật Thực hành tiết kiệm, chống lãng phí, Chủ đầu tư cần thực hiện ",các biện pháp gì để lựa chọn nhà thầu và tổ chức tư vấn giám sát?
"Theo Nghị định 138/2020/NĐ-CP; 27/11/2020. Công chức được đăng ký dự thi nâng ngạch, khi tiêu chuẩn, điều kiện  [MASKED]
A: Hoàn thành nhiệm vụ; Hoàn thành xuất sắc nhiệm vụ 
B: Hoàn thành tốt nhiệm vụ; Hoàn thành nhiệm vụ
C: Không hoàn thành nhiệm vụ; Hoàn thành xuất sắc nhiệm vụ 
D: Hoàn thành tốt nhiệm vụ; Hoàn thành xuất sắc nhiệm vụ
","Theo Nghị định 138/2020/NĐ-CP; 27/11/2020. Công chức được đăng ký dự thi nâng ngạch, khi tiêu chuẩn, điều kiện ","""Được xếp loại chất lượng ở mức nào trong năm công tác liền kề trước năm dự thi nâng ngạch""?"
"Theo Nghị định 30/2020/NĐ-CP của Chính phủ ngày 5/3/2020 về công tác  [MASKED]
A: Những văn bản đến không được đăng ký tại Văn thư cơ quan thì đơn vị, cá nhân không có trách nhiệm giải quyết, trừ những loại văn bản đến được đăng ký riêng theo quy định của pháp luật 
B: Số đến của văn bản được lấy liên tiếp theo thứ tự và trình tự thời gian tiếp nhận văn bản trong năm, thống nhất giữa văn bản giấy và văn bản điện tử
C: Không có phương án nào sai 
D: Việc đăng ký văn bản đến phải bảo đảm đầy đủ, rõ ràng, chính xác các thông tin cần thiết theo mẫu sổ đăng ký văn bản đến hoặc theo thông tin đầu vào của dữ liệu quản lý văn bản đến
",Theo Nghị định 30/2020/NĐ-CP của Chính phủ ngày 5/3/2020 về công tác ,văn thư. Chọn phương án sai về Đăng ký văn bản đến
"Theo Luật cán bộ, công chức 2008, việc cán bộ, công chức được cơ quan có thẩm quyền quyết định chuyển từ  [MASKED]
A: Luân chuyển 
B: Từ chức
C: Biệt phái 
D: Điều động
","Theo Luật cán bộ, công chức 2008, việc cán bộ, công chức được cơ quan có thẩm quyền quyết định chuyển từ ","cơ quan, tổ chức, đơn vị này đến làm việc ở cơ quan, tổ chức, đơn vị khác được gọi là gì?"
"Luật Tổ chức chính quyền địa phương sửa đổi 2019. Huyện miền núi, vùng cao,  [MASKED]
A: Có từ bốn mươi nghìn dân trở xuống 
B: Có từ sáu mươi nghìn dân trở xuống
C: Không có phương án nào đúng 
D: Có từ năm mươi nghìn dân trở xuống
","Luật Tổ chức chính quyền địa phương sửa đổi 2019. Huyện miền núi, vùng cao, ",hải đảo có từ bao nhiêu nghìn dân trở xuống được bầu 30 đại biểu?
"Biên soạn tài liệu và tham gia đào tạo công  [MASKED]
A: Phòng Kiểm tra nội bộ 
B: Văn phòng cục thuế
C: Phòng Thanh tra - Kiểm tra 
D: Phòng Quản lý hộ kinh doanh, cá nhân và thu khác
",Biên soạn tài liệu và tham gia đào tạo công ,chức thuế thuộc lĩnh vực được giao là nhiệm vụ của:
"Tổ chức kiểm tra việc thực hiện chính sách pháp luật về thuế tại trụ sở của người nộp thuế; kiểm tra các tổ chức được ủy nhiệm thu thuế  [MASKED]
A: Đội Kiểm tra thuế 
B: Đội Hành chính - Nhân sự - Tài vụ - Quản trị - Ấn chỉ
C: Đội Kê khai - Kế toán thuế - Tin học 
D: Đội Quản lý thuế xã, phường/liên xã phường
",Tổ chức kiểm tra việc thực hiện chính sách pháp luật về thuế tại trụ sở của người nộp thuế; kiểm tra các tổ chức được ủy nhiệm thu thuế ,theo quy định của Luật Quản lý thuế; kiểm tra các trường hợp kiểm tra sau hoàn thuế theo quy định của Luật Quản lý thuế là nhiệm vụ của:
"Theo Hiến pháp 2013, Phê chuẩn đề nghị bổ nhiệm, miễn nhiệm, cách chức Phó Thủ tướng  [MASKED]
A: Thủ tướng Chính phủ 
B: UBTV Quốc hội
C: Chủ tịch nước 
D: Quốc hội
","Theo Hiến pháp 2013, Phê chuẩn đề nghị bổ nhiệm, miễn nhiệm, cách chức Phó Thủ tướng ","Chính phủ, Bộ trưởng và thành viên khác của Chính phủ là nhiệm vụ và quyền hạn của"
"Theo Quyết định số 1495/QĐ-TCT ngày 25/10/2021 của Tổng cục Thuế, Nhiệm vụ “Hoàn thiện hệ thống thông tin một cửa điện tử Tổng cục Thuế: 100% các thủ tục hành chính cần thiết được xây dựng thành các dịch vụ công trực tuyến mức độ 3,4 và được cung cấp trên Cổng Dịch vụ công Bộ Tài chính.  [MASKED]
A: Cục CNTT 
B: Vụ Pháp chế
C: Vụ Tài vụ quản trị 
D: Văn phòng
","Theo Quyết định số 1495/QĐ-TCT ngày 25/10/2021 của Tổng cục Thuế, Nhiệm vụ “Hoàn thiện hệ thống thông tin một cửa điện tử Tổng cục Thuế: 100% các thủ tục hành chính cần thiết được xây dựng thành các dịch vụ công trực tuyến mức độ 3,4 và được cung cấp trên Cổng Dịch vụ công Bộ Tài chính. ","Phối hợp với Bộ Tài chính triển khai hỗ trợ 100% người dân, doanh nghiệp sử dụng dịch vụ công trực tuyến trong lĩnh vực tài chính được cấp định danh và xác thực điện tử thông suốt và hợp nhất trên tất cả các hệ thống thông tin của Bộ Tài chính” do đơn vị nào chủ trì?"
"Luật Tổ chức chính quyền địa phương sửa đổi 2019. Quận có  [MASKED]
A: 30 đại biểu 
B: 35 đại biểu
C: 40 đại biểu 
D: Không có phương án nào đúng
",Luật Tổ chức chính quyền địa phương sửa đổi 2019. Quận có ,từ một trăm nghìn dân trở xuống được bầu bao nhiêu đại biểu?
