Question,Label,Fed_prompt
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nhà văn Nguyên Hồng sáng tác ở thời kì nào?
### Lựa chọn:
A: [MASKED] 
B: Trước Cách mạng tháng Tám
C: Sáng tác ở cả hai thời kì trước và sau Cách mạng tháng Tám 
D: Sáng tác trong thời gian từ năm 1918 – 1982",Sau Cách mạng tháng Tám,"### Câu hỏi: Nhà văn Nguyên Hồng sáng tác ở thời kì nào?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các từ in đậm trong câu văn sau thuộc trường từ vựng nào?
### Lựa chọn:
A: [MASKED] 
B: Thái độ của con người
C: Cảm xúc của con người 
D: Suy nghĩ của con người",Hoạt động của con người,"### Câu hỏi: Các từ in đậm trong câu văn sau thuộc trường từ vựng nào?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các từ in đậm trong câu sau thuộc trường từ vựng nào?
### Lựa chọn:
A: Suy nghĩ của con người 
B: Cảm xúc của con người
C: Thái độ của con người 
D: [MASKED]",Hành động của con người,"### Câu hỏi: Các từ in đậm trong câu sau thuộc trường từ vựng nào?
### Lựa chọn:
A: Suy nghĩ của con người
B: Cảm xúc của con người
C: Thái độ của con người
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Thế nào là trường từ vựng?
### Lựa chọn:
A: Là tập hợp tất cả các từ có chung cách phát âm. 
B: Là tập hợp tất cả các từ có ít nhất một nét chung về nghĩa.
C: Là tập hợp tất cả các từ cùng từ loại (danh từ, động từ,...) 
D: [MASKED]","Là tập hợp tất cả các từ có chung nguồn gốc (thuần Việt, Hán Việt,...)","### Câu hỏi: Thế nào là trường từ vựng?
### Lựa chọn:
A: Là tập hợp tất cả các từ có chung cách phát âm.
B: Là tập hợp tất cả các từ có ít nhất một nét chung về nghĩa.
C: Là tập hợp tất cả các từ cùng từ loại (danh từ, động từ,...)
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Những từ: “trao đổi, buôn bán, sản xuất” được sắp xếp vào trường từ vựng nào?
### Lựa chọn:
A: [MASKED] 
B: Hoạt động văn hóa.
C: Hoạt động chính trị. 
D: Hoạt động kinh tế.",Hoạt động xã hội.,"### Câu hỏi: Những từ: “trao đổi, buôn bán, sản xuất” được sắp xếp vào trường từ vựng nào?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Phát biểu nào sau đây là sai về trường từ vựng?
### Lựa chọn:
A: [MASKED] 
B: Một trường từ vựng có thể bao gồm những từ khác biệt nhau về từ loại
C: Một từ có thể thuộc nhiều trường từ vựng khác nhau 
D: Mỗi từ chỉ có thể thuộc một trường từ vựng.",Một trường từ vựng có thể bao gồm nhiều trường từ vựng nhỏ hơn.,"### Câu hỏi: Phát biểu nào sau đây là sai về trường từ vựng?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các từ: “tàn nhẫn, độc ác, lạnh lùng” thuộc trường từ vựng nào dưới đây?
### Lựa chọn:
A: [MASKED] 
B: Chỉ tâm trạng con người
C: Chỉ bản chất của con người 
D: Chỉ đạo đức của con người",Chỉ tâm hồn con người,"### Câu hỏi: Các từ: “tàn nhẫn, độc ác, lạnh lùng” thuộc trường từ vựng nào dưới đây?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Từ ngữ nào dưới đây không mang nghĩa “thuốc chữa bệnh”?
### Lựa chọn:
A: Thuốc kháng sinh. 
B: [MASKED]
C: Thuốc tẩy giun. 
D: Thuốc lào.",Thuốc ho.,"### Câu hỏi: Từ ngữ nào dưới đây không mang nghĩa “thuốc chữa bệnh”?
### Lựa chọn:
A: Thuốc kháng sinh.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các từ in đậm trong bài thơ sau đây thuộc trường từ vựng nào?
### Lựa chọn:
A: Động vật thuộc loài ếch nhái. 
B: [MASKED]
C: Côn trùng. 
D: Động vật ăn thịt.",Động vật ăn cỏ.,"### Câu hỏi: Các từ in đậm trong bài thơ sau đây thuộc trường từ vựng nào?
### Lựa chọn:
A: Động vật thuộc loài ếch nhái.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các từ in đậm trong câu văn sau thuộc trường từ vựng nào?
### Lựa chọn:
A: Hoạt động của miệng 
B: [MASKED]
C: Hoạt động của răng 
D: Cả A, B, C đều sai",Hoạt động của lưỡi,"### Câu hỏi: Các từ in đậm trong câu văn sau thuộc trường từ vựng nào?
### Lựa chọn:
A: Hoạt động của miệng
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Trong các phương án sau, phương án nào sắp xếp các từ đúng với trường từ vựng văn học?
### Lựa chọn:
A: Tác giả, tác phẩm, văn bản, tiết tấu, xung đột kịch, giọng điệu, hư cấu, nhân vật trữ tình 
B: Tác giả, tác phẩm, nhân vật, cốt truyện, tứ thơ, người kể chuyện, nhân vật trữ tình, câu văn, câu thơ...
C: [MASKED] 
D: Tác giả, tác phẩm, biên đạo múa, nhân vật, cốt truyện, hư cấu, câu văn, câu thơ, văn bản....","Tác giả, tác phẩm, bút vẽ, cốt truyện, tứ thơ, người kể chuyện, nhân vật trữ tình, câu văn, câu thơ...","### Câu hỏi: Trong các phương án sau, phương án nào sắp xếp các từ đúng với trường từ vựng văn học?
### Lựa chọn:
A: Tác giả, tác phẩm, văn bản, tiết tấu, xung đột kịch, giọng điệu, hư cấu, nhân vật trữ tình
B: Tác giả, tác phẩm, nhân vật, cốt truyện, tứ thơ, người kể chuyện, nhân vật trữ tình, câu văn, câu thơ...
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Từ nào dưới đây không cùng trường từ vựng với các từ còn lại?
### Lựa chọn:
A: [MASKED] 
B: Túm
C: Vật 
D: Lẳng",Sợ,"### Câu hỏi: Từ nào dưới đây không cùng trường từ vựng với các từ còn lại?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Những từ trao đổi, buôn bán, sản xuất được xếp vào trường từ vựng nào?
### Lựa chọn:
A: Hoạt động kinh tế 
B: Hoạt động chính trị
C: [MASKED] 
D: Hoạt động xã hội",Hoạt động văn hóa,"### Câu hỏi: Những từ trao đổi, buôn bán, sản xuất được xếp vào trường từ vựng nào?
### Lựa chọn:
A: Hoạt động kinh tế
B: Hoạt động chính trị
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các từ gạch chân trong câu sau thuộc trường từ vựng nào?
### Lựa chọn:
A: Suy nghĩ của con người 
B: Cảm xúc của con người
C: [MASKED] 
D: Hành động của con người",Thái độ của con người,"### Câu hỏi: Các từ gạch chân trong câu sau thuộc trường từ vựng nào?
### Lựa chọn:
A: Suy nghĩ của con người
B: Cảm xúc của con người
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Việc đặt tên và sắp xếp các từ ngữ vào các trường từ vựng sau là đúng hay sai?
### Lựa chọn:
A: Đúng 
B: Sai
C: [MASKED] 
D: Không có thông tin về các trường từ vựng",Các trường từ vựng không rõ,"### Câu hỏi: Việc đặt tên và sắp xếp các từ ngữ vào các trường từ vựng sau là đúng hay sai?
### Lựa chọn:
A: Đúng
B: Sai
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung của phần Thân bài là gì?
### Lựa chọn:
A: Giới thiệu đối tượng của văn bản 
B: Khẳng định giá trị, vị trí, tầm quan trọng của đối tượng
C: Làm rõ đối tượng, trình bày cụ thể đặc điểm, tính chất, điều đặc biệt của đối tượng mà phần Mở bài đã nêu ra 
D: [MASKED]","Cả A, B, C đều đúng","### Câu hỏi: Nội dung của phần Thân bài là gì?
### Lựa chọn:
A: Giới thiệu đối tượng của văn bản
B: Khẳng định giá trị, vị trí, tầm quan trọng của đối tượng
C: Làm rõ đối tượng, trình bày cụ thể đặc điểm, tính chất, điều đặc biệt của đối tượng mà phần Mở bài đã nêu ra
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Phần Thân bài nên trình bày như thế nào để rõ ràng, mạch lạc?
### Lựa chọn:
A: Trình bày bằng nhiều đoạn văn nhỏ giải quyết các khía cạnh của chủ đề. 
B: [MASKED]
C: Trình bày thành một đoạn văn duy nhất. 
D: A và B đúng.","Nội dung được trình bày tùy thuộc kiểu văn bản, chủ đề, ý đồ giao tiếp của người viết.","### Câu hỏi: Phần Thân bài nên trình bày như thế nào để rõ ràng, mạch lạc?
### Lựa chọn:
A: Trình bày bằng nhiều đoạn văn nhỏ giải quyết các khía cạnh của chủ đề.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Văn bản trên có thể chia làm mấy phần?
### Lựa chọn:
A: A. 3 phần 
B: [MASKED]
C: C. Cả A và B hợp lý 
D: D. Cả A, B, C đều sai",B. 2 phần,"### Câu hỏi: Văn bản trên có thể chia làm mấy phần?
### Lựa chọn:
A: A. 3 phần
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Mục đích của việc sắp xếp bố cục của văn bản là?
### Lựa chọn:
A: Thể hiện chủ đề của văn bản 
B: Thể hiện điểm khác biệt của tác giả
C: [MASKED] 
D: Cả A, B, C đều đúng",Thể hiện việc văn bản có sự sắp xếp đúng quy ước,"### Câu hỏi: Mục đích của việc sắp xếp bố cục của văn bản là?
### Lựa chọn:
A: Thể hiện chủ đề của văn bản
B: Thể hiện điểm khác biệt của tác giả
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Dòng nào dưới đây nêu đúng nhất về khái niệm bố cục của văn bản?
### Lựa chọn:
A: Là sự sắp xếp phần mở bài theo cách trực tiếp hoặc gián tiếp 
B: Là sự sắp xếp các phần, các đoạn của văn bản theo một trình tự hợp lí để thể hiện chủ đề
C: Là sự sắp xếp hình thức trong văn bản theo quy ước 
D: [MASKED]",Là sự sắp xếp mở bài và kết bài sao cho hợp lí,"### Câu hỏi: Dòng nào dưới đây nêu đúng nhất về khái niệm bố cục của văn bản?
### Lựa chọn:
A: Là sự sắp xếp phần mở bài theo cách trực tiếp hoặc gián tiếp
B: Là sự sắp xếp các phần, các đoạn của văn bản theo một trình tự hợp lí để thể hiện chủ đề
C: Là sự sắp xếp hình thức trong văn bản theo quy ước
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung phần Thân bài của một văn bản thường được sắp xếp theo những trình tự nào?
### Lựa chọn:
A: Trình tự thời gian và không gian 
B: [MASKED]
C: Trình tự của mạch suy luận 
D: Cả A, B, C",Trình tự phát triển của sự việc,"### Câu hỏi: Nội dung phần Thân bài của một văn bản thường được sắp xếp theo những trình tự nào?
### Lựa chọn:
A: Trình tự thời gian và không gian
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các ý trong đoạn trích “Trong lòng mẹ” được sắp xếp theo trình tự nào?
### Lựa chọn:
A: Thời gian 
B: [MASKED]
C: Sự phát triển của sự việc 
D: Cả A, B, C đều đúng",Không gian,"### Câu hỏi: Các ý trong đoạn trích “Trong lòng mẹ” được sắp xếp theo trình tự nào?
### Lựa chọn:
A: Thời gian
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Phần Mở bài có vai trò như thế nào trong một văn bản?
### Lựa chọn:
A: Giới thiệu các nội dung của văn bản 
B: Nêu diễn biến của sự việc, nhân vật
C: [MASKED] 
D: Nêu kết quả của sự việc, câu chuyện","Giới thiệu sự vật, sự việc, nhân vật.","### Câu hỏi: Phần Mở bài có vai trò như thế nào trong một văn bản?
### Lựa chọn:
A: Giới thiệu các nội dung của văn bản
B: Nêu diễn biến của sự việc, nhân vật
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Phần Mở bài và Kết bài thường có cấu tạo như thế nào?
### Lựa chọn:
A: Không cần tách thành những đoạn riêng biệt 
B: Hai đoạn văn
C: [MASKED] 
D: Nhiều đoạn văn",Một đoạn văn,"### Câu hỏi: Phần Mở bài và Kết bài thường có cấu tạo như thế nào?
### Lựa chọn:
A: Không cần tách thành những đoạn riêng biệt
B: Hai đoạn văn
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Các ý trong đoạn trích “Trong lòng mẹ” được sắp xếp theo trình tự nào?
### Lựa chọn:
A: [MASKED] 
B: Thời gian
C: Sự phát triển của sự việc 
D: Cả A, B, C đều đúng",Thời gian,"### Câu hỏi: Các ý trong đoạn trích “Trong lòng mẹ” được sắp xếp theo trình tự nào?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Đọc đoạn văn sau và nhận xét về bố cục của đoạn văn?
### Lựa chọn:
A: Bố cục rõ ràng, mạch lạc 
B: Không phân định được được mở, thân , kết của đoạn văn
C: [MASKED] 
D: Các ý lộn xộn",Chưa có bố cục rõ ràng,"### Câu hỏi: Đọc đoạn văn sau và nhận xét về bố cục của đoạn văn?
### Lựa chọn:
A: Bố cục rõ ràng, mạch lạc
B: Không phân định được được mở, thân , kết của đoạn văn
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Phần Mở bài có vai trò như thế nào trong một văn bản?
### Lựa chọn:
A: Giới thiệu các nội dung của văn bản 
B: Nêu diễn biến của sự việc, nhân vật
C: Giới thiệu sự vật, sự việc, nhân vật. 
D: [MASKED]","Nêu kết quả của sự việc, câu chuyện","### Câu hỏi: Phần Mở bài có vai trò như thế nào trong một văn bản?
### Lựa chọn:
A: Giới thiệu các nội dung của văn bản
B: Nêu diễn biến của sự việc, nhân vật
C: Giới thiệu sự vật, sự việc, nhân vật.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nội dung phần thân bài của một văn bản thường được sắp xếp theo những trình tự nào?
### Lựa chọn:
A: Trình tự thời gian và không gian 
B: [MASKED]
C: Trình tự của mạch suy luận 
D: Cả A, B, C",Trình tự phát triển của sự việc,"### Câu hỏi: Nội dung phần thân bài của một văn bản thường được sắp xếp theo những trình tự nào?
### Lựa chọn:
A: Trình tự thời gian và không gian
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Phần thân bài nên trình bày như thế nào để rõ ràng, mạch lạc?
### Lựa chọn:
A: Trình bày bằng nhiều đoạn văn nhỏ giải quyết các khía cạnh của chủ đề 
B: Nội dung được trình bày tùy thuộc kiểu văn bản, chủ đề , ý đồ giao tiếp của người viết
C: [MASKED] 
D: A và B đúng",Trình bày thành một đoạn văn duy nhất,"### Câu hỏi: Phần thân bài nên trình bày như thế nào để rõ ràng, mạch lạc?
### Lựa chọn:
A: Trình bày bằng nhiều đoạn văn nhỏ giải quyết các khía cạnh của chủ đề
B: Nội dung được trình bày tùy thuộc kiểu văn bản, chủ đề , ý đồ giao tiếp của người viết
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Câu trả lời của chị Dậu khi nghe anh Dậu khuyên can: “Thà ngồi tù. Để cho chúng nó làm tình làm tội mãi thế, tôi không chịu được” nói lên thái độ gì của chị?
### Lựa chọn:
A: Thái độ bất cần 
B: Thái độ không chịu khuất phục
C: [MASKED] 
D: Thái độ bực tức",Thái độ kiêu căng,"### Câu hỏi: Câu trả lời của chị Dậu khi nghe anh Dậu khuyên can: “Thà ngồi tù. Để cho chúng nó làm tình làm tội mãi thế, tôi không chịu được” nói lên thái độ gì của chị?
### Lựa chọn:
A: Thái độ bất cần
B: Thái độ không chịu khuất phục
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Ý nào sau đây không nói lên nguyên nhân tạo nên sức mạnh phản kháng của chị Dậu trong đoạn trích?
### Lựa chọn:
A: [MASKED] 
B: Tình thương chồng con vô bờ bến.
C: Muốn ra oai với bọn người nhà lí trưởng. 
D: Ý thức được sự cùng đường của mình",Lòng căm hờn bọn tay sai vô độ.,"### Câu hỏi: Ý nào sau đây không nói lên nguyên nhân tạo nên sức mạnh phản kháng của chị Dậu trong đoạn trích?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nhận xét nào sau đây không đúng với đoạn trích Tức nước vỡ bờ?
### Lựa chọn:
A: Mang giá trị châm biếm sâu sắc 
B: Là đoạn trích có kịch tính rất cao
C: Thể hiện tài năng xây dựng nhân vật của Ngô Tất Tố 
D: [MASKED]",Có giá trị nhân đạo và hiện thực lớn,"### Câu hỏi: Nhận xét nào sau đây không đúng với đoạn trích Tức nước vỡ bờ?
### Lựa chọn:
A: Mang giá trị châm biếm sâu sắc
B: Là đoạn trích có kịch tính rất cao
C: Thể hiện tài năng xây dựng nhân vật của Ngô Tất Tố
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nhận định nào sau đây đúng nhất về tư tưởng mà nhà văn muốn truyền tải qua đoạn trích?
### Lựa chọn:
A: Nông dân là lớp người có sức mạnh lớn nhất, có thể chiến thắng tất cả. 
B: Trong đời sống có một quy luật tất yếu: có áp bức là có đấu tranh.
C: Nông dân là những người bị áp bức nhiều nhất trong xã hội cũ. 
D: [MASKED]",Bọn tay sai trong xã hội cũ là những kẻ tàn bạo và bất nhân nhất.,"### Câu hỏi: Nhận định nào sau đây đúng nhất về tư tưởng mà nhà văn muốn truyền tải qua đoạn trích?
### Lựa chọn:
A: Nông dân là lớp người có sức mạnh lớn nhất, có thể chiến thắng tất cả.
B: Trong đời sống có một quy luật tất yếu: có áp bức là có đấu tranh.
C: Nông dân là những người bị áp bức nhiều nhất trong xã hội cũ.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Vì sao chị Dậu được gọi là điển hình về người nông dân Việt Nam trước Cách mạng tháng Tám?
### Lựa chọn:
A: Do chị Dậu là người nông dân khổ nhất. 
B: Vì chị là người phụ nữ mạnh mẽ nhất, dám phản kháng lại thế lực cường quyền
C: Vì chị là người phụ nữ chịu nhiều khổ cực nhưng vẫn giữ được những phẩm chất vô cùng cao đẹp. 
D: [MASKED]",Vì chị luôn nhịn nhục trước sự áp bức của bọn thực dân phong kiến.,"### Câu hỏi: Vì sao chị Dậu được gọi là điển hình về người nông dân Việt Nam trước Cách mạng tháng Tám?
### Lựa chọn:
A: Do chị Dậu là người nông dân khổ nhất.
B: Vì chị là người phụ nữ mạnh mẽ nhất, dám phản kháng lại thế lực cường quyền
C: Vì chị là người phụ nữ chịu nhiều khổ cực nhưng vẫn giữ được những phẩm chất vô cùng cao đẹp.
D:"
