Question,Label,Fed_prompt
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Dựa vào kiến thức bài quyền và nghĩa vụ của công dân trong hôn nhân, em không đồng ý với quan điểm nào dưới đây?
### Lựa chọn:
A: Ép dầu ép mỡ, ai nỡ ép duyên. 
B: Con hư tại mẹ cháu hư tại bà.
C: Thuận vợ thuận chồng tát biển Đông cũng cạn. 
D: [MASKED]",Chồng em áo rách em thương/ Chồng người áo gấm sông hương mặc người.,"### Câu hỏi: Dựa vào kiến thức bài quyền và nghĩa vụ của công dân trong hôn nhân, em không đồng ý với quan điểm nào dưới đây?
### Lựa chọn:
A: Ép dầu ép mỡ, ai nỡ ép duyên.
B: Con hư tại mẹ cháu hư tại bà.
C: Thuận vợ thuận chồng tát biển Đông cũng cạn.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Hoạt động lao động tạo ra thu nhập mà không bị pháp luật cắm được gọi là
### Lựa chọn:
A: học nghề 
B: việc làm
C: cải tạo 
D: [MASKED]",hướng nghiệp.,"### Câu hỏi: Hoạt động lao động tạo ra thu nhập mà không bị pháp luật cắm được gọi là
### Lựa chọn:
A: học nghề
B: việc làm
C: cải tạo
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Những hành vi nào dưới đây là không đúng với luật lao động
### Lựa chọn:
A: Bắt trẻ dưới 15 tuổi vào làm việc. 
B: [MASKED]
C: Được nghỉ tất cả các ngày lễ tết theo quy định của nhà nước. 
D: Được tham hỏi những lúc ốm đau, bệnh tật.",Công dân đủ 16 tuổi được nhận vào các công ty để làm việc.,"### Câu hỏi: Những hành vi nào dưới đây là không đúng với luật lao động
### Lựa chọn:
A: Bắt trẻ dưới 15 tuổi vào làm việc.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Một trong những nội dung về bình đẳng trong thực hiện quyền lao động là mọi người đều có quyền lựa chọn ?
### Lựa chọn:
A: việc làm theo sở thích của mình. 
B: việc làm phù hợp với khả năng của mình mà không bị phân biệt đối xử.
C: điều kiện làm việc theo nhu cầu của mình. 
D: [MASKED]",thời gian làm việc theo ý muốn chủ quan của mình.,"### Câu hỏi: Một trong những nội dung về bình đẳng trong thực hiện quyền lao động là mọi người đều có quyền lựa chọn ?
### Lựa chọn:
A: việc làm theo sở thích của mình.
B: việc làm phù hợp với khả năng của mình mà không bị phân biệt đối xử.
C: điều kiện làm việc theo nhu cầu của mình.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Theo quy định của pháp luật, thời gian làm việc của lao động từ đủ 15 tuổi đến dưới 18 tuổi là không quá
### Lựa chọn:
A: 5 giờ/ngày và 25 giờ/tuần 
B: [MASKED]
C: 7 giờ/ngày và 35 giờ/tuần 
D: 8 giờ/ngày và 40 giờ/tuần.",6 giờ/ngày và 30 giờ/tuần.,"### Câu hỏi: Theo quy định của pháp luật, thời gian làm việc của lao động từ đủ 15 tuổi đến dưới 18 tuổi là không quá
### Lựa chọn:
A: 5 giờ/ngày và 25 giờ/tuần
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Vi phạm pháp luật dân sự là hành vi vi phạm pháp luật, xâm phạm tới
### Lựa chọn:
A: các quan hệ công vụ và nhân thân 
B: [MASKED]
C: các quy tắc quản lí nhà nước. 
D: các quan hệ lao động, công vụ nhà nước.",các quy tắc quản lí nhà nước.,"### Câu hỏi: Vi phạm pháp luật dân sự là hành vi vi phạm pháp luật, xâm phạm tới
### Lựa chọn:
A: các quan hệ công vụ và nhân thân
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nhà nước đưa ra trách nhiệm pháp lý là nhằm :
### Lựa chọn:
A: Phạt tiền người vi phạm. 
B: Buộc chủ thể vi phạm chấm dứt hành vi trái pháp luật, phải chịu những thiệt hại nhất định; giáo dục răn đe những người khác.
C: Lập lại trật tự xã hội. 
D: [MASKED]",Ngăn chặn người vi phạm có thể có vi phạm mới.,"### Câu hỏi: Nhà nước đưa ra trách nhiệm pháp lý là nhằm :
### Lựa chọn:
A: Phạt tiền người vi phạm.
B: Buộc chủ thể vi phạm chấm dứt hành vi trái pháp luật, phải chịu những thiệt hại nhất định; giáo dục răn đe những người khác.
C: Lập lại trật tự xã hội.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nghĩa vụ mà các cá nhân, cơ quan, tô chức vi phạm pháp luật phải chấp hành những biện pháp bắt buộc do Nhà nước quy định được gọi là
### Lựa chọn:
A: trách nhiệm pháp lí 
B: vi phạm pháp luật.
C: trách nhiệm gia đình 
D: [MASKED]",vi phạm đạo đức.,"### Câu hỏi: Nghĩa vụ mà các cá nhân, cơ quan, tô chức vi phạm pháp luật phải chấp hành những biện pháp bắt buộc do Nhà nước quy định được gọi là
### Lựa chọn:
A: trách nhiệm pháp lí
B: vi phạm pháp luật.
C: trách nhiệm gia đình
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: “tội phạm” là người có hành vi vi phạm
### Lựa chọn:
A: pháp luật dân sự 
B: pháp luật hành chính.
C: pháp luật hình sự 
D: [MASKED]",kỉ luật.,"### Câu hỏi: “tội phạm” là người có hành vi vi phạm
### Lựa chọn:
A: pháp luật dân sự
B: pháp luật hành chính.
C: pháp luật hình sự
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nhà bạn B rất nghèo nhưng bạn B luôn ăn chơi đua đòi và đòi mẹ phải mua cho chiếc điện thoại Iphone thì mới chịu đi học. Em có nhận xét gì về bạn B?
### Lựa chọn:
A: Bạn B là người sống xa hoa, lãng phí. 
B: [MASKED]
C: Bạn B là người tiết kiệm. 
D: Bạn B là người vô ý thức.",Bạn B là người vô tâm.,"### Câu hỏi: Nhà bạn B rất nghèo nhưng bạn B luôn ăn chơi đua đòi và đòi mẹ phải mua cho chiếc điện thoại Iphone thì mới chịu đi học. Em có nhận xét gì về bạn B?
### Lựa chọn:
A: Bạn B là người sống xa hoa, lãng phí.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Biểu hiện của sống giản dị là?
### Lựa chọn:
A: Ăn nói ngắn gọn, dễ hiểu, lịch sự. 
B: [MASKED]
C: Sống hòa đồng với bạn bè. 
D: Cả A, B, C.","Ăn mặc gọn gàng, không lòe loẹt.","### Câu hỏi: Biểu hiện của sống giản dị là?
### Lựa chọn:
A: Ăn nói ngắn gọn, dễ hiểu, lịch sự.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Sống giản dị có ý nghĩa như thế nào đối với mỗi người ?
### Lựa chọn:
A: Được mọi người yêu mến, cảm thông và giúp đỡ. 
B: Được mọi người chia sẻ khó khăn.
C: [MASKED] 
D: Được mọi người giúp đỡ.",Được mọi người yêu mến.,"### Câu hỏi: Sống giản dị có ý nghĩa như thế nào đối với mỗi người ?
### Lựa chọn:
A: Được mọi người yêu mến, cảm thông và giúp đỡ.
B: Được mọi người chia sẻ khó khăn.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Đối lập với giản dị là?
### Lựa chọn:
A: Xa hoa, lãng phí. 
B: Cần cù, siêng năng.
C: [MASKED] 
D: Thẳng thắn.",Tiết kiệm.,"### Câu hỏi: Đối lập với giản dị là?
### Lựa chọn:
A: Xa hoa, lãng phí.
B: Cần cù, siêng năng.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Biểu hiện của sống không giản dị là?
### Lựa chọn:
A: Chỉ chơi với người giàu, không chơi với người nghèo. 
B: [MASKED]
C: Không giao tiếp với người dân tộc. 
D: Cả A,B,C.",Không chơi với bạn khác giới.,"### Câu hỏi: Biểu hiện của sống không giản dị là?
### Lựa chọn:
A: Chỉ chơi với người giàu, không chơi với người nghèo.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Tại trường em nhà trường có quy định đối với học sinh nữ không được đánh son khi đến trường. Tuy nhiên ở lớp em một số bạn nữ vẫn đánh son và trang điểm rất đậm khi đến lớp. Hành động đó nói lên điều gì?
### Lựa chọn:
A: Lối sống không giản dị. 
B: Lối sống tiết kiệm.
C: Đức tính cần cù. 
D: [MASKED]",Đức tính khiêm tốn.,"### Câu hỏi: Tại trường em nhà trường có quy định đối với học sinh nữ không được đánh son khi đến trường. Tuy nhiên ở lớp em một số bạn nữ vẫn đánh son và trang điểm rất đậm khi đến lớp. Hành động đó nói lên điều gì?
### Lựa chọn:
A: Lối sống không giản dị.
B: Lối sống tiết kiệm.
C: Đức tính cần cù.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Sống giản dị là sống phù hợp với….của bản thân, gia đình và xã hội?. Trong dấu “…” đó là?
### Lựa chọn:
A: [MASKED] 
B: Hoàn cảnh.
C: Điều kiện, hoàn cảnh. 
D: Năng lực.",Điều kiện.,"### Câu hỏi: Sống giản dị là sống phù hợp với….của bản thân, gia đình và xã hội?. Trong dấu “…” đó là?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Sống giản dị là:
### Lựa chọn:
A: [MASKED] 
B: Tác phong tự nhiên, đi đứng đàng hoàng, không điệu bộ, kiểu cách.
C: Thực hiện đúng nội quy của nhà trường đề ra, trang phục khi đến trường sạch sẽ, tươm tất, lịch sử, bảo vệ của công, không xa hoa lãng phí. 
D: Tất cả các đáp án trên","Quần áo gọn gàng, sạch sẽ, không ăn mặc áo quần trông lạ mắt so với mọi người.","### Câu hỏi: Sống giản dị là:
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Tục ngữ: “Cây ngay không sợ chết đứng” nói về đức tính gì ?
### Lựa chọn:
A: Giản dị. 
B: Tiết kiệm.
C: Trung thực. 
D: [MASKED]",Khiêm tốn.,"### Câu hỏi: Tục ngữ: “Cây ngay không sợ chết đứng” nói về đức tính gì ?
### Lựa chọn:
A: Giản dị.
B: Tiết kiệm.
C: Trung thực.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Ca dao tục ngữ thể hiện tính trung thực
### Lựa chọn:
A: Cây ngay không sợ chết đứng 
B: [MASKED]
C: Người gian thì sợ người ngay/ Người ngay chẳng sợ đường cày cong queo 
D: A, B, C đúng",Ăn ngay nói thật mọi tật mọi lành,"### Câu hỏi: Ca dao tục ngữ thể hiện tính trung thực
### Lựa chọn:
A: Cây ngay không sợ chết đứng
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Sống ngay thẳng, thật thà và dám dũng cảm nhận lỗi khi mình mắc khuyết điểm nói về đức tính nào ?
### Lựa chọn:
A: [MASKED] 
B: Đức tính khiêm tốn.
C: Đức tính tiết kiệm. 
D: Đức tính trung thực.",Đức tính thật thà.,"### Câu hỏi: Sống ngay thẳng, thật thà và dám dũng cảm nhận lỗi khi mình mắc khuyết điểm nói về đức tính nào ?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Hành vi nào sau đây không biểu hiện tính trung thực.
### Lựa chọn:
A: Không chỉ bài cho bạn trong giờ kiểm tra 
B: Không bao che cho bạn khi mắc lỗi
C: Để đạt điểm cao khi kiểm tra N nhìn trộm bài của bạn 
D: [MASKED]",Nhặt được của rơi trả cho người bị mất,"### Câu hỏi: Hành vi nào sau đây không biểu hiện tính trung thực.
### Lựa chọn:
A: Không chỉ bài cho bạn trong giờ kiểm tra
B: Không bao che cho bạn khi mắc lỗi
C: Để đạt điểm cao khi kiểm tra N nhìn trộm bài của bạn
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Đối lập với trung thực là?
### Lựa chọn:
A: Giả dối. 
B: Tiết kiệm.
C: Chăm chỉ. 
D: [MASKED]",Khiêm tốn.,"### Câu hỏi: Đối lập với trung thực là?
### Lựa chọn:
A: Giả dối.
B: Tiết kiệm.
C: Chăm chỉ.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Trong giờ sinh hoạt lớp, trong tuần 3 bạn K bị mắc 7 lỗi nói chuyện trong giờ học và 2 lỗi vi phạm quy chế thi. Đã nhiều lần cô giáo nhắc nhở nhưng bạn K vẫn vi phạm và bạn K cho rằng bạn K làm gì thì kệ bạn K không liên quan đến các bạn và cô giáo. Là bạn học cùng lớp em sẽ làm gì để giúp bạn K cải thiện tính đó?
### Lựa chọn:
A: Không quan tâm vì không liên quan đến mình. 
B: Nói với bố mẹ bạn K để bố mẹ bạn K dạy giỗ.
C: [MASKED] 
D: Nhắc nhở, giúp đỡ bạn trong học tập và khuyên bạn không được làm như vậy vì vi phạm kỉ luật.",Không chơi cùng với bạn K vì bạn K là người vô ý thức.,"### Câu hỏi: Trong giờ sinh hoạt lớp, trong tuần 3 bạn K bị mắc 7 lỗi nói chuyện trong giờ học và 2 lỗi vi phạm quy chế thi. Đã nhiều lần cô giáo nhắc nhở nhưng bạn K vẫn vi phạm và bạn K cho rằng bạn K làm gì thì kệ bạn K không liên quan đến các bạn và cô giáo. Là bạn học cùng lớp em sẽ làm gì để giúp bạn K cải thiện tính đó?
### Lựa chọn:
A: Không quan tâm vì không liên quan đến mình.
B: Nói với bố mẹ bạn K để bố mẹ bạn K dạy giỗ.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Đã nhiều lần bạn V hứa trước lớp là sẽ không nói chuyện trong giờ. Nhiều lần nhắc nhỏ nhưng bạn V vẫn vi phạm lỗi. Điều đó cho thấy V là người như thế nào?
### Lựa chọn:
A: V là người không có lòng tự trọng. 
B: [MASKED]
C: V là người dối trá. 
D: V là người vô cảm.",V là người lười biếng.,"### Câu hỏi: Đã nhiều lần bạn V hứa trước lớp là sẽ không nói chuyện trong giờ. Nhiều lần nhắc nhỏ nhưng bạn V vẫn vi phạm lỗi. Điều đó cho thấy V là người như thế nào?
### Lựa chọn:
A: V là người không có lòng tự trọng.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Không làm được bài nhưng kiên quyết không quay cóp và không nhìn bài của bạn. Hành động đó thể hiện?
### Lựa chọn:
A: Thật thà. 
B: Lòng tự trọng.
C: Chăm chỉ. 
D: [MASKED]",Khiêm tốn.,"### Câu hỏi: Không làm được bài nhưng kiên quyết không quay cóp và không nhìn bài của bạn. Hành động đó thể hiện?
### Lựa chọn:
A: Thật thà.
B: Lòng tự trọng.
C: Chăm chỉ.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Người không có tự trọng
### Lựa chọn:
A: [MASKED] 
B: Luôn trách mắng người khác mà không nhận lỗi ở mình
C: Luôn trốn tránh những công việc được giao 
D: A, B, C",Luôn làm sai,"### Câu hỏi: Người không có tự trọng
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Tục ngữ: “Đói cho sạch, rách cho thơm” nói đến điều gì ?
### Lựa chọn:
A: Giản dị. 
B: Tiết kiệm.
C: Lòng tự trọng. 
D: [MASKED]",Khiêm tốn.,"### Câu hỏi: Tục ngữ: “Đói cho sạch, rách cho thơm” nói đến điều gì ?
### Lựa chọn:
A: Giản dị.
B: Tiết kiệm.
C: Lòng tự trọng.
D:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Trong giờ chào cờ, bạn Q liên tục ngồi nói chuyện, nói tục và chửi bậy các bạn trong lớp. Thầy giáo P đã phát hiện bạn Q nói chuyện trong giờ chào cờ nên đề nghị bạn Q lên đứng trước cờ. Tuy nhiên bạn Q đứng trước cờ nhưng vẫn cười đùa, trêu trọc các bạn ngồi dưới. Điều đó cho thấy Q là người như thế nào?
### Lựa chọn:
A: [MASKED] 
B: Q là người vô cảm.
C: Q là người không trung thực. 
D: Q là người không có lòng tự trọng.",Q là người vô duyên.,"### Câu hỏi: Trong giờ chào cờ, bạn Q liên tục ngồi nói chuyện, nói tục và chửi bậy các bạn trong lớp. Thầy giáo P đã phát hiện bạn Q nói chuyện trong giờ chào cờ nên đề nghị bạn Q lên đứng trước cờ. Tuy nhiên bạn Q đứng trước cờ nhưng vẫn cười đùa, trêu trọc các bạn ngồi dưới. Điều đó cho thấy Q là người như thế nào?
### Lựa chọn:
A:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Gia đình bạn H là gia đình nghèo, bố bạn bị bệnh hiểm nghèo. Nhà trường miễn học phí cho bạn, lớp tổ chức đi thăm hỏi, động viên ban. Hành động đó thể hiện điều gì?
### Lựa chọn:
A: Lòng yêu thương mọi người. 
B: Tinh thần đoàn kết.
C: [MASKED] 
D: Lòng trung thành.",Tinh thần yêu nước.,"### Câu hỏi: Gia đình bạn H là gia đình nghèo, bố bạn bị bệnh hiểm nghèo. Nhà trường miễn học phí cho bạn, lớp tổ chức đi thăm hỏi, động viên ban. Hành động đó thể hiện điều gì?
### Lựa chọn:
A: Lòng yêu thương mọi người.
B: Tinh thần đoàn kết.
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Yêu cầu của làm việc có kế hoạch
### Lựa chọn:
A: Cân đối các nhiệm vụ 
B: Thời gian hợp lý
C: [MASKED] 
D: A, B, C",Đảm bảo thời gian nghĩ ngơi và học tập,"### Câu hỏi: Yêu cầu của làm việc có kế hoạch
### Lựa chọn:
A: Cân đối các nhiệm vụ
B: Thời gian hợp lý
C:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Em thử dự đoán xem với cách làm việc theo kế hoạch thì sẽ đem lại kết quả gì?
### Lựa chọn:
A: Hoàn thành công việc đến nơi đến chốn và có hiệu quả, không bỏ sót công việc 
B: [MASKED]
C: Nề nếp 
D: A, B, C",Chủ động thời gian làm việc,"### Câu hỏi: Em thử dự đoán xem với cách làm việc theo kế hoạch thì sẽ đem lại kết quả gì?
### Lựa chọn:
A: Hoàn thành công việc đến nơi đến chốn và có hiệu quả, không bỏ sót công việc
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Nhờ đâu mà Bác Hồ biết được nhiều thứ tiếng ?
### Lựa chọn:
A: Sống và làm việc có kế hoạch. 
B: [MASKED]
C: Tiết kiệm. 
D: Cả A, B, C","Siêng năng, cần cù.","### Câu hỏi: Nhờ đâu mà Bác Hồ biết được nhiều thứ tiếng ?
### Lựa chọn:
A: Sống và làm việc có kế hoạch.
B:"
"Dựa vào trí nhớ của bạn về các bộ dữ liệu, hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm. 
Lưu ý, hãy đưa ra câu trả lời chỉ có nội dung của phần lựa chọn bị che, câu trả lời của bạn phải có nội dung khác với các lựa chọn còn lại.
### Câu hỏi: Thế nào là sống và làm việc có kế hoạch
### Lựa chọn:
A: Xác định nhiệm vụ 
B: Sắp xếp công việc
C: A, B đúng 
D: [MASKED]","A, B sai","### Câu hỏi: Thế nào là sống và làm việc có kế hoạch
### Lựa chọn:
A: Xác định nhiệm vụ
B: Sắp xếp công việc
C: A, B đúng
D:"
