Question,Label,Fed_prompt
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nguyên nhân nào làm cho đầu tư [MASKED]
### Lựa chọn:
A: Tình hình chính trị không ổn định. 
B: Hoa Kì cắt giảm đầu tư vào Mĩ Latinh
C: Thiếu lao động trình độ chuyên môn cao 
D: Cơ sở hạ tầng, CSVCKT bị xuống cấp.",từ nước ngoài vào Mĩ Latinh giảm mạnh?,Nguyên nhân nào làm cho đầu tư
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Dầu mỏ, khí tự nhiên của khu vực [MASKED]
### Lựa chọn:
A: Bán đảo Tiểu Á 
B: Đồng bằng Lưỡng Hà
C: Vịnh Pec-xích 
D: Sơn nguyên Iran",Tây Nam Á tập trung nhiều nhất ở vùng:,"Dầu mỏ, khí tự nhiên của khu vực"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Dân cư Hoa Kì đang [MASKED]
### Lựa chọn:
A: các bang vùng Đông Bắc đến các bang phía Tây 
B: các bang ven Thái Bình Dương đến các bang vùng Đông Bắc
C: các bang vùng phía Tây sang các bang vùng phía Đông. 
D: các bang vùng Đông Bắc sang các bang phía Nam và ven Thái Bình Dương.",có xu hướng di chuyển từ:,Dân cư Hoa Kì đang
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ý nào sau đây không phải là nguyên nhân [MASKED]
### Lựa chọn:
A: Nghèo tài nguyên 
B: Sự thống trị nhiều thế kỉ của chủ nghĩa thực dân
C: Xung đột sắc tộc 
D: Sự yếu kém trong quản lí đất nước.",làm cho nền kinh tế châu Phi kém phát triển?,Ý nào sau đây không phải là nguyên nhân
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ngành công nghiệp nào chiếm 84,2% giá trị [MASKED]
### Lựa chọn:
A: Công nghiệp chế biến 
B: Công nghiệp điện lực
C: Công nghiệp khai khoáng 
D: Công nghiệp dệt- may.",hàng xuất khẩu của Hoa Kì năm 2004?,"Ngành công nghiệp nào chiếm 84,2% giá trị"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Sự hợp tác, liên kết giữa các [MASKED]
### Lựa chọn:
A: Kinh tế 
B: Luật pháp, nội vụ
C: An ninh, đối ngoại 
D: Ý A, B và C đúng.",nước EU diễn ra trên lĩnh vực:,"Sự hợp tác, liên kết giữa các"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ý nào sau đây không thuộc giải pháp cải cách [MASKED]
### Lựa chọn:
A: Quốc hữu một số ngành kinh tế. 
B: Thực hiện công nghiệp hóa đất nước.
C: Khuyến khích sản xuất thay thế hàng nhập khẩu. 
D: Phát triển giáo dục.",kinh tế - xã hội của nhiều quốc gia Mĩ Latinh?,Ý nào sau đây không thuộc giải pháp cải cách
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Về mặt tự nhiên, Tây Nam [MASKED]
### Lựa chọn:
A: Giàu tài nguyên thiên nhiên nhất là dầu mỏ, khí tự nhiên, than đá, tiềm năng thủy điện, sắt, đồng 
B: Điều kiện tự nhiện thuận lợi cho sản xuất nông nghiệp, nhất là trồng cây công nghiệp và cây ăn quả nhiệt đới.
C: Đa dân tộc, có mật độ dân số thấp, tỉ lệ dân theo đạo hồi cao (trừ MôngCổ). 
D: Từng có “con đường tơ lụa” đi qua nên tiếp thu được nhiều giá trị văn hóa của cả phương Đông và phương Tây.",Á không có đặc điểm là:,"Về mặt tự nhiên, Tây Nam"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Tài nguyên khoáng sản của Hoa [MASKED]
### Lựa chọn:
A: Quặng sắt ở phía bắc, vàng ở phía nam đồng bằng trung tâm. 
B: Kim loại màu tập trung chủ yếu ở hệ thống núi A-pa-lat.
C: Dầu mỏ, khí đốt ở Tếch-dat, ven vịnh Mê-hi-cô, A-lat-xca. 
D: Than đá và quặng sắt có trữ lượng lớn ở miền Tây.",Kì được phân bố như sau,Tài nguyên khoáng sản của Hoa
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Các ngành công nghiệp truyền thống của Hoa Kỳ như luyện kim, chế [MASKED]
### Lựa chọn:
A: Đông Bắc 
B: Ven Thái Bình Dương
C: Đông Nam 
D: Đồng bằng Trung tâm","tạo ô tô, đóng tàu, hóa chất, dệt… tập trung chủ yếu ở vùng:","Các ngành công nghiệp truyền thống của Hoa Kỳ như luyện kim, chế"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Những thành tựu nổi bật có [MASKED]
### Lựa chọn:
A: Nâng cao sức cạnh tranh của thị trường chung châu Âu trên thị trường thế giới. 
B: Từ 6 nước thành viên ban đầu, nay đã trở thành một khối với 27 nước.
C: Thành lập thị trường chung và sử dụng đồng tiền Ơ-rô cho các nước thành viên. 
D: Các nước thành viên có chung chính sách thương mại với các nước ngoài.",ý nghĩa nhất của châu Âu:,Những thành tựu nổi bật có
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chứng minh EU có vị trí hàng [MASKED]
### Lựa chọn:
A: EU chỉ chiếm 7,1% về dân số TG và 2,2% diện tích lục địa của Trái Đất nhưng lại đứng thứ 1 TG về GDP. 
B: Giá trị FDI của EU đầu tư ra nước ngoài và FDI đầu tư vào EU chỉ đứng sau Hoa Kì và trên Nhật Bản.
C: Giá trị FDI của EU đầu tư ra nước ngoài và FDI đầu tư vào EU chiếm một nửa của TG. 
D: EU chỉ chiếm 7,1% về dân số TG và 2,2% diện tích lục địa của Trái Đất nhưng chiếm 60% GDP của TG.",đầu trên TG về mặt kinh tế:,Chứng minh EU có vị trí hàng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Hoa Kỳ có nền nông nghiệp phát triển và [MASKED]
### Lựa chọn:
A: Đất đai màu mỡ, sản xuất chuyên môn hóa cao, gắn liền với công nghiệp chế biến và thị trường tiêu thụ 
B: Đất đai rộng lớn và màu mỡ, khí hậu thuận lợi, nguồn nước dồi dào, gắn liền với thị trường tiêu thụ
C: Đất đai rộng lớn và màu mỡ, khí hậu đa dạng, nguồn nước dồi dào, công nghiệp chế biến phát triển 
D: Đất đai rộng lớn và màu mỡ, khí hậu đa dạng, nguồn nước dồi dào, cơ giới hóa cao",đứng hàng đầu thế giới chủ yếu là do,Hoa Kỳ có nền nông nghiệp phát triển và
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Liên minh châu Âu được thành lập vào năm [MASKED]
### Lựa chọn:
A: Bỉ, Pháp, Ý, Luc-xăm-bua, Hà Lan và Đức. 
B: Bỉ, Pháp, Anh, Luc-xăm-bua, Hà Lan và Đức.
C: Bỉ, Anh, Na Uy, Đan Mạch, Áo và Tây Đức. 
D: Bun-ga-ri, Pháp, Ý, Luc-xăm-bua, Ba Lan và Tây Đức, Áo.",1957 với 6 nước thành viên ban đầu là:,Liên minh châu Âu được thành lập vào năm
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nguyên nhân chủ yếu tạo nên sự tương phản về trình độ phát triển [MASKED]
### Lựa chọn:
A: Thành phần chủng tộc và tôn giáo. 
B: Quy mô dân số và cơ cấu dân số.
C: Trình độ khoa học – kĩ thuật. 
D: Điều kiện tự nhiên và tài nguyên thiên nhiên.",kinh tế - xã hội giữa nhóm nước phát triển với đang phát triển là,Nguyên nhân chủ yếu tạo nên sự tương phản về trình độ phát triển
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ý nào sau đây không phải là biểu hiện về trình [MASKED]
### Lựa chọn:
A: Ý nào sau đây không phải là biểu hiện về trình độ phát triển ktế - xã hội của các nước phát triển? 
B: Dân số đông và tăng nhanh
C: GDP bình quân đầu người cao 
D: Chỉ số phát triển ccon người ở mức cao",độ phát triển ktế - xã hội của các nước phát triển?,Ý nào sau đây không phải là biểu hiện về trình
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Biểu hiện về trình độ phát triển kinh tế - [MASKED]
### Lựa chọn:
A: Nợ nước ngoài nhiều 
B: GDP bình quân đầu người thấp
C: Tỉ lệ gia tăng dân số tự nhiên cao 
D: Chỉ số phát triển con người ở mức thấp",xã hội của các nước đang phát triển không bao gồm,Biểu hiện về trình độ phát triển kinh tế -
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nước nào dưới đây thuộc [MASKED]
### Lựa chọn:
A: Hoa Kì, Nhật Bản, Pháp 
B: Pháp, Bô-li-vi-a, Việt Nam
C: Ni-giê-ri-a, Xu-đăng, Công-gô 
D: Hàn Quốc, Bra-xin, Ác-hen-ti-na",các nước công nghiệp mới (NICs)?,Nước nào dưới đây thuộc
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Điểm khác biệt trong cơ cấu GDP phân theo khu vực kinh tế [MASKED]
### Lựa chọn:
A: Tỉ trọng khu vực III rất cao 
B: Tỉ trọng khu vực II rất thấp
C: Tỉ trọng khu vực I còn cao 
D: Cân đối về tỉ trọng giữa các khu vực",của nhóm nước phát triển so với nhóm nước đang phát triển là:,Điểm khác biệt trong cơ cấu GDP phân theo khu vực kinh tế
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Điểm khác biệt trong cơ cấu GDP phân theo khu vực kinh tế [MASKED]
### Lựa chọn:
A: Khu vực I có tỉ trọng rất thấp 
B: Khu vực III có tỉ trọng rất cao
C: Khu vực I có tỉ trọng còn cao 
D: Khu vực II có tỉ trọng rất cao",của nhóm nước đang phát triển so với nhóm nước phát triển là,Điểm khác biệt trong cơ cấu GDP phân theo khu vực kinh tế
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Châu Á có nhiều dầu mỏ, khí đốt [MASKED]
### Lựa chọn:
A: Đông Nam Á 
B: Tây Nam Á
C: Trung Á 
D: Nam Á",tập trung chủ yếu ở khu vực nào?,"Châu Á có nhiều dầu mỏ, khí đốt"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Châu Á có diện tích [MASKED]
### Lựa chọn:
A: 40 triệu $km^2$. 
B: 41,5 triệu $km^2$.
C: 42,5 triệu $km^2$. 
D: 43,5 triệu $km^2$.",phần đất liền rộng khoảng:,Châu Á có diện tích
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Châu Á không tiếp [MASKED]
### Lựa chọn:
A: Bắc Băng Dương. 
B: Đại Tây Dương.
C: Thái Bình Dương. 
D: Ấn Độ Dương.",giáp với đại dương nào?,Châu Á không tiếp
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nhận xét nào chưa đúng [MASKED]
### Lựa chọn:
A: Khí hậu châu Á phân hóa thành nhiều đới khác nhau 
B: Các đới khí hậu châu Á phân thành nhiêu kiểu khí hậu khác nhau
C: Khí hậu châu Á phổ biến là các kiểu khí hậu gió mùa và các kiểu khí hậu lục địa. 
D: Khí hậu châu Á phổ biết là đới khí hậu cực và cận cực.",về khí hậu châu Á,Nhận xét nào chưa đúng
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Châu Á có nhiều đới khí hậu khác nhau, trong mỗi [MASKED]
### Lựa chọn:
A: Do lãnh thổ trải dải từ vùng cực bắc đến vùng Xích đạo 
B: Do lãnh thổ rất rộng.
C: Do ảnh hưởng của các dãy núi. 
D: Tất cả các ý trên.",đới lại có sự phân thành các kiểu khí hậu do,"Châu Á có nhiều đới khí hậu khác nhau, trong mỗi"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Các con sông lớn ở Bắc Á [MASKED]
### Lựa chọn:
A: vùng núi Tây Nam Á. 
B: Vùng núi Bắc Á.
C: vùng núi trung tâm Châu Á. 
D: Vùng núi Đông Nam Á.",và Đông Á thường bắt nguồn từ,Các con sông lớn ở Bắc Á
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Cho biết các sông nào sau [MASKED]
### Lựa chọn:
A: Sông Ê-ni-xây, sông Lê-na 
B: Sông Mê Công, sông Hoàng Hà.
C: Sông Ô-bi. 
D: Tất cả đều sai.",đây không thuộc khu vực Bắc Á?,Cho biết các sông nào sau
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Giá trị kinh tế các sông [MASKED]
### Lựa chọn:
A: Cung cấp nước cho sản xuất. 
B: Nuôi trồng thủy sản.
C: Giao thông và thủy điện. 
D: Tất cả đều đúng.",của Bắc Á chủ yếu là:,Giá trị kinh tế các sông
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Tỉ lệ gia tăng dân số [MASKED]
### Lựa chọn:
A: giảm. 
B: ngang với mức trung bình thế giới.
C: Tất cả đều đúng. 
D: Tất cả đều sai.",châu Á đang có xu hướng:,Tỉ lệ gia tăng dân số
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Chủng tộc Ơ-rô-pê-ô-it phân bố [MASKED]
### Lựa chọn:
A: Tây Nam Á 
B: Nam Á.
C: Trung Á. 
D: Tất cả đều đúng.",chủ yếu ở khu vực:,Chủng tộc Ơ-rô-pê-ô-it phân bố
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Các vùng ven Địa Trung Hải và trung [MASKED]
### Lựa chọn:
A: Dưới 1 $người/km^2$. 
B: Từ 1 đến 50 $người/km^2$.
C: Từ 50 đến 100 $người/km^2$. 
D: Trên 100 $người/km^2$.",tâm Ấn Độ có mật độ dân số:,Các vùng ven Địa Trung Hải và trung
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khu vực có mật độ dân số [MASKED]
### Lựa chọn:
A: Dọc theo ven biển. 
B: Có đồng bằng màu mỡ.
C: Giao thông thuận tiện. 
D: Tất cả đều đúng.",trên 100 $người/km^2$ thường là những nơi:,Khu vực có mật độ dân số
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Thời Cổ đại và Trung đại, các mặt hàng [MASKED]
### Lựa chọn:
A: Vải, bông, đồ gốm 
B: Đồ sứ, tơ lụa
C: Gia vị, hương liệu 
D: Thảm len, đồ trang sức, vàng bạc",xuất khẩu tiêu biểu nhất của Trung Quốc là:,"Thời Cổ đại và Trung đại, các mặt hàng"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Công cuộc đổi mới kinh tế - xã hội [MASKED]
### Lựa chọn:
A: 1985 
B: 1986
C: 1987 
D: 1988",của nước ta được triển khai từ năm nào?,Công cuộc đổi mới kinh tế - xã hội
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nước nào sau đây không có chung [MASKED]
### Lựa chọn:
A: Trung Quốc. 
B: Lào.
C: Cam-pu-chia. 
D: Thái Lan.",biên giới trên đất liền với Việt Nam?,Nước nào sau đây không có chung
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Để làm giàu thêm vốn hiểu biết về địa lí ngoài việc đọc kĩ, [MASKED]
### Lựa chọn:
A: Sinh hoạt tập thể ngoài trời. 
B: Khảo sát thực tế.
C: Tham quan, du lịch. 
D: Tất cả đều đúng.","hiểu và làm tốt bài tập trong sách giáo khoa, các em cần phải:","Để làm giàu thêm vốn hiểu biết về địa lí ngoài việc đọc kĩ,"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Điểm cực Bắc phần đất liền của [MASKED]
### Lựa chọn:
A: Điện Biên 
B: Hà Giang
C: Khánh Hòa 
D: Cà Mau",nước ta (23023’B) thuộc tỉnh thành nào:,Điểm cực Bắc phần đất liền của
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Điểm cực Nam phần đất liền của [MASKED]
### Lựa chọn:
A: Kiên Giang 
B: Bến Tre
C: Điện Biên 
D: Cà Mau",nước ta (8034’B) thuộc tỉnh thành nào:,Điểm cực Nam phần đất liền của
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đặc điểm nào của vị trí của Việt Nam về mặt tự [MASKED]
### Lựa chọn:
A: Nằm trong vùng nội chí tuyến. 
B: Vị trí cầu nối giữa đất liền và biển, giữa các nước Đông Nam Á đất liền và Đông Nam Á hải đảo
C: Vị trí gần trung tâm khu vực Đông Nam Á. 
D: Vị trí tiếp xúc của các luồng gió mùa và các luồng sinh vật.",nhiên làm cho khí hậu Việt Nam mang tính chất nhiệt đới:,Đặc điểm nào của vị trí của Việt Nam về mặt tự
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Các nước Đông Nam Á có phần [MASKED]
### Lựa chọn:
A: Trung Quôc, Phi-lip-pin, Lào, Cam-pu-chia, Ma-lai-xi-a, Bru-nây, In-đô-nê-xi-a, Thái Lan. 
B: Bru-nây, In-đô-nê-xi-a, Xin-ga-po, Ma-lai-xi-a, Thái Lan, Mi-an-ma, Cam-pu-chia, Trung Quốc.
C: Campuchia, Thái Lan, Ma-lai-xi-a, Xi-ga-po, In-đô-nê-xi-a, Bru-nây, Phi-lip-pi. Trung Quốc 
D: Mi-an-ma, Cam-pu-chia, Ma-lai-xi-a, Bru-nây, In-đô-nê-xi-a, Thái Lan.",biển chung với Việt Nam là :,Các nước Đông Nam Á có phần
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Vùng biển của Việt Nam [MASKED]
### Lựa chọn:
A: Biển Hoa Đông 
B: Biển Đông
C: Biển Xu-Lu 
D: Biển Gia-va",là một phần của biển,Vùng biển của Việt Nam
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Vùng biển của Việt Nam thông [MASKED]
### Lựa chọn:
A: Thái Bình Dương và Bắc Băng Dương 
B: Thái Bình Dương và Ấn Độ Dương
C: Ấn Độ Dương và Đại Tây Dương 
D: Đại Tây Dương và Thái Bình Dương",qua hai đại dương lớn nào,Vùng biển của Việt Nam thông
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Lịch sử phát triển của tự nhiên [MASKED]
### Lựa chọn:
A: 2 
B: 3
C: 4 
D: 5",Việt Nam chia làm bao nhiêu giai đoạn:,Lịch sử phát triển của tự nhiên
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Các mảng nền cổ giai đoạn Tiền [MASKED]
### Lựa chọn:
A: Vòm sông Chảy, Hoàng Liên Sơn, Bạch Mã, khối nhô Kon Tum. 
B: Vòm sông Chảy, Hoàng Liên Sơn, cánh cung Bắc Trường Sơn, khôi nhô Kon Tum.
C: Vòm sông Chảy, Hoàng Liên Sơn, cánh cung núi sông Mã, khôi nhô Kon Tum. 
D: Vòm sông Chảy, Bạch Mã, cánh cung Bắc Trường Sơn",Cambri ở lãnh thổ nước ta là :,Các mảng nền cổ giai đoạn Tiền
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Giai đoạn Tiền Cambri nước [MASKED]
### Lựa chọn:
A: Việt Bắc, Hoàng Liên Sơn. 
B: Sông Mã, Pu Hoạt.
C: Kon Tum. 
D: Tất cả đều đúng.",ta có những mảng nền nào?,Giai đoạn Tiền Cambri nước
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Giai đoạn nào giới sinh vật phát triển mạnh mẽ và cũng là [MASKED]
### Lựa chọn:
A: Giai đoạn Tiền Cambri 
B: Giai đoạn Cổ kiến tạo
C: Giai đoạn Tân kiến tạo 
D: Giai đoạn Trung sinh",thời kì cực thịnh của bò sát khủng long và cây hạt trần?,Giai đoạn nào giới sinh vật phát triển mạnh mẽ và cũng là
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Đến nay, số lượng khoáng sản mà ngành địa chất [MASKED]
### Lựa chọn:
A: 80 loại 
B: 60 loại
C: 50 loại 
D: 40 loại","đã thăm dò, phát hiện được ở Việt Nam là","Đến nay, số lượng khoáng sản mà ngành địa chất"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Khoáng sản được hình thành trong những điều kiện địa chất [MASKED]
### Lựa chọn:
A: Rắn 
B: Lỏng
C: Khí 
D: Tất cả đều đúng",và cổ địa lí rất lâu dài và tồn tại dưới dạng:,Khoáng sản được hình thành trong những điều kiện địa chất
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nguồn tài nguyên khoáng sản nước ta [MASKED]
### Lựa chọn:
A: Nhỏ 
B: Vừa và nhỏ
C: Lớn 
D: Rất lớn","có nhiều loại, phần lớn có trữ lượng:",Nguồn tài nguyên khoáng sản nước ta
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Ý nào không đúng về vai trò của việc khai thác họp [MASKED]
### Lựa chọn:
A: Khoáng sản là loại tài nguyên không thể phục hồi được. 
B: Một số khoáng sản có nguy cơ cạn kiệt,
C: Khai thác sử dụng còn lãng phí. 
D: Khoáng sản nước ta còn trữ lượng rất lớn","lí và sử dụng tiết kiệm, hiệu quả nguồn tài nguyên khoáng sản?",Ý nào không đúng về vai trò của việc khai thác họp
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Giai đoạn Tân kiến tạo, đồng bằng nào [MASKED]
### Lựa chọn:
A: Đồng bằng sông Hồng. 
B: Đồng bằng sông Cửu Long,
C: Đồng bằng duyên hải miền Trung. 
D: Đồng bằng Bắc Trung Bộ",ờ nước ta tập trung nhiều than bùn?,"Giai đoạn Tân kiến tạo, đồng bằng nào"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong khu vực Đông Nam Á, tính đến năm [MASKED]
### Lựa chọn:
A: 1 
B: 2
C: 3 
D: 4","2002, dân số nước ta đứng vào hàng thứ mấy?","Trong khu vực Đông Nam Á, tính đến năm"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Dân số đông và tăng nhanh gây [MASKED]
### Lựa chọn:
A: Sự phát triển kinh tế, chất lượng cuộc sống. 
B: Môi Trường, chất lượng cuộc sống.
C: Chất lượng cuộc sống và các vấn đề khác. 
D: Sự phát triển kinh tế, chất lượng cuộc sống; tài nguyên môi trường.",ra những hậu quả xấu đối với?,Dân số đông và tăng nhanh gây
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trên thế giới, nước ta nằm trong [MASKED]
### Lựa chọn:
A: Thấp 
B: Trung bình
C: Cao 
D: Rất cao",số các nước có mật độ dân số?,"Trên thế giới, nước ta nằm trong"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Năm 2003 số dân sống [MASKED]
### Lựa chọn:
A: 25% 
B: 26%
C: 27% 
D: 28%",trong các đô thị chiếm khoảng?,Năm 2003 số dân sống
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nguyên nhân dẫn đến nguồn [MASKED]
### Lựa chọn:
A: Nguồn lao động tăng nhanh 
B: Các nhà máy, xí nghiệp còn ít
C: Các cơ sở đào tạo chưa nhiều 
D: Tất cả các ý trên",lao động thất nghiệp nhiều là?,Nguyên nhân dẫn đến nguồn
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong giai đoạn 1989 -2003, lao động nước ta [MASKED]
### Lựa chọn:
A: Nông – Lâm – Ngư Nghiệp 
B: Công nghiệp Xây dựng
C: Dịch vụ 
D: Cả 3 nghành trên",chủ yếu hoạt động trong các ngành kinh tế nào?,"Trong giai đoạn 1989 -2003, lao động nước ta"
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Cơ cấu lao động phân theo ngành kinh [MASKED]
### Lựa chọn:
A: Giảm tỷ trọng ngành nông, lâm, ngư nghiệp, tăng tỷ trọng các ngành công nghiệp và dịch vụ. 
B: Giảm tỉ trọng lao động trong ngành nông, lâm, ngư nghiệp, tăng tỉ trọng lao độgn trong ngành công nghiệp và dịch vụ.
C: Giảm tỷ trọng trong tất cả các nghành. 
D: Tăng tỷ trọng trong tất cả các nghành.",tế đang có sự chuyển dịch theo hướng?,Cơ cấu lao động phân theo ngành kinh
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Trong cơ cấu GDP của nước [MASKED]
### Lựa chọn:
A: Chiếm tỉ trọng thấp nhất nhưng có xu hướng tăng lên. 
B: Chiếm tỉ trọng cao nhất nhưng có xu hướng giảm xuống.
C: Chiếm tỉ trọng cao nhưng xu hướng còn biến động. 
D: Tỉ trọng cao hơn nông –lâm- ngư nghiệp, nhưng còn thấp hơn công nghiệp, xây dựng và ít biến động.","ta, ngành dịch vụ có đặc điểm?",Trong cơ cấu GDP của nước
"Hãy điền vào đoạn <MASKED> trong câu sau để hoàn thành 1 câu hỏi trắc nghiệm:
### Câu hỏi: Nền kinh tế nước ta bước vào [MASKED]
### Lựa chọn:
A: 1930 
B: 1945
C: 1975 
D: 1986",giai đoạn đổi mới từ khi nào?,Nền kinh tế nước ta bước vào
