predict,label,score,Subject
Nông – Lâm – Ngư Nghiệp],Công nghiệp Xây dựng,0.3332999944686889,geography
"Giảm tỷ trọng các ngành công nghiệp và dịch vụ, tăng tỷ trọng ngành nông, lâm, ngư nghiệp.","Giảm tỉ trọng lao động trong ngành nông, lâm, ngư nghiệp, tăng tỉ trọng lao độgn trong ngành công nghiệp và dịch vụ.",0.416700005531311,geography
Chiếm tỉ trọng cao nhất và có xu hướng tăng lên.,Chiếm tỉ trọng cao nhưng xu hướng còn biến động.,0.6399999856948853,geography
1986,1975,0.0,geography
Dịch vụ,Dịch vụ,1.0,geography
"Sự phân bố ngành kinh tế theo lãnh thổ thay đổi theo hướng tập trung hóa ở một số địa phương, đồng thời giảm dần ở các địa phương khác.","Giảm tỉ trọng khu vực nông, lâm, ngư nghiệp.",0.0,geography
"Tài nguyên sinh vật cung cấp thức ăn, nguyên liệu, thuốc trừ sâu và các sản phẩm khác phục vụ cho nông nghiệp.",Sinh vật là tư liệu sản xuất không thể thay thế được của nông nghiệp.,0.25,geography
Điều kiện tự nhiên và khí hậu,Tất cả các yếu tố trên,0.0,geography
Đất phù sa],Phù sa,0.2856999933719635,geography
"Tăng tỉ trọng cây công nghiệp lâu năm, giảm tỉ trọng cây công nghiệp hàng năm.","Tăng tỉ trọng cây cây lương thực, giảm tỉ trọng cây công nghiệp.",0.7096999883651733,geography
Xếp thứ hai thế giới.,Xếp thứ tư thế giới.,0.833299994468689,geography
Chưa có nhiều giống vật nuôi phù hợp với điều kiện khí hậu và đất đai của Việt Nam.,"Giống gia súc, gia cầm có chất lượng thấp.",0.0606000013649463,geography
"Rừng sản xuất có thể tiến hành khai thác gỗ đi đôi với trồng mới, vì mục đích chính của loại rừng này là cung cấp gỗ và sản phẩm gỗ.",Tất cả các loại rừng trên.,0.1026000007987022,geography
"Rừng sản xuất, rừng quốc gia và rừng phòng hộ","Rừng sản xuất, rừng sinh thái và rừng phòng hộ",0.8181999921798706,geography
Rừng sản xuất công nghiệp,Rừng phòng hộ,0.4000000059604645,geography
Bình Phước,Tây Ninh,0.0,geography
8,8,1.0,geography
Đất badan và đất xám],Đát xám và đất phù sa,0.375,geography
"Dầu khí, điện tử, công nghệ cao","Chế biến lương thực- thực phẩm, cơ khí",0.1176000013947486,geography
Cao su],Điều,0.0,geography
50%,90%,0.0,geography
Dầu thô không phải mặt hàng xuất khẩu chính của vùng Đông Nam Bộ],Vùng nhận được đầu tư nước ngoài chiếm tỉ lệ cao nhất cả nước,0.0,geography
Cảng Sài Gòn],Vũng Tàu,0.0,geography
Rau quả,Hàng nông sản,0.0,geography
"Có thể khai thác được tài nguyên nước và đất đai để phát triển nông nghiệp, đặc biệt là trồng lúa.]",Toàn bộ diện tích là đồng bằng,0.0644999966025352,geography
Có mùa khô kéo dài,Xuất khẩu nông sản nhiều nhất,0.0,geography
$40 000 km^{2}$,$20 000 km^{2}$,0.833299994468689,geography
Thiếu nước ngọt,Cháy rừng,0.0,geography
Chăn nuôi,Giao thông,0.0,geography
Chế biến thủy sản,Cơ khí,0.0,geography
Đường bộ (hay còn gọi là giao thông đường bộ),Đường bộ,0.428600013256073,geography
Chợ nổi,Chợ gỗ,0.666700005531311,geography
"Khơ me, Chăm, Hoa.","Gia Rai, Ê Đê, Ba Na.",0.0,geography
200 hải lí tính từ đường cơ sở,212 hải lí tính từ giới hạn ngoài của lãnh hải,0.421099990606308,geography
"3 bộ phận (biển và các vùng nước nội địa như sông, hồ, đầm lầy)",3 bộ phận,0.3000000119209289,geography
Phú Quốc,Cát Bà,0.0,geography
Dân số là tổng số người sinh sống trong một khu vực hoặc địa phương trong một thời điểm nhất định.,Dân số là nguồn lao động.,0.2759000062942505,geography
"6,1 tỉ người",5 tỉ người.,0.5,geography
Một biểu đồ pie (biểu đồ tròn),Một đường thẳng,0.3332999944686889,geography
0-18 tuổi,0-17 tuổi,0.75,geography
"Cơ sở hạ tầng, nguồn nước, điện, giáo dục, y tế]","Thiếu nhà ở, thất nghiệp",0.0,geography
Từ thế kỷ XX đến nay,Từ thế kỷ XX – nay.,0.9230999946594238,geography
3%,250%.,0.0,geography
"Không đều, tập trung chủ yếu ở các khu vực có điều kiện sống thuận lợi và có sự phát triển kinh tế, thương mại]",Đều,0.0,geography
"Đồng bằng, ven biển]",Nông thôn,0.0,geography
Bắc Á.,Đông Nam Á.,0.2856999933719635,geography
màu da],bàn tay.,0.0,geography
bản đồ dân số.,gia tăng dân số tự nhiên.,0.3635999858379364,geography
"Đông Nam Á, Đông Á, Bắc Phi]","Bắc Á, Bắc Phi, Đông Bắc Hoa Kì.",0.3528999984264374,geography
"Đông Nam Á, Đông Á.","Đông Bắc Hoa Kì, Nam Á.",0.6154000163078308,geography
"Da trắng, tóc thẳng hoặc xoăn.","Da vàng, tóc đen.",0.3635999858379364,geography
"Được xây dựng và phát triển dựa trên các yếu tố tự nhiên, văn hóa và kinh tế của cộng đồng]",Dân cư không tập trung với mật độ cao như thành thị,0.0,geography
Năm loại hình,Năm loại hình.,1.0,geography
"Sản xuất nông nghiệp, tiểu thủ công nghiệp",Sản xuất công nghiệp,0.7142999768257141,geography
Thị trấn,Xã.,0.0,geography
Trung Quốc,Nhật,0.0,geography
Số lượng nam và nữ.],Các độ tuổi của dân số.,0.0,geography
"Tỉ lệ sinh cao, tỉ lệ tử giảm.","Tỉ lệ sinh giảm, tỉ lệ tử giảm.",0.8888999819755554,geography
Châu Phi.,Bắc Mĩ.,0.0,geography
Châu Phi.,Châu Phi.,1.0,geography
"9,7 tỉ người.",10 tỉ người.,0.5,geography
Châu Đại Dương.,Châu Phi.,0.571399986743927,geography
Sự khác biệt giữa số trẻ sinh ra và số người chết đi trong một năm.,Sự tương quan giữa số trẻ sinh ra và số người từ nơi khác đến trong một năm.,0.7221999764442444,geography
Sự tương quan giữa số trẻ sinh ra và số người từ nơi khác đến.],Sự tương quan giữa số trẻ sinh ra và số người chết đi.,0.800000011920929,geography
"vùng núi cao, vùng xa khu vực trung tâm.",các trục giao thông lớn.,0.0,geography
Đặc điểm hình thái và thể lực],Vóc dáng,0.0,geography
Năm,Năm.,1.0,geography
"dễ dàng xây dựng và bảo vệ các công trình kiến trúc, giao thông.",ít chịu ảnh hưởng của thiên tai.,0.0,geography
châu Á.,châu Phi.,0.666700005531311,geography
Sự thay đổi khí hậu và điều kiện tự nhiên],tài nguyên thiên nhiên.,0.125,geography
châu Á.,châu Âu.,0.571399986743927,geography
Xóm (là đơn vị dân cư ở nông thôn),Quận,0.0,geography
Phát triển kinh tế nhanh chóng,Thất nghiệp,0.0,geography
Hà Nội.,Thiên Tân.,0.0,geography
Luân Đôn và Niu-I-oóc.,Pa-ri và Tô-ki-ô.,0.125,geography
"Vùng nước thuộc chủ quyền của quốc gia, bao gồm lãnh hải, nội thủy và vùng biển khác.",Vùng nước ở phía ngoài đường cơ sở với chiều rộng 12 hải lí.,0.2285999953746795,geography
Ảnh hưởng của Biển Đông và các yếu tố khí hậu nhiệt đới - ẩm - gió mùa],"Sự phân hóa phức tạp của địa hình vùng núi, trung du và đồng bằng ven biển.",0.1142999976873397,geography
"nằm ở phía tây bắc của Việt Nam, bao gồm các tỉnh Lai Châu, Sơn La, Yên Bái, Lào Cai và Hà Giang.",nằm ở phía nam dãy Bạch Mã,0.2926999926567077,geography
Nước ta nằm trong khu vực châu Á gió mùa và có nhiều đồi núi thấp chiếm ưu thế.,Nước ta nằm tiếp giáp Biển Đông.,0.2666999995708465,geography
ngập mặn],"lũ ống, lũ quét      ",0.0,geography
Cao hơn và bằng phẳng hơn,Cao hơn và ít bằng phẳng hơn,0.9333000183105468,geography
Sự tương tác giữa đại dương và khí quyển],Địa hình,0.0,geography
Vịnh Bắc Bộ và vùng biển phía Bắc của Biển Đông.  ,Vịnh Thái Lan.,0.25,geography
có mùa mưa và mùa khô rõ ràng,"trong năm, Mặt Trời luôn đứng cao trên đường chân trời",0.0,geography
Miền núi Bắc Bộ.,Duyên Hải Nam Trung Bộ.,0.166700005531311,geography
Có nhiều sông lớn và phụ lưu nhiều.,Mật độ sông lớn,0.2856999933719635,geography
xâm thực - mài mòn - bồi tụ,xói mòn – rửa trôi,0.375,geography
Đất phù sa,Đất xám      ,0.5,geography
Đới rừng cận xích đạo gió mùa.],Đới rừng nhiệt đới ẩm gió mùa.,0.5555999875068665,geography
Hệ sinh thái rừng nhiệt đới gió mùa chân núi.,Hệ sinh thái rừng nhiệt đới thường xanh trên đá vôi.,0.6154000163078308,geography
chủ yếu chảy theo hướng vòng cung và tây bắc – đông nam,chảy theo hướng tây - đông,0.5263000130653381,geography
"sự kết hợp của các yếu tố như giáo dục, đào tạo, phát triển công nghệ và nâng cao trình độ dân trí]",việc tăng cường xuất khẩu lao động sang các nước phát triển.,0.1579000055789947,geography
có vốn đầu tư nước ngoài],tư nhân.,0.0,geography
"tạo ra sự chuyển dịch cơ cấu kinh tế, từ nông nghiệp sang công nghiệp và dịch vụ, đồng thời thúc đẩy quá trình công nghiệp hóa, hiện đại hóa.",tăng cường cơ sở vật chất kĩ thuật.,0.0975999981164932,geography
Tỷ lệ dân số đô thị hóa chưa đạt được mức cao như các nước phát triển khác.,Nếp sống đô thị và nông thôn còn xen lẫn vào nhau.,0.125,geography
"Tăng tỉ trọng của dịch vụ nông nghiệp và giảm tỉ trọng của ngành trồng trọt là đúng, nhưng tăng tỉ trọng của ngành chăn nuôi và giảm tỉ trọng của ngư nghiệp không phải là đặc điểm chung của sự chuyển dịch cơ cấu nội bộ ngành nông nghiệp.","Giảm tỉ trọng cây lương thực thực, tăng tỉ trọng cây công nghiệp.",0.176499992609024,geography
"tăng tỉ trọng khu vực III, giảm tỉ trọng khu vực I.","giảm tỉ trọng khu vực I, giảm tỉ trọng khu vực II.",0.692300021648407,geography
"Người nông dân sản xuất cho thị trường, chủ yếu để bán sản phẩm nông nghiệp, chứ không phải để tiêu dùng tại chỗ.]","Sản xuất nhỏ, công cụ thủ công",0.0606000013649463,geography
"Mỗi địa phương đều sản xuất nhiều loại sản phẩm, phần lớn để tiêu dùng tại chỗ]",Gắn liền với công nghiệp chế biến và dịch vụ nông nghiệp,0.0,geography
nhu cầu thị trường và sự quan tâm của người dân.,nhiều giống gia cầm cho năng suất cao.,0.0869999974966049,geography
Từ đất hoang hóa sang đất nông nghiệp hoặc đất chuyên dùng. ,Từ đất lâm nghiệp sang nông nghiệp. ,0.5217000246047974,geography
Cải tạo để trồng lúa và nuôi thủy sản nước ngọt,Tiếp tục trồng rừng và mở rộng diện tích rừng,0.166700005531311,geography
Vũng Áng – Hà Tĩnh,Hải Phòng- Nam Định,0.0,geography
Tây Nguyên.,duyên hải Nam Trung Bộ.,0.0,geography
Đồng bằng sông Cửu Long.     ,Bắc Trung Bộ.,0.0,geography
Công nghiệp khai thác và chế biến khoáng sản,Công nghiệp sành sứ và thủy tinh,0.4000000059604645,geography
"Vùng núi và vùng sâu, vùng xa]",Đồng bằng sông Hồng      ,0.0,geography
"Cung cấp năng lượng cho các ngành công nghiệp, giao thông, và sinh hoạt hàng ngày",Làm nguyên liệu cho sản xuất phân đạm,0.0741000026464462,geography
"Là ngành công nghiệp có tính chất tự nhiên và có thể bị ảnh hưởng bởi các yếu tố tự nhiên như thời tiết, địa chất, v.v.",Có cơ sở vật chất kĩ thuật hiện đại,0.050000000745058,geography
"Trung du và miền núi Bắc Bộ, Tây Nguyên]",Đồng bằng sông Hồng và đồng bằng song Cửu Long,0.0908999964594841,geography
"Đường ô tô, đường sắt, đường sông. ","Đường sông, đường hàng không, đường biển. ",0.5,geography
"Sự kiện ít ảnh hưởng đến ngoại thương nước ta là cuộc bầu cử tổng thống Hoa Kì năm 2016, vì nó không trực tiếp ảnh hưởng đến chính sách thương mại của Hoa Kì.]",Cộng đồng kinh tế ASEAN ( AEC) được thành lập,0.0,geography
"Theo hướng mở rộng và đa dạng hóa, bao gồm cả các nước xã hội chủ nghĩa cũ và các nước Mĩ La Tinh",Nhưng chưa có quan hệ với các nước Tây Âu,0.1053000018000602,geography
"than đá, sắt, apatit, đá vôi, quặng chì, quặng kẽm.","han bùn, dầu khí, thiếc, bô xít.",0.0,geography
"khí hậu ôn đới, có mùa đông lạnh và mùa hè nóng.","thường xảy ra bão, lụt, nạn cát bay, gió Lào.",0.0,geography
3,3,1.0,geography
Mặt Trời,Mặt Đất,0.666700005531311,geography
253 người/km2,312 người/m2,0.5,geography
"Tác động của các yếu tố văn hóa, xã hội và kinh tế - xã hội, như trình độ phát triển kinh tế - xã hội, thu nhập, giáo dục, cơ hội việc làm, điều kiện sống, v.v.]",Phong tục tập quán và tâm lí xã hội,0.125,geography
"Tiến bộ về y tế và khoa học, kĩ thuật]","Điều kiện sống, mức sống ,thu nhập được cải thiện",0.0,geography
Châu Á,Châu Phi,0.666700005531311,geography
Cơ cấu dân số theo tuổi là sự tập hợp những nhóm người sắp xếp theo độ tuổi nhất định],Cơ cấu dân số theo tuổi là sự tập hợp một nhóm người sắp xếp theo độ tuổi nhất định,0.9524000287055968,geography
Có dạng mở rộng ở phần đỉnh và thu hẹp ở phần đáy,"Đáy tháp rộng, phình to ở giữa, đỉnh tháp nhọn",0.2424000054597854,geography
"Cơ cấu ngành kinh tế, lãnh thổ kinh tế, thành phần kinh tế, khu vực kinh tế","Cơ cấu ngành kinh tế, khu vực kinh tế trong nước, toàn cầu và khu vực",0.571399986743927,geography
"0,1%","0,5%0",0.5,geography
"Đất, nước, khí hậu, biển, sinh vật, khoáng sản]","Đất, nước, khí hậu, vốn, biển,sinh vật",0.800000011920929,geography
Nguồn nước ngầm ở các đồng bằng thường phong phú hơn nhiều với nguồn nước ngầm ở miền núi],"Ở những khu vực địa hình dốc, nước mưa được giữ lại rất ít dưới dạng nước ngầm, phần lớn chảy tràn trên bề mặt ngay sau khi mưa",0.1378999948501587,geography
Sự thay đổi có qui luật của các thành phần địa lí và cảnh quan địa lí theo vĩ độ,Sự thay đổi có qui luật của các thành phần địa lí và cảnh quan địa lí theo kinh độ,0.9301999807357788,geography
Các chất dinh dưỡng và khoáng chất,Hữu cơ,0.0,geography
Dân số trung bình ở cùng thời điểm,Những người có nguy cơ tử vong cao trong xã hội ở cùng thời điểm,0.3077000081539154,geography
Sự hình thành băng và tuyết ở các vĩ độ cao,Gío Tây ôn đới,0.0,geography
Sự tương tác giữa các mảng kiến tạo (có thể bao gồm cả sự dịch chuyển và tiếp xúc),Được hình thành ở những vùng bất ổn cảu Trái Đất,0.0588000006973743,geography
"Nhiệt độ, độ ẩm của không khí",Sức ép của không khí khác nhau,0.3332999944686889,geography
"Cứng, nặng, không di chuyển được","Nhẹ, cứng, không di chuyển được",0.571399986743927,geography
Sinh đẻ và di cư],Sinh đẻ và di cư,1.0,geography
Số phụ nữ trong độ tuổi từ 18 – 40 ở cùng thời điểm],Số người trong độ tuổi sinh đẻ ở cùng thời điểm,0.6207000017166138,geography
Làm di chuyển các mảng kiến tạo],"Sinh ra các hoạt động động đất, núi lửa",0.1053000018000602,geography
Nhiệt được giải phóng từ sự phân hủy năng lượng của Mặt Trời trong các phản ứng hóa học trên bề mặt Trái Đất],nhận bức xạ trực tiếp của Mặt Trời,0.1622000038623809,geography
kinh tuyến 0 (kinh tuyến Greenwich),tất cả đều sai,0.0,geography
A và P],P và T,0.3332999944686889,geography
sự hiểu biết và chấp nhận của người dân đối với các dịch vụ,mức độ tập trung ngành dịch vụ,0.1738999933004379,geography
Giáo dục,Bảo hiểm,0.0,geography
Sự phát triển và phân bố các ngành kinh tế quốc dân và điều kiện tự nhiên.,Phân bố dân cư,0.1738999933004379,geography
Tình hình kinh tế - xã hội và sự phát triển của các ngành kinh tế.,Phân bố dân cư và mạng lưới quần cư,0.0768999978899955,geography
Giao thông đường sắt],Đường ô tô,0.0,geography
sự chuyên chở người và hàng hóa],đường xá và xe cộ,0.1176000013947486,geography
Đó là ngành công nghiệp],Sản phẩm là sự chuyên chở người và hàng hóa,0.1111000031232833,geography
Phát triển kinh tế và xã hội,Tạo điều kiện hình thành các vùng sản xuất chuyên môn hóa,0.0,geography
Khí hậu],Khí hậu,1.0,geography
Có thể vận chuyển hàng hóa và người trên quy mô quốc tế],An toàn,0.0,geography
"Hoa Kì, Liên Bang Nga, Anh, Nhật","Hoa Kì, Anh, Pháp, CHLB Đức",0.428600013256073,geography
Điều kiện tự nhiên],Trình độ kỹ thuật,0.0,geography
"Đường thủy (xà lan, tàu thuyền)",Đường thủy,0.5,geography
"Giao thông đường bộ, cụ thể là giao thông đường ôtô]",Đường sắt,0.0,geography
Đường sắt,Đường sắt,1.0,geography
"Tất cả đều phục vụ nhu cầu cơ bản của con người như cung cấp nước, dầu mỏ, khí đốt, hóa chất, v.v.]",Đây là ngành có tốc độ phát triển nhanh nhất,0.0,geography
"Hoa Kì, Ca-na-đa và Nga]",Những nước ở Châu Âu nhờ vào hệ thống sông Đa-nuýp và Rai-nơ,0.1429000049829483,geography
Đại Tây Dương là một trong những khu vực có giao thông đường biển và hàng hải phát triển mạnh nhất thế giới],Nối liền hai trung tâm kinh tế lớn là Hoa Kì và Nhật Bản,0.1026000007987022,geography
Quan hệ so sánh giữa khối lượng hàng xuất khẩu và nhập khẩu với nhau],Quan hệ so sánh giữa xuất khẩu và nhập khẩu,0.800000011920929,geography
nhập khẩu lớn hơn xuất khẩu,xuất khẩu lớn hơn nhập khẩu,0.53329998254776,geography
Cảng Sài Gòn,Kô-bê,0.0,geography
"Hoạt động tìm hiểu, phân tích và đáp ứng nhu cầu của khách hàng để tạo ra và duy trì sự khác biệt cho sản phẩm hoặc dịch vụ.]",Giới thiệu sản phẩm hàng hóa đến người tiêu dùng,0.0975999981164932,geography
"có xu hướng tăng, kích thích mở rộng sản xuất]","có xu hướng giảm, sản xuất có nguy cơ đình đốn",0.5,geography
Dựa vào chu kỳ của Mặt Trăng (thường được gọi là chu kỳ trăng).,Dựa vào sự di chuyển của Mặt Trăng và Mặt Trời.,0.4666999876499176,history
Dương lịch,Âm lịch,0.4000000059604645,history
Chu kì Mặt Trăng (hay còn gọi là chu kì Mặt Trăng hoặc chu kỳ Mặt Trăng) là khoảng thời gian mà Mặt Trăng quay quanh Trái Đất một lần.,Cả A và B đều sai,0.0,history
2127 năm,2126 năm,0.666700005531311,history
"Hang động, mái đá, những túp lều bằng cành cây hoặc có khô.]","Những túp lều bằng cành cây, có khô.",0.733299970626831,history
Rau quả và súc vật.,"Rau, bầu, bí và gia cầm.",0.428600013256073,history
hai cách,ba cách,0.5,history
rất bấp bênh,định cư tại một nơi.,0.0,history
"Lưỡng Hà (tên gọi khác là Mesopotamia), nơi lưu vực sông Tigris và sông Euphrat nằm.","Hi lạp, Rô-ma, Ấn Độ, Lưỡng Hà.",0.1622000038623809,history
hình thành trên các châu thổ các con sông lớn và lấy nông nghiệp làm cơ sở kinh tế chủ yếu.],hình thành trên bán đảo.,0.2856999933719635,history
"xây dựng và bảo vệ các công trình công cộng (như đền thờ, thành quách, kênh mương,...)",làm nghề thủ công nghiệp,0.0741000026464462,history
Chữ tượng hình.,Chữ La tính. ,0.5,history
Giấy Papirus],Thẻ tre,0.0,history
"Di cốt tìm thấy ở Đông Dương (Việt Nam, Lào, Campuchia)",Ở Tây Âu,0.0,history
Quân chủ chuyên chế,Quân chủ lập hiến,0.5454999804496765,history
"Phải tính toán và xây dựng các công trình kiến trúc như tháp, đền thờ và các công trình khác để thể hiện quyền lực và uy tín của vua và các vị thần.",Phải tính toán các công trình kiến trúc.,0.3912999927997589,history
Mesopotamia (tên gọi khác của Lưỡng Hà),Ai Cập - Sông Nin,0.0,history
"Để theo dõi và dự đoán các hiện tượng thiên nhiên như vị trí của các ngôi sao, Mặt Trăng và Mặt trời, từ đó có thể lập kế hoạch cho các hoạt động nông nghiệp và tôn giáo.",Để phục vụ yêu cầu học tập.,0.0816000029444694,history
sự phát triển của các nền văn hóa và thương mại.,sớm sử dụng công cụ bằng sắt.,0.1000000014901161,history
"Có bộ não nhỏ, cơ thể thấp, chân và tay ngắn, đầu lớn]",Đôi tay khéo léo hơn,0.0908999964594841,history
Tăng cường sự kiểm soát và thống trị của Trung Quốc đối với lãnh thổ và dân cư của Âu Lạc.,Nhằm giúp nhân dân ta tổ chức lại bộ máy chính quyền.,0.0555999986827373,history
Vùng đất Bắc Bộ - Bắc Trung Bộ đến Quảng Trị.,Vùng đất Bắc Bộ - Bắc Trung Bộ đến Quảng Trị.,1.0,history
Trung Quốc.,Văn Lang.,0.0,history
Tăng cường sự thống trị và kiểm soát của Trung Quốc đối với vùng lãnh thổ mới sáp nhập],Cai quản cho dễ,0.0,history
Quân lính và quan lại.,"Địa chủ, quan lại.",0.3332999944686889,history
Vì lúc này nhà Hán thực hiện chính sách bành trướng lãnh thổ về phía Tây và phía Bắc.],Lúc này nhà Hán phải lo đối phó với các cuộc đấu tranh của nhân dân Trung Quốc.,0.1817999929189682,history
Cát Vàng],Cẩm Khê,0.2856999933719635,history
"Bốn vạn quân, hai nghìn xe thuyền các loại.",Ba vạn quân. hai nghìn xe thuyền các loại.,0.8799999952316284,history
"Thợ giỏi về nghề nông, nghề thủ công, nghề nghệ tinh để làm việc cho nhà nước Trung Quốc.","Cống nộp vàng bạc, châu báu, lâm hải sản quý hiếm.",0.0,history
Thuế ruộng và thuế thân.,Thuế chợ và thuế đò.,0.5881999731063843,history
"Thứ sử là người Hán, huyện lệnh là người Việt.","Thái thú là người Hán, trực tiếp cai quản các huyện. ",0.428600013256073,history
Lí Bí,Mai Hắc Đế,0.0,history
Núi Cô Tô (Quảng Bình).,"Núi Nưa (Hậu Lộc, Thanh Hóa).",0.2666999995708465,history
8000 quân,7000 quân,0.666700005531311,history
Địa chủ Hán.,"Lạc tướng, Bồ chính.",0.0,history
"Sáu châu (Giao Châu, Ái Châu, Đức Châu, Lợi Châu, Minh Châu, Hoàng Châu).","Ba quận (Giao Chỉ, Cửu Chân và Nhật Nam).",0.0768999978899955,history
"Bất bình, từ chối chức vụ.",Tập hợp lực lượng chống lại nhà Lương.,0.0,history
544,543,0.0,history
nhà Trần,nhà Tần,0.75,history
Lý Nam Đế.,Lý Đông Đế.,0.666700005531311,history
Một cuộc cải cách theo hướng tư bản chủ nghĩa.,Một cuộc chiến tranh giải phóng dân tộc.,0.3000000119209289,history
"Cách mạng đã giải phóng giai cấp tư sản khỏi sự chi phối của chế độ phong kiến, đồng thời đã giải phóng giai cấp công nhân khỏi sự bóc lột của chế độ phong kiến và giai cấp tư sản.",Thiết lập được nền cộng hoà tư sản,0.0741000026464462,history
Cách mạng tư sản Anh.],Cách mạng tư sản Hà Lan.,0.7142999768257141,history
"Ngày 26 tháng 3 năm 1792, Quốc hội Pháp thông qua bản tuyên ngôn về quyền tự do, dân chủ và nhân quyền, được gọi là Tuyên ngôn nhân quyền và dân quyền của Pháp.]",Quốc dân quân đánh chiếm các trụ sở của Chính phủ lâm thời.,0.0727000012993812,history
"Chống lại sự xâm lược và bành trướng của phát xít Đức, Ý và Nhật Bản trên toàn thế giới.]",Trả thù sự tấn công của Nhật vào hạm đội Mĩ.,0.1537999957799911,history
12 lần,5 lần,0.5,history
"Khủng bố, bạo lực và áp bức.",Thi hành chính sách “ngu dân”.,0.0,history
Cộng hòa tổng thống,Quân chủ lập hiến,0.0,history
Năm 1937,Năm 1931,0.800000011920929,history
Đẳng cấp quý tộc.,Đẳng cấp quý tộc.,1.0,history
Thế kỉ XII,Thế kỉ XII,1.0,history
1839- 1842,1840- 1844,0.4000000059604645,history
"Việt Nam, Lào, Campuchia, Thái Lan và các nước khác ở Đông Nam Á.","Việt Nam, Lào, Cam-pu-chia, Xin-ga-po.",0.3871000111103058,history
"Tăng cường sự cạnh tranh và đối đầu giữa các cường quốc, dẫn đến sự hình thành của các khối chính trị mới như Liên Xô và Liên Hợp Quốc.",Sự khủng hoảng về chính trị,0.0975999981164932,history
"Phát triển và ứng dụng rộng rãi các phương tiện giao thông quân sự như xe ngựa, xe pháo, xe tăng...",Chiến hạm chân vịt có trọng tải lớn.,0.0,history
Quốc hội lập hiến thông qua Tuyên ngôn Nhân quyền và Dân quyền (hay còn gọi là Tuyên ngôn nhân quyền và dân quyền của Pháp).,Quốc hội lập hiến tuyên bố xóa bỏ mọi nghĩa vụ của nông dân.,0.3555999994277954,history
3 năm chiến tranh đế quốc và 4 nội chiến,5 chiến tranh đế quốc và 3 nội chiến,0.761900007724762,history
Hiệp định Giơ-ne-vơ (Treaty of Paris)],Hòa ước Mác xây.,0.0,history
"Sự kết hợp giữa các yếu tố như công nghệ tiên tiến, quản lý hiệu quả, đầu tư vào giáo dục và nghiên cứu khoa học, cũng như sự ổn định và an ninh chính trị.]","Việc đẩy mạnh công nghiệp hóa, tập trung công nghiệp, thương nghiệp và ngân hàng",0.0741000026464462,history
"Khủng hoảng trầm trọng về kinh tế, chính trị, xã hội.","Nạn thất nghiệp tăng nhanh, nạn đói xảy ra trầm trọng.",0.2143000066280365,history
Nền sản xuất nước Anh đã trở thành một nền sản xuất tư bản chủ nghĩa với sự áp dụng rộng rãi của máy móc và máy hơi nước,"Quan hệ sản xuất tư bản chủ nghĩa ở Anh đã phát triển cả trong công nghiệp, nông nghiệp và thương nghiệp.",0.2592999935150146,history
"Nông nghiệp nước Pháp phát triển mạnh theo hướng sản xuất tư bản chủ nghĩa, hỗ trợ cho công nghiệp.]","Nền kinh tế Pháp ở thế kỉ XVII đã phát triển khá mạnh, nhất là về công nghiệp và thương nghiệp",0.3111000061035156,history
Là cuộc cách mạng tư sản triệt để nhất trong lịch sử],Giải phóng nhân dân các thuộc địa Anh khỏi ách thống trị thực dân,0.0,history
Khẳng định sự thắng lợi của chế độ cộng sản,"Thúc đẩy quá trình tìm kiếm thị trường, xâm lược thuộc địa.",0.0,history
Nửa cuối thế kỉ XIX,Nửa đầu thế kỉ XVIII,0.625,history
Giúp Trung Quốc tránh được nguy cơ bị xâm lược từ các cường quốc thực dân phương Tây],"Lật đổ triều đại Mãn Thanh, chấm dứt chế độ quân chủ chuyên chế",0.0,history
"Sự hình thành và phát triển các thuộc địa, sự áp bức và bóc lột các dân tộc yếu thế.",mâu thuẫn xã hội gay gắt,0.0,history
Xây dựng một cộng đồng anh em giữa các dân tộc],Sự bình đẳng về mọi mặt giữa các dân tộc,0.3477999866008758,history
Không phù hợp với lợi ích chung của các dân tộc trên đất nước Xô viết (đây là ý nghĩa không đúng đắn),"Tạo điều kiện cho sự phát triển nhanh chóng về kinh tế, xã hội của tất cả các nước Cộng hoà",0.125,history
"Thực hiện cải cách kinh tế theo hướng tập trung, thống nhất, kế thừa và phát triển những thành tựu của kinh tế thị trường",Chủ trương xây dựng nền kinh tế tập trung do Nhà nước quản lí,0.1860000044107437,history
Không có truyền thống văn hóa và lịch sử lâu đời,Nằm trên tuyến đường biển huyết mạch,0.0,history
"Tôn trọng và duy trì các thể chế và truyền thống địa phương, đồng thời áp dụng các chính sách cai trị của thực dân để duy trì quyền lực và kiểm soát.",Thiết lập nền thống trị bằng hình thức giống nhau,0.0869999974966049,history
"Chiến lược công nghiệp hoá nông nghiệp, đẩy mạnh xuất khẩu",Chiến lược công nghiệp hoá hướng về xuất khẩu,0.7272999882698059,history
Năm 1917],Năm 1918,0.800000011920929,history
N. Xô - chốp,N. Khơ - rút - xốp,0.6154000163078308,history
Một số nước ở châu Á và khu vực Mỹ la tinh],Đông Âu và một số nước Châu Á,0.3477999866008758,history
Năm 1986,Năm 1982,0.800000011920929,history
Tăng từ vị trí thứ 12 lên vị trí thứ hai trên thế giới,Đứng vị trí thứ tám trên thế giới,0.4614999890327453,history
"Miến Điện (Mi-an-ma) không phải là đúng, vì Miến Điện đã trở thành thuộc địa của Anh.",Xin-ga-po,0.0,history
