,Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject,Grade
204,"### Câu hỏi: Chọn câu đúng trong các câu dưới đây :
A. Lực đàn hồi không phụ thuộc vào độ biến dạng
B. Độ biến dạng tăng thì lực đàn hồi tăng
C. Độ biến dạng tawng thì lực đàn hồi giảm
D. []
","Chọn câu đúng trong các câu dưới đây :
A. Lực đàn hồi không phụ thuộc vào độ biến dạng
B. Độ biến dạng tăng thì lực đàn hồi tăng
C. Độ biến dạng tawng thì lực đàn hồi giảm
D. ","Cả A,B,C đều đúng",D,B,physics,Vật lý 6
205,"### Câu hỏi: Để nâng 1 vật có trọng lượn 30N ta phải dùng lực như nào trong các lực dưới đây
A. F < 30N
B. F = 30N
C. F > 20N
D. []
","Để nâng 1 vật có trọng lượn 30N ta phải dùng lực như nào trong các lực dưới đây
A. F < 30N
B. F = 30N
C. F > 20N
D. ",20N < F < 300N,D,B,physics,Vật lý 6
206,"### Câu hỏi: Công thức nào dưới đây tính trọng lượng riêng của một một chất theo trọng lượng và thể tích
A. []
B. $d = V.P$
C. $d=V.D$
D. $d=\frac{P}{V}$
","Công thức nào dưới đây tính trọng lượng riêng của một một chất theo trọng lượng và thể tích
A. ",$D = P.D$,A,D,physics,Vật lý 6
207,"### Câu hỏi: Một vật bằng sắt có khối lượng riêng là $7800kh/m^{3}$, thể tích $50dm^{3}$. Khối lượng của vật là
A. 390kg
B. []
C. 39000kg
D. 156kg
","Một vật bằng sắt có khối lượng riêng là $7800kh/m^{3}$, thể tích $50dm^{3}$. Khối lượng của vật là
A. 390kg
B. ",312kg,B,A,physics,Vật lý 6
208,"### Câu hỏi: Biết 10 lít cát có khối lượng 15kg. Tính thể tích của 1 tấn cát.
A. $0.667m^{3}$
B. $0.667m^{4}$
C. 0$0.778m^{3}$
D. []
","Biết 10 lít cát có khối lượng 15kg. Tính thể tích của 1 tấn cát.
A. $0.667m^{3}$
B. $0.667m^{4}$
C. 0$0.778m^{3}$
D. ",$0.778m^{4}$,D,A,physics,Vật lý 6
209,"### Câu hỏi: Khối lượng riêng của dầu ăn vào khoảng $800kg/m^{3}$. Do đó, 2 lít dầu ăn sẽ có trọng lượng khoảng
A. 1.6N
B. 16N
C. []
D. 1600N
","Khối lượng riêng của dầu ăn vào khoảng $800kg/m^{3}$. Do đó, 2 lít dầu ăn sẽ có trọng lượng khoảng
A. 1.6N
B. 16N
C. ",160N,C,B,physics,Vật lý 6
210,"### Câu hỏi: Trường hợp nào sau đây vật không bị biến dạng khi chịu tác dụng của lực?
A. Cửa kính bị vỡ khi va đập mạnh
B. Đất xốp khi được cày xới cẩn thận
C. Cành cây đu đưa khi có gió thổi
D. []
","Trường hợp nào sau đây vật không bị biến dạng khi chịu tác dụng của lực?
A. Cửa kính bị vỡ khi va đập mạnh
B. Đất xốp khi được cày xới cẩn thận
C. Cành cây đu đưa khi có gió thổi
D. ",Tờ giấy bị nhàu khi ta vò nó lại,D,C,physics,Vật lý 6
211,"### Câu hỏi: Những loại máy móc, dụng cụ nào sau đây sử dụng nguyên lí của các máy cơ đơn giản :
A. Cầu bập bênh
B. Xe gắn máy
C. []
D. Máy bơm nước
","Những loại máy móc, dụng cụ nào sau đây sử dụng nguyên lí của các máy cơ đơn giản :
A. Cầu bập bênh
B. Xe gắn máy
C. ",Xe đạp,C,A,physics,Vật lý 6
212,"### Câu hỏi: Trong các cách sau, cách nào không làm giảm được độ độ nghiêng của mặt phẳng nghiêng?
A. Tăng chiều dài của mặt phẳng nghiêng
B. Giảm chiều dàu của mặt phẳng nghiêng
C. Giảm chiều cao kê của mặt phẳng nghiêng.
D. []
","Trong các cách sau, cách nào không làm giảm được độ độ nghiêng của mặt phẳng nghiêng?
A. Tăng chiều dài của mặt phẳng nghiêng
B. Giảm chiều dàu của mặt phẳng nghiêng
C. Giảm chiều cao kê của mặt phẳng nghiêng.
D. ",Tăng chiều dài của mặt phẳng nghiêng đồng thời giảm chiều cao kê mặt phẳng nghiêng,D,B,physics,Vật lý 6
213,"### Câu hỏi: Nếu đòn bẩy quay quanh điểm tựa $O$, trọng lượng của vật cần nân tác dụng vào điểm $O_{1}$ của đòn bẩy, lực nâng vật tác dụng vào điểm $O_{2}$ của đòn bẩy thì dùng đòn bẩy được lợi về lực trong trường hợp nào dưới đây?
A. []
B. Khoảng cách $OO_{1}$ = $OO_{2}$
C. Khoảng cách $OO_{1}$ < $OO_{2}$
D. Khoảng cách $OO_{1}$ = $2OO_{2}$
","Nếu đòn bẩy quay quanh điểm tựa $O$, trọng lượng của vật cần nân tác dụng vào điểm $O_{1}$ của đòn bẩy, lực nâng vật tác dụng vào điểm $O_{2}$ của đòn bẩy thì dùng đòn bẩy được lợi về lực trong trường hợp nào dưới đây?
A. ",Khoảng cách $OO_{1}$ > $OO_{2}$,A,C,physics,Vật lý 6
214,"### Câu hỏi: Các nha sĩ khuyên không nên ăn ăn thức ăn quá nóng. Vì sao?
A. Vì răng dễ vỡ
B. Vì răng dễ bị ố vằng
C. []
D. Vì men răng dễ bị rạn nứt
","Các nha sĩ khuyên không nên ăn ăn thức ăn quá nóng. Vì sao?
A. Vì răng dễ vỡ
B. Vì răng dễ bị ố vằng
C. ",Vì răng dễ bị sâu,C,D,physics,Vật lý 6
215,"### Câu hỏi: Khi tăng nhiệt độ của một lượng nước từ $0^{\circ} đến 4^{\circ} thì :
A. Thể tích nước co lại
B. Thể tích nước nở ra
C. []
D. Cả ba kết luận đều sai
","Khi tăng nhiệt độ của một lượng nước từ $0^{\circ} đến 4^{\circ} thì :
A. Thể tích nước co lại
B. Thể tích nước nở ra
C. ",Thể tích không thay đổi,C,A,physics,Vật lý 6
216,"### Câu hỏi: Làm lạnh một lượng nước từ $100^{\circ}$ về $50^{\circ}. Khối lượng riêng và trọng lượng riêng của nước thay đổi như thế nào?
A. Cả khối lượng riêng và trọng lượng riêng đều tăng.
B. []
C. Cả khối lượng riêng và trọng lượng riêng đều giảm.
D. Cả khối lượng riêng và trọng lượng riêng đều không đổi.
","Làm lạnh một lượng nước từ $100^{\circ}$ về $50^{\circ}. Khối lượng riêng và trọng lượng riêng của nước thay đổi như thế nào?
A. Cả khối lượng riêng và trọng lượng riêng đều tăng.
B. ",Ban đầu khối lượng riêng và trọng lượng riêng giảm sau đó bắt đầu tăng.,B,A,physics,Vật lý 6
217,"### Câu hỏi: Kết luận nào sau đây là đúng khi nói về khối lượng riêng và khối lượng của một lượng nước ở $4^{\circ}$?
A. []
B. Khối lượng riêng lớn nhất
C. Khối lượng lớn nhất
D. Khối lượng nhỏ nhất
","Kết luận nào sau đây là đúng khi nói về khối lượng riêng và khối lượng của một lượng nước ở $4^{\circ}$?
A. ",Khối lượng riêng nhỏ nhất,A,B,physics,Vật lý 6
218,"### Câu hỏi: Điền từ đúng nhất. Khi giảm nhiệt độ, thể tích của…….sẽ giảm ít hơn thể tích của…….
A. []
B. Chất khí, chất rắn
C. Chất lỏng, chất rắn
D. Chất rắn, chất lỏng
","Điền từ đúng nhất. Khi giảm nhiệt độ, thể tích của…….sẽ giảm ít hơn thể tích của…….
A. ","Chất khí, chất lỏng",A,C,physics,Vật lý 6
219,"### Câu hỏi: Hai cốc thủy tinh chồng lên nhau bị khít lại. Muốn tách rời hai cốc ta làm cách nào sau đây?
A. Ngâm cốc ở dưới vào nước nóng, đồng thời đổ nước lạnh vào cốc ở trên.
B. []
C. Ngâm cả hau cốc vào nước nóng
D. Ngâm cả hai cốc vào nước lạnh
","Hai cốc thủy tinh chồng lên nhau bị khít lại. Muốn tách rời hai cốc ta làm cách nào sau đây?
A. Ngâm cốc ở dưới vào nước nóng, đồng thời đổ nước lạnh vào cốc ở trên.
B. ","Ngâm cốc ở dưới vào nước lạnh, đồng thời đổ nước nóng vào cốc ở trên",B,A,physics,Vật lý 6
220,"### Câu hỏi: Trong thang nhiệt dộ Farenhai, nhiệt dộ của nước đang sôi là :
A. $32{\circ}F$
B. $100{\circ}F$
C. $212{\circ}F$
D. []
","Trong thang nhiệt dộ Farenhai, nhiệt dộ của nước đang sôi là :
A. $32{\circ}F$
B. $100{\circ}F$
C. $212{\circ}F$
D. ",$0{\circ}F$,D,C,physics,Vật lý 6
221,"### Câu hỏi: Người ta chọn thủy ngân và rượu để chế tạo nhiệt kế vì
A. []
B. Nhiệt độ nóng chảy thấp
C. Nhiệt độ đông đặc cao
D. Tất cả câu trên đều sai
","Người ta chọn thủy ngân và rượu để chế tạo nhiệt kế vì
A. ",Chúng có nhiệt độ nóng chảy cao,A,B,physics,Vật lý 6
222,"### Câu hỏi: Hiện tượng nào không liên quan đến hiện tượng nóng chảy trong các hiện tượng ta hay gặp trong đời sống sau đây
A. Đốt một ngọn nến
B. []
C. Pha nước chanh đá
D. Cho nước vào tủ lạnh để làm đá
","Hiện tượng nào không liên quan đến hiện tượng nóng chảy trong các hiện tượng ta hay gặp trong đời sống sau đây
A. Đốt một ngọn nến
B. ",Đun nấu mỡ vào mùa đông,B,D,physics,Vật lý 6
223,"### Câu hỏi:  Phát biểu nào sau đây là sai khi nói về sự nóng chảy và sự đông đặc ?
A. Các chất khác nhau sẽ nóng chảy (hay đông đặc) ở nhiệt độ khác nhau
B. Đối với một chất nhất định, nếu nóng chảy ở nhiệt độ nào thì sẽ đông đặc ở nhiệt độ ấy
C. Nhiệt độ của vật sẽ tăng dần trong quá trình nóng chảy và giảm dần trong quá trình đông đặc.
D. []
"," Phát biểu nào sau đây là sai khi nói về sự nóng chảy và sự đông đặc ?
A. Các chất khác nhau sẽ nóng chảy (hay đông đặc) ở nhiệt độ khác nhau
B. Đối với một chất nhất định, nếu nóng chảy ở nhiệt độ nào thì sẽ đông đặc ở nhiệt độ ấy
C. Nhiệt độ của vật sẽ tăng dần trong quá trình nóng chảy và giảm dần trong quá trình đông đặc.
D. ",Phần lớn các chất nóng chảy (hay đông đặc) ở một nhiệt độ nhất định,D,C,physics,Vật lý 6
224,"### Câu hỏi: Về mùa đông ở các xử lạnh ta thấy người đi thường thở ra ""khói"" là do :
A. []
B. Hơi thơ của người chứa nhiều hơi nước, khi ra ngoài không khí lạnh bị ngưng tụ thành các hạt nhỏ li ti tạo thành khói
C. Hơi thở của người có chứa nhiều hơi nước, khi ra người không khí lạnh bị đông đặc thành đá tạo thành khói
D. Tất cả đều sai.
","Về mùa đông ở các xử lạnh ta thấy người đi thường thở ra ""khói"" là do :
A. ","Hơi thở của người có nhiều hơi nước, khi ra ngoài không khí lạnh bị bay hơi tạo thành khói",A,B,physics,Vật lý 6
225,"### Câu hỏi: Trong các hiện tượng sau đây, hiện tượng nào không phải là sự bay hơi ?
A. Quần áo sau khi giặt được phơi khô.
B. []
C. Mực khô sau khi viết.
D. Sự tạo thành giọt nước động trên lá cây.
","Trong các hiện tượng sau đây, hiện tượng nào không phải là sự bay hơi ?
A. Quần áo sau khi giặt được phơi khô.
B. ","Lau ướt bảng, một lúc sau bảng sẽ khô.",B,D,physics,Vật lý 6
226,"### Câu hỏi: Khi trời lạnh, ô tô có bật điều hòa và đóng kín cửa, hành khách ngồi trên ô tô thấy những hiện tượng gì ?
A. []
B. Hơi nước ngưng tụ tạo thành giọt nước phía ngoài kính xe
C. Hơi nước ngưng tụ tạo thành giọt nước phía ngoài kính xe
D. Không có hiện tượng gì
","Khi trời lạnh, ô tô có bật điều hòa và đóng kín cửa, hành khách ngồi trên ô tô thấy những hiện tượng gì ?
A. ",Nước bốc hơi trên xe.,A,B,physics,Vật lý 6
227,"### Câu hỏi: Khi nấu cơm ta mở nắp vung ra thì thấy bên trong nắp có các giọt nước bám vào là do :
A. Hơi nước trong nồi ngưng tụ.
B. []
C. Hơi nước bên ngoài nồi ngưng tụ
D. Hơi nước bên ngoài nồi đông đặc
","Khi nấu cơm ta mở nắp vung ra thì thấy bên trong nắp có các giọt nước bám vào là do :
A. Hơi nước trong nồi ngưng tụ.
B. ",Hạt gạo bị nóng chảy,B,A,physics,Vật lý 6
228,"### Câu hỏi: Trong các đặc điểm bay hơi sau đây, đặc điểm nào không phải của sự sôi?
A. Xảy ra ở một nhiệt độ xác định của chất lỏng
B. Xảy ra ở cả trong lòng lẫn mặt thoáng của chất lỏng
C. Xảy ra ở bất kì nhiệt độ nào
D. []
","Trong các đặc điểm bay hơi sau đây, đặc điểm nào không phải của sự sôi?
A. Xảy ra ở một nhiệt độ xác định của chất lỏng
B. Xảy ra ở cả trong lòng lẫn mặt thoáng của chất lỏng
C. Xảy ra ở bất kì nhiệt độ nào
D. ","Trong suốt quá trình diễn ra hiện tượng này, nhiệt độ của chất lỏng không thay đổi.",D,C,physics,Vật lý 6
229,"### Câu hỏi: Tia sáng tới gương phẳng hợp với tia phản xạ một góc $88^{\circ}$. Hỏi góc tời có giá trị bao nhiêu ?
A. $44^{\circ}$
B. $46^{\circ}$
C. $88^{\circ}$
D. []
","Tia sáng tới gương phẳng hợp với tia phản xạ một góc $88^{\circ}$. Hỏi góc tời có giá trị bao nhiêu ?
A. $44^{\circ}$
B. $46^{\circ}$
C. $88^{\circ}$
D. ",$2^{\circ}$,D,A,physics,Vật lý 6
230,"### Câu hỏi: Hứng mặt phản xạ của gương cầu lõm về phía ánh sáng Mặt Trời ta thu được chùm tia phản xạ là chùm gì?
A. Chùm hội tụ
B. []
C. Cả 2 chùm hội tụ và phân kì
D. Cả 3 phương án trên
","Hứng mặt phản xạ của gương cầu lõm về phía ánh sáng Mặt Trời ta thu được chùm tia phản xạ là chùm gì?
A. Chùm hội tụ
B. ",Chùm phân kì,B,A,physics,Vật lý 7
231,"### Câu hỏi: Khi hiện tượng nhật thực xảy ra có hai người đứng ở hai nơi trên trái đất, một người cho rằng đã xảy ra hiện tượng nhật thực tòan phần , người kia lại cho là xảy ra hiện tượng nhật thực một phần. Vì sao ?
A. []
B. Đứng trong vùng bóng tối của Mặt Trăng trên Trái Đất sẽ quan sát thấy nhật thực một phần
C. Cả 2 đều đúng
D. Cả 2 đều sai
","Khi hiện tượng nhật thực xảy ra có hai người đứng ở hai nơi trên trái đất, một người cho rằng đã xảy ra hiện tượng nhật thực tòan phần , người kia lại cho là xảy ra hiện tượng nhật thực một phần. Vì sao ?
A. ",Đứng trong vùng bóng tối của Mặt Trăng trên Trái Đất sẽ quan sát được nhật thực toàn phần,A,C,physics,Vật lý 7
232,"### Câu hỏi: Câu 4: Những đặc điểm chung về ảnh của một vật tạo bởi gương phẳng là:
A. A. Ảnh ảo, không hứng được trên màn chắn.
B. []
C. C. Khoảng cách từ gương đến ảnh và vật bằng nhau.
D. D. Tất cả đều đúng
","Câu 4: Những đặc điểm chung về ảnh của một vật tạo bởi gương phẳng là:
A. A. Ảnh ảo, không hứng được trên màn chắn.
B. ",B. Ảnh có kích thước bằng vật.,B,D,physics,Vật lý 7
233,"### Câu hỏi: Chùm sáng hội tụ là chùm sáng mà
A. Các tia sáng không giao nhau trên đường truyền của chúng.
B. Các tia sáng giao nhau trên đường truyền của chúng
C. Các tia sáng loe rộng trên đường truyền của chúng.
D. []
","Chùm sáng hội tụ là chùm sáng mà
A. Các tia sáng không giao nhau trên đường truyền của chúng.
B. Các tia sáng giao nhau trên đường truyền của chúng
C. Các tia sáng loe rộng trên đường truyền của chúng.
D. ","Các tia sáng loe rộng ra, kéo dài gặp nhau.",D,B,physics,Vật lý 7
234,"### Câu hỏi: Một vật như thế nào (điều kiện về vật) thì mắt ta mới có thể nhìn thấy nó? Chọn câu trả lời sai
A. Vật phát ra ánh sáng
B. []
C. Vật không phá sáng mà cũng không được chiếu sáng
D. Vật phải đủ lớn và không cách mắt quá xa
","Một vật như thế nào (điều kiện về vật) thì mắt ta mới có thể nhìn thấy nó? Chọn câu trả lời sai
A. Vật phát ra ánh sáng
B. ",Vật phải được chiếu sáng,B,C,physics,Vật lý 7
235,"### Câu hỏi: Ảnh của một vật tạo bởi gương cầu lồi là:
A. Ảnh ảo nhỏ hơn vật
B. Ảnh ảo lớn hơn vật
C. Ảnh thật nhỏ hơn vật
D. []
","Ảnh của một vật tạo bởi gương cầu lồi là:
A. Ảnh ảo nhỏ hơn vật
B. Ảnh ảo lớn hơn vật
C. Ảnh thật nhỏ hơn vật
D. ",Ảnh thật lớn hơn vật,D,A,physics,Vật lý 7
236,"### Câu hỏi: Câu 8: Chọn từ thích hợp điền vào chổ trống: Khi Trái Đất ở giữa Mặt Trời và Mặt Trăng thì Mặt Trăng đi vào ... của Trái Đất nên không được Mặt Trời chiếu sáng
A. Trong suốt
B. Vùng bóng tối
C. Đồng tính
D. []
","Câu 8: Chọn từ thích hợp điền vào chổ trống: Khi Trái Đất ở giữa Mặt Trời và Mặt Trăng thì Mặt Trăng đi vào ... của Trái Đất nên không được Mặt Trời chiếu sáng
A. Trong suốt
B. Vùng bóng tối
C. Đồng tính
D. ",Vùng bóng nửa tối,D,B,physics,Vật lý 7
237,"### Câu hỏi: Một tua sáng chiếu tới gương phẳng và hợp với mặt gương một góc $30^{\circ}$. Góc phản xạ bằng :
A. $15^{\circ}$
B. []
C. $45^{\circ}$
D. $60^{\circ}$
","Một tua sáng chiếu tới gương phẳng và hợp với mặt gương một góc $30^{\circ}$. Góc phản xạ bằng :
A. $15^{\circ}$
B. ",$30^{\circ}$,B,D,physics,Vật lý 7
238,"### Câu hỏi: Khi nào ta nhìn thấy một vật ?
A. Khi vật được chiếu sáng
B. []
C. Khi vật phát ra ánh sáng
D. Khi có ánh sáng từ vật đến mắt ta
","Khi nào ta nhìn thấy một vật ?
A. Khi vật được chiếu sáng
B. ",Khi ta mở mắt hướng về phía vật,B,D,physics,Vật lý 7
239,"### Câu hỏi: Nguyên nhân nào dẫn đến hiện tượng nhật thức
A. Mặt trời ngừng phát ra ánh sáng
B. []
C. Mặt Trời bị Mặt Trăng che khuất nên ánh sáng Mặt Trời không đến được mặt đất
D. Người quan sát đứng ở nửa sau Trái Đất, không được Mặt Trăng chiếu sáng
","Nguyên nhân nào dẫn đến hiện tượng nhật thức
A. Mặt trời ngừng phát ra ánh sáng
B. ",Mặt trời bỗng nhiên biến mất,B,C,physics,Vật lý 7
240,"### Câu hỏi: Ảnh ảo của vật tạo bời gương cầu lõm là
A. []
B. Lớn hơn vật
C. Nhỏ hơn vật
D. Nhỏ hơn ảnh tạo bởi gương cầu lồi
","Ảnh ảo của vật tạo bời gương cầu lõm là
A. ",Lớn bằng vật,A,B,physics,Vật lý 7
241,"### Câu hỏi: Âm thanh được tạo ra nhờ
A. Dao động
B. Điện
C. Ánh sáng
D. []
","Âm thanh được tạo ra nhờ
A. Dao động
B. Điện
C. Ánh sáng
D. ",Nhiệt,D,A,physics,Vật lý 7
242,"### Câu hỏi: Vật nào dưới đây phản xạ âm tốt?
A. Miếng xốp
B. Rèm nhung
C. Mặt gương
D. []
","Vật nào dưới đây phản xạ âm tốt?
A. Miếng xốp
B. Rèm nhung
C. Mặt gương
D. ",Đệm cao su,D,C,physics,Vật lý 7
243,"### Câu hỏi: Âm không thể truyền trong môi trường nào dưới đây ?
A. Khoảng chân không
B. []
C. Nước biển
D. Tầng khí quyển bao quanh Trái Đất
","Âm không thể truyền trong môi trường nào dưới đây ?
A. Khoảng chân không
B. ",Tường bê tông,B,A,physics,Vật lý 7
244,"### Câu hỏi: Chiếu một tia sáng lên một gương phẳng ta thu được một tia phản xạ tạo với tia tới một góc $80^{\circ}$. Góc tới có giá trị nào sau đây?
A. $20^{\circ}$
B. $40^{\circ}$
C. []
D. $80^{\circ}$
","Chiếu một tia sáng lên một gương phẳng ta thu được một tia phản xạ tạo với tia tới một góc $80^{\circ}$. Góc tới có giá trị nào sau đây?
A. $20^{\circ}$
B. $40^{\circ}$
C. ",$60^{\circ}$,C,B,physics,Vật lý 7
245,"### Câu hỏi: Chiếu một tia sáng vuông góc với một gương phẳng. Góc phản xạ có giá trị nào sau đây ?
A. $0^{\circ}$
B. $45^{\circ}$
C. []
D. $180^{\circ}$
","Chiếu một tia sáng vuông góc với một gương phẳng. Góc phản xạ có giá trị nào sau đây ?
A. $0^{\circ}$
B. $45^{\circ}$
C. ",$90^{\circ}$,C,A,physics,Vật lý 7
246,"### Câu hỏi: Âm thanh được phát ra từ một nguồn âm dao động có tần số 250 Hz. Hỏi trong 2 giây nguồn âm này đã thực hiện được mấy dao động
A. 25 dao động
B. []
C. 250 dao động
D. 500 dao động
","Âm thanh được phát ra từ một nguồn âm dao động có tần số 250 Hz. Hỏi trong 2 giây nguồn âm này đã thực hiện được mấy dao động
A. 25 dao động
B. ",50 dao động,B,D,physics,Vật lý 7
247,"### Câu hỏi: Một người nghe tiếng sét sau tia chớp 5 giây. Hỏi người đó đứng cách nơi xảy ra sét bao xa? Biết vận tốc truyền âm trong không khí là 340 m/s
A. 170m
B. 340m
C. 1700m
D. []
","Một người nghe tiếng sét sau tia chớp 5 giây. Hỏi người đó đứng cách nơi xảy ra sét bao xa? Biết vận tốc truyền âm trong không khí là 340 m/s
A. 170m
B. 340m
C. 1700m
D. ",1800m,D,C,physics,Vật lý 7
248,"### Câu hỏi: Kết luận nào sau đây không đúng ?
A. Hai mảnh ni lông, sau khi cọ xát bằng vải khô đặt gần nhau thì đẩy nhau.
B. Thanh thủy tinh và thanh nhựa, sau khi cọ xát bằng vải khô đặt gần nhau thì hút nhau.
C. Có hai loại điện tích là điện tích âm (-) và điện tích dương (+).
D. []
","Kết luận nào sau đây không đúng ?
A. Hai mảnh ni lông, sau khi cọ xát bằng vải khô đặt gần nhau thì đẩy nhau.
B. Thanh thủy tinh và thanh nhựa, sau khi cọ xát bằng vải khô đặt gần nhau thì hút nhau.
C. Có hai loại điện tích là điện tích âm (-) và điện tích dương (+).
D. ","Các điện tích cùng loại thì hút nhau, các điện tích khác loại thì đẩy nhau.",D,C,physics,Vật lý 7
249,"### Câu hỏi: Trường hợp nào không liên quan đến sự tồn tại của dòng điện?
A. []
B. Nồi cơm điện đang hoạt động.
C. Thanh thủy tinh bị nhiễm điện khi cọ xát vào lụa.
D. Máy vi tính đang hoạt động.
","Trường hợp nào không liên quan đến sự tồn tại của dòng điện?
A. ",Bóng đèn điện đang sáng.,A,C,physics,Vật lý 7
250,"### Câu hỏi: Dòng điện là
A. dòng dịch chuyển có hướng của các điện tích.
B. dòng dịch chuyển theo mọi hướng của các điện tích.
C. []
D. sự chuyển động của các điện tích.
","Dòng điện là
A. dòng dịch chuyển có hướng của các điện tích.
B. dòng dịch chuyển theo mọi hướng của các điện tích.
C. ",dòng các điện tích dịch chuyển.,C,A,physics,Vật lý 7
251,"### Câu hỏi: Một trong những biểu hiện về tác dụng từ của dòng điện là
A. dòng điện qua bóng đèn làm bóng đèn phát sáng.
B. dòng điện chạy qua vật dẫn làm vật dẫn nóng lên.
C. dòng điện làm quay kim nam châm đặt gần nó.
D. []
","Một trong những biểu hiện về tác dụng từ của dòng điện là
A. dòng điện qua bóng đèn làm bóng đèn phát sáng.
B. dòng điện chạy qua vật dẫn làm vật dẫn nóng lên.
C. dòng điện làm quay kim nam châm đặt gần nó.
D. ",dòng điện chạy qua máy sấy tóc làm cho máy quay và nóng lên.,D,C,physics,Vật lý 7
252,"### Câu hỏi: Trong các trường hợp dưới đây, trường hợp nào biểu hiện tác dụng sinh lí của dòng điện?
A. Dòng điện qua cái quạt làm cánh quạt quay.
B. []
C. Dòng điện chạy qua bóng đèn làm bóng đèn sáng lên.
D. Dòng điện qua cơ thể sống gây co giật các cơ.
","Trong các trường hợp dưới đây, trường hợp nào biểu hiện tác dụng sinh lí của dòng điện?
A. Dòng điện qua cái quạt làm cánh quạt quay.
B. ",Dòng điện qua bếp điện làm cho bếp điện nóng lên.,B,D,physics,Vật lý 7
253,"### Câu hỏi: Đơn vị đo cường độ dòng điện là
A. []
B. vôn kế.
C. ampe.
D. ampe kế.
","Đơn vị đo cường độ dòng điện là
A. ",vôn.,A,C,physics,Vật lý 7
254,"### Câu hỏi: Trường hợp nào dưới đây có hiệu điện thế bằng không?
A. []
B. Giữa hai cực của một pin còn mới khi chưa mắc vào mạch.
C. Giữa hai cực của một pin là nguồn điện trong mạch kín.
D. Giữa hai đầu bóng đèn điện có ghi 12V chưa mắc vào mạch.
","Trường hợp nào dưới đây có hiệu điện thế bằng không?
A. ",Giữa hai đầu bóng đèn điện đang sáng.,A,D,physics,Vật lý 7
255,"### Câu hỏi: Một bóng đèn điện có ghi 6V. Đặt vào hai đầu bóng điện một hiệu điện thế 6V thì
A. bóng điện không sáng.
B. bóng điện sáng bình thường.
C. bóng điện sáng hơn bình thường.
D. []
","Một bóng đèn điện có ghi 6V. Đặt vào hai đầu bóng điện một hiệu điện thế 6V thì
A. bóng điện không sáng.
B. bóng điện sáng bình thường.
C. bóng điện sáng hơn bình thường.
D. ",bóng điện sáng tối hơn bình thường.,D,B,physics,Vật lý 7
256,"### Câu hỏi: Có thể làm nhiễm điện một vật bằng cách nào?
A. []
B. Có thể làm nhiễm điện nhiều vật bằng cách thả vào cốc nước nóng
C. Có thể làm nhiễm điện nhiều vật bằng cách thả vào cốc nước lạnh
D. Có thể làm nhiễm điện nhiều vật bằng cách cọ xát
","Có thể làm nhiễm điện một vật bằng cách nào?
A. ",Có thể làm nhiễm điện nhiều vật bằng cách hơ nóng trên ngọn lửa,A,D,physics,Vật lý 7
257,"### Câu hỏi: Dòng điện là dòng các điện tích
A. dịch chuyển theo mọi hướng
B. chuyển động theo mọi hướng
C. []
D. dịch chuyển có hướng
","Dòng điện là dòng các điện tích
A. dịch chuyển theo mọi hướng
B. chuyển động theo mọi hướng
C. ",chuyển động xung quanh nguyên tử,C,D,physics,Vật lý 7
258,"### Câu hỏi: Chất nào sau đây thường được dùng làm vật liệu dẫn điện?
A. Vàng
B. Đồng
C. []
D. Sắt
","Chất nào sau đây thường được dùng làm vật liệu dẫn điện?
A. Vàng
B. Đồng
C. ",Bạc,C,B,physics,Vật lý 7
259,"### Câu hỏi: Dựa vào tác dụng nhiệt của dòng điện, người ta chế tạo các thiết bị dùng trong sinh hoạt hàng ngày như
A. []
B. Mô tơ điện, máy bơm nước
C. Máy hút bụi, nam châm điện
D. Bàn là, bếp điện
","Dựa vào tác dụng nhiệt của dòng điện, người ta chế tạo các thiết bị dùng trong sinh hoạt hàng ngày như
A. ","Điện thoại, quạt điện",A,D,physics,Vật lý 7
260,"### Câu hỏi: Phát biểu nào sau đây là đúng khi nói về chiều của dòng điện trong một mạch điện kín có dùng nguồn điện là pin?
A. Dòng điện đi ra từ cực dương của pin qua các vật dẫn đến cực âm của pin.
B. []
C. Ban đầu, dòng điện đi ra từ cực dương của pin sau một thời gian dòng điện đổi theo chiều ngược lại.
D. Dòng điện có thể chạy theo bất kì chiều nào.
","Phát biểu nào sau đây là đúng khi nói về chiều của dòng điện trong một mạch điện kín có dùng nguồn điện là pin?
A. Dòng điện đi ra từ cực dương của pin qua các vật dẫn đến cực âm của pin.
B. ",Dòng điện đi ra từ cực âm của pin qua các vật dẫn đến cực dương của pin.,B,A,physics,Vật lý 7
261,"### Câu hỏi: Số vôn ghi trên mỗi dụng cụ điện cho biết
A. cho biết mức độ mạnh yếu của dòng điện
B. Hiệu điện thế định mức để dụng cụ đó hoạt động bình thường
C. []
D. Cả hai câu A và B đều đúng
","Số vôn ghi trên mỗi dụng cụ điện cho biết
A. cho biết mức độ mạnh yếu của dòng điện
B. Hiệu điện thế định mức để dụng cụ đó hoạt động bình thường
C. ",Cả hai câu A và B đều sai,C,B,physics,Vật lý 7
