,Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject,Grade
420,"### Câu hỏi: Trong cơ cấu GDP của nước ta, ngành dịch vụ có đặc điểm?
A. Chiếm tỉ trọng thấp nhất nhưng có xu hướng tăng lên.
B. Chiếm tỉ trọng cao nhất nhưng có xu hướng giảm xuống.
C. []
D. Tỉ trọng cao hơn nông –lâm- ngư nghiệp, nhưng còn thấp hơn công nghiệp, xây dựng và ít biến động.
","Trong cơ cấu GDP của nước ta, ngành dịch vụ có đặc điểm?
A. Chiếm tỉ trọng thấp nhất nhưng có xu hướng tăng lên.
B. Chiếm tỉ trọng cao nhất nhưng có xu hướng giảm xuống.
C. ",Chiếm tỉ trọng cao nhưng xu hướng còn biến động.,C,A,geography,Địa lý 9
421,"### Câu hỏi: Nền kinh tế nước ta bước vào giai đoạn đổi mới từ khi nào?
A. 1930
B. 1945
C. []
D. 1986
","Nền kinh tế nước ta bước vào giai đoạn đổi mới từ khi nào?
A. 1930
B. 1945
C. ",1975,C,D,geography,Địa lý 9
422,"### Câu hỏi: Sự đổi mới nền kinh tế biểu hiện qua việc tăng mạnh tỷ trọng?
A. Nông nghiệp
B. []
C. Dịch vụ
D. Cả B và C
","Sự đổi mới nền kinh tế biểu hiện qua việc tăng mạnh tỷ trọng?
A. Nông nghiệp
B. ",Công nghiệp – xây dựng,B,D,geography,Địa lý 9
423,"### Câu hỏi: Biểu hiện nào sau đây thể hiện sự chuyển dịch cơ cấu kinh tế theo lãnh thổ?
A. []
B. Trong nông nghiệp đã hình thành các vùng chuyên canh.
C. Kinh tế cá thể được thùa nhận và ngày càng phát triển.
D. Công nghiệp là ngành có tốc độ phát triển nhanh nhất.
","Biểu hiện nào sau đây thể hiện sự chuyển dịch cơ cấu kinh tế theo lãnh thổ?
A. ","Giảm tỉ trọng khu vực nông, lâm, ngư nghiệp.",A,B,geography,Địa lý 9
424,"### Câu hỏi: Tài nguyên sinh vật có ảnh hưởng lớn đến nông nghiệp vì?
A. Cây trồng và vật nuôi là đối tượng hoạt động của nông nghiệp
B. []
C. Đây là nguồn cung cấp hữu cơ để tăng độ phì cho đất.
D. Thực vật là nguồn thức ăn quan trọng phục vụ chăn nuôi.
","Tài nguyên sinh vật có ảnh hưởng lớn đến nông nghiệp vì?
A. Cây trồng và vật nuôi là đối tượng hoạt động của nông nghiệp
B. ",Sinh vật là tư liệu sản xuất không thể thay thế được của nông nghiệp.,B,A,geography,Địa lý 9
425,"### Câu hỏi: Nhân tố quyết định đến sự phát triển và phân bố nông nghiệp là?
A. Nhân tố kinh tế – xã hội
B. Sự phát triển công nghiệp
C. []
D. Tất cả các yếu tố trên
","Nhân tố quyết định đến sự phát triển và phân bố nông nghiệp là?
A. Nhân tố kinh tế – xã hội
B. Sự phát triển công nghiệp
C. ",Yếu tố thị trường,C,A,geography,Địa lý 9
426,"### Câu hỏi: Loại đất chiếm diện tích lớn nhất nước ta là?
A. []
B. Mùn núi cao
C. Feralit
D. Đất cát ven biển
","Loại đất chiếm diện tích lớn nhất nước ta là?
A. ",Phù sa,A,C,geography,Địa lý 9
427,"### Câu hỏi: Cơ cấu nông nghiệp nước ta đang thay đổi theo hướng?
A. Tăng tỉ trọng của ngành chăn nuôi, giảm tỉ trọng ngành trồng trọt.
B. Tăng tỉ trọng cây cây lương thực, giảm tỉ trọng cây công nghiệp.
C. []
D. Tăng tỉ trọng cây lúa, giảm tỉ trọng cây hoa màu.
","Cơ cấu nông nghiệp nước ta đang thay đổi theo hướng?
A. Tăng tỉ trọng của ngành chăn nuôi, giảm tỉ trọng ngành trồng trọt.
B. Tăng tỉ trọng cây cây lương thực, giảm tỉ trọng cây công nghiệp.
C. ","Tăng tỉ trọng cây công nghiệp hàng năm, giảm tỉ trọng cây công nghiệp lâu năm.",C,A,geography,Địa lý 9
428,"### Câu hỏi: Gạo là mặt hàng nông sản xuất khẩu mà nước ta đang?
A. []
B. Xếp thứ hai thế giới.
C. Xếp thứ tư thế giới.
D. Xếp thứ năm thế giới.
","Gạo là mặt hàng nông sản xuất khẩu mà nước ta đang?
A. ",Dẫn đầu thế giới.,A,B,geography,Địa lý 9
429,"### Câu hỏi: Ở nước ta chăn nuôi chiếm tỉ trọng thấp trong nông nghiệp nguyên nhân chủ yếu là?
A. []
B. Không có nhiều đồng cỏ, nguồn thức ăn còn thiếu.
C. Giống gia súc, gia cầm có chất lượng thấp.
D. Cơ sở vật chất cho chăn nuôi còn yếu kém
","Ở nước ta chăn nuôi chiếm tỉ trọng thấp trong nông nghiệp nguyên nhân chủ yếu là?
A. ",Nước ta đất hẹp người đông nên chăn nuôi khó phát triển.,A,D,geography,Địa lý 9
430,"### Câu hỏi: Loại rừng nào có thế tiến hành khai thác gỗ đi đôi với trồng mới?
A. Rừng sản xuất.
B. Rừng phòng hộ.
C. Rừng đặc dụng.
D. []
","Loại rừng nào có thế tiến hành khai thác gỗ đi đôi với trồng mới?
A. Rừng sản xuất.
B. Rừng phòng hộ.
C. Rừng đặc dụng.
D. ",Tất cả các loại rừng trên.,D,A,geography,Địa lý 9
431,"### Câu hỏi: Nước ta gồm những loại rừng nào?
A. Rừng sản xuất, rừng sinh thái và rừng phòng hộ
B. Rừng phòng hộ, rừng nguyên sinh và rừng đặc dụng
C. Rừng đặc dụng, rừng phòng hộ và rừng sản xuất
D. []
","Nước ta gồm những loại rừng nào?
A. Rừng sản xuất, rừng sinh thái và rừng phòng hộ
B. Rừng phòng hộ, rừng nguyên sinh và rừng đặc dụng
C. Rừng đặc dụng, rừng phòng hộ và rừng sản xuất
D. ","Rừng sản xuất, rừng quốc gia và rừng phòng hộ",D,C,geography,Địa lý 9
432,"### Câu hỏi: Cung cấp gỗ cho công nghiệp chế biến gỗ và cho sản xuất là?
A. Rừng sản xuất
B. []
C. Rừng nguyên sinh
D. Rừng phòng hộ
","Cung cấp gỗ cho công nghiệp chế biến gỗ và cho sản xuất là?
A. Rừng sản xuất
B. ",Rừng đặc dụng,B,A,geography,Địa lý 9
433,"### Câu hỏi: Tỉnh nào sau đây không thuộc vùng Đông Nam Bộ?
A. Thành phố Hồ Chí Minh
B. []
C. Long An
D. Tây Ninh
","Tỉnh nào sau đây không thuộc vùng Đông Nam Bộ?
A. Thành phố Hồ Chí Minh
B. ",Bình Dương,B,C,geography,Địa lý 9
434,"### Câu hỏi: Đông Nam Bộ bao gồm bao nhiêu tỉnh, thành phố?
A. 5
B. 6
C. 7
D. []
","Đông Nam Bộ bao gồm bao nhiêu tỉnh, thành phố?
A. 5
B. 6
C. 7
D. ",8,D,B,geography,Địa lý 9
435,"### Câu hỏi: Hai loại đất chiếm diện tích lớn nhất ở Đông Nam Bộ là?
A. []
B. Đất badan và đất feralit
C. Đất phù sa và đất feralit
D. Đất badan và đất xám
","Hai loại đất chiếm diện tích lớn nhất ở Đông Nam Bộ là?
A. ",Đát xám và đất phù sa,A,d,geography,Địa lý 9
436,"### Câu hỏi: Các ngành công nghiệp hiện đại đã hình thành và phát triển ở Đông Nam Bộ là?
A. []
B. Dầu khí, phân bón, năng lượng
C. Chế biến lương thực- thực phẩm, cơ khí
D. Dầu khí, điện tử, công nghệ cao
","Các ngành công nghiệp hiện đại đã hình thành và phát triển ở Đông Nam Bộ là?
A. ","Dệt – may, da - giầy, gốm sứ",A,D,geography,Địa lý 9
437,"### Câu hỏi: Cây công nghiệp lâu năm được trồng nhiều nhất ở Đông Nam Bộ là?
A. Điều
B. []
C. Cao su
D. Hồ tiêu
","Cây công nghiệp lâu năm được trồng nhiều nhất ở Đông Nam Bộ là?
A. Điều
B. ",Cà phê,B,C,geography,Địa lý 9
438,"### Câu hỏi: Tỷ lệ dầu thô khai thác ở Đông Nam Bộ so với cả nước chiếm
A. 30%
B. 40%
C. []
D. 100%
","Tỷ lệ dầu thô khai thác ở Đông Nam Bộ so với cả nước chiếm
A. 30%
B. 40%
C. ",90%,C,D,geography,Địa lý 9
439,"### Câu hỏi: Ý nào không đúng về đặc điểm ngành dịch vụ vùng Đông Nam Bộ
A. []
B. Vùng nhận được đầu tư nước ngoài chiếm tỉ lệ cao nhất cả nước
C. Cao su là mặt hàng xuất khẩu mang lại giá trị cao nhất
D. Dầu thô mang lại giá trị kinh tế cao nhất
","Ý nào không đúng về đặc điểm ngành dịch vụ vùng Đông Nam Bộ
A. ",Thành phố Hồ Chí Minh là đầu mối giao thông quan trọng nhất của vùng,A,C,geography,Địa lý 9
440,"### Câu hỏi: Đầu mối giao thông vận tải hàng đầu của Đông Nam Bộ và cả nước là?
A. Vũng Tàu
B. TP Hồ Chí Minh
C. []
D. Nha Trang
","Đầu mối giao thông vận tải hàng đầu của Đông Nam Bộ và cả nước là?
A. Vũng Tàu
B. TP Hồ Chí Minh
C. ",Đà Lạt,C,B,geography,Địa lý 9
441,"### Câu hỏi: Mặt hàng không phải xuất khẩu hàng đầu của Đông Nam Bộ là?
A. Dầu thô
B. Thực phẩm chế biến
C. Than đá
D. []
","Mặt hàng không phải xuất khẩu hàng đầu của Đông Nam Bộ là?
A. Dầu thô
B. Thực phẩm chế biến
C. Than đá
D. ",Hàng nông sản,D,C,geography,Địa lý 9
442,"### Câu hỏi: Thuận lợi lớn nhất về vị trí của Đồng bằng Sông Cửu Long là?
A. Toàn bộ diện tích là đồng bằng
B. Ba mặt giáp biển
C. Nằm ở cực Nam tổ quốc
D. []
","Thuận lợi lớn nhất về vị trí của Đồng bằng Sông Cửu Long là?
A. Toàn bộ diện tích là đồng bằng
B. Ba mặt giáp biển
C. Nằm ở cực Nam tổ quốc
D. ",Rộng lớn nhất cả nước,D,B,geography,Địa lý 9
443,"### Câu hỏi: Nhận định nào sau đây không đúng với Đồng bằng Sông Cửu Long?
A. Năng suất lúa cao nhất
B. []
C. Sản xuất lúa gạo nhiều nhất
D. Xuất khẩu nông sản nhiều nhất
","Nhận định nào sau đây không đúng với Đồng bằng Sông Cửu Long?
A. Năng suất lúa cao nhất
B. ",Diện tích đồng bằng lớn nhất,B,A,geography,Địa lý 9
444,"### Câu hỏi: Là đồng bằng châu thổ lớn nhất nước ta, Đồng bằng sông Cửu Long có diện tích khoảng?
A. []
B. $30 000 km^{2}$
C. $40 000 km^{2}$
D. $50 000 km^{2}$
","Là đồng bằng châu thổ lớn nhất nước ta, Đồng bằng sông Cửu Long có diện tích khoảng?
A. ",$20 000 km^{2}$,A,C,geography,Địa lý 9
445,"### Câu hỏi: Khó khăn lớn nhất đối với nông nghiệp ở Đồng bằng sông Cửu Long vào mùa khô là?
A. Xâm nhập mặn
B. Cháy rừng
C. []
D. Thiếu nước ngọt
","Khó khăn lớn nhất đối với nông nghiệp ở Đồng bằng sông Cửu Long vào mùa khô là?
A. Xâm nhập mặn
B. Cháy rừng
C. ",Triều cường,C,D,geography,Địa lý 9
446,"### Câu hỏi: Bên cạnh là vựa lúa số 1 của cả nước, Đồng bằng sông Cửu Long còn phát triển mạnh?
A. Nghề rừng
B. []
C. Du lịch
D. Thuỷ hải sản
","Bên cạnh là vựa lúa số 1 của cả nước, Đồng bằng sông Cửu Long còn phát triển mạnh?
A. Nghề rừng
B. ",Giao thông,B,D,geography,Địa lý 9
447,"### Câu hỏi: Ngành công nghiệp có điều kiện phát triển nhất ở Đồng bằng Sông Cửu Long là?
A. []
B. Dệt may
C. Chế biến lương thực thực phẩm
D. Cơ khí
","Ngành công nghiệp có điều kiện phát triển nhất ở Đồng bằng Sông Cửu Long là?
A. ",Sản xuất hàng tiêu dùng,A,C,geography,Địa lý 9
448,"### Câu hỏi: Loại hình giao thông vận tải phát triển nhất vùng là?
A. Đường sông
B. []
C. Đường bộ
D. Đường biển
","Loại hình giao thông vận tải phát triển nhất vùng là?
A. Đường sông
B. ",Đường sắt,B,A,geography,Địa lý 9
449,"### Câu hỏi: Có một chợ đặc trưng của vùng đồng bằng Sông Cửu Long là?
A. Chợ đêm
B. []
C. Chợ nổi
D. Chợ phiên
","Có một chợ đặc trưng của vùng đồng bằng Sông Cửu Long là?
A. Chợ đêm
B. ",Chợ gỗ,B,C,geography,Địa lý 9
450,"### Câu hỏi: Các dân tộc ít người sinh sống ở Đồng bằng sông Cửu Long là?
A. []
B. Gia Rai, Ê Đê, Ba Na.
C. Khơ me, Chăm, Hoa.
D. Giáy, Dao, Mông.
","Các dân tộc ít người sinh sống ở Đồng bằng sông Cửu Long là?
A. ","Tày, Nùng, Thái.",A,C,geography,Địa lý 9
451,"### Câu hỏi: Vùng biển đặc qyền kinh tế của nước ta rộng bao nhiêu hải lí?
A. 212 hải lí tính từ giới hạn ngoài của lãnh hải
B. 200 hải lí tính từ đường cơ sở
C. []
D. 212 hải lí tính từ đường bở biển
","Vùng biển đặc qyền kinh tế của nước ta rộng bao nhiêu hải lí?
A. 212 hải lí tính từ giới hạn ngoài của lãnh hải
B. 200 hải lí tính từ đường cơ sở
C. ",200 hải lí tính từ đường bở biển,C,B,geography,Địa lý 9
452,"### Câu hỏi: Vùng biển nước ta được cấu thành từ bao nhiêu bộ phận?
A. 2 bộ phận
B. []
C. 4 bộ phận
D. 5 bộ phận
","Vùng biển nước ta được cấu thành từ bao nhiêu bộ phận?
A. 2 bộ phận
B. ",3 bộ phận,B,D,geography,Địa lý 9
453,"### Câu hỏi: Đảo lớn nhất Việt Nam là?
A. []
B. Phú Quốc
C. Cát Bà
D. Côn Đảo
","Đảo lớn nhất Việt Nam là?
A. ",Phú Quý,A,B,geography,Địa lý 9
454,"### Câu hỏi: Khái niệm dân số nào sau đây là hoàn chỉnh?
A. []
B. Dân số là tổng số người.
C. Dân số là nguồn lao động.
D. Dân số là tổng số dân ở một địa phương trong một thời điểm nhất định.
","Khái niệm dân số nào sau đây là hoàn chỉnh?
A. ",Dân số là số người.,A,D,geography,Địa lý 9
455,"### Câu hỏi: Năm 2001 dân số thế giới khoảng:
A. 4 tỉ người.
B. 5 tỉ người.
C. 6,16 tỉ người
D. []
","Năm 2001 dân số thế giới khoảng:
A. 4 tỉ người.
B. 5 tỉ người.
C. 6,16 tỉ người
D. ","6,5 tỉ người.",D,C,geography,Địa lý 9
456,"### Câu hỏi: Người ta thường biểu thị dân số bằng :
A. Một tháp tuổi.
B. []
C. Một đường thẳng
D. Một vòng tròn
","Người ta thường biểu thị dân số bằng :
A. Một tháp tuổi.
B. ",Một hình vuông,B,A,geography,Địa lý 9
457,"### Câu hỏi: Độ tuổi dưới tuổi lao động là những người có tuổi từ:
A. []
B. 0-15 tuổi
C. 0-16 tuổi
D. 0-17 tuổi
","Độ tuổi dưới tuổi lao động là những người có tuổi từ:
A. ",0-14 tuổi,A,B,geography,Địa lý 7
458,"### Câu hỏi: Dân số tăng nhanh vượt quá khả năng giải quyết các vấn đề gì?
A. Ăn, mặc
B. []
C. Y tế, giáo dục chậm phát
D. Tất cả đều đúng
","Dân số tăng nhanh vượt quá khả năng giải quyết các vấn đề gì?
A. Ăn, mặc
B. ","Thiếu nhà ở, thất nghiệp",B,D,geography,Địa lý 7
459,"### Câu hỏi: Dân số thế giới tăng nhanh trong khoảng thời gian nào?
A. Trước Công Nguyên
B. []
C. Từ thế kỷ XIX – thế kỷ XX
D. Từ thế kỷ XX – nay.
","Dân số thế giới tăng nhanh trong khoảng thời gian nào?
A. Trước Công Nguyên
B. ",Từ công nguyên – thế kỷ XIXước,B,C,geography,Địa lý 7
460,"### Câu hỏi: Bùng nổ dân số xảy ra khi gia tăng dân số vượt ngưỡng :
A. 2,1%
B. 21%
C. 210%
D. []
","Bùng nổ dân số xảy ra khi gia tăng dân số vượt ngưỡng :
A. 2,1%
B. 21%
C. 210%
D. ",250%.,D,A,geography,Địa lý 7
461,"### Câu hỏi: Dân cư thế giới phân bố như thế nào?
A. []
B. Không đều
C. Tất cả mọi nơi đều đông đúc
D. Giống nhau ở mọi nơi.
","Dân cư thế giới phân bố như thế nào?
A. ",Đều,A,B,geography,Địa lý 7
462,"### Câu hỏi: Dân cư đông đúc ở những nơi nào?
A. Nông thôn
B. Đồi núi
C. []
D. Đồng bằng, ven biển
","Dân cư đông đúc ở những nơi nào?
A. Nông thôn
B. Đồi núi
C. ",Nội địa,C,D,geography,Địa lý 7
463,"### Câu hỏi: Khu vực nào sau đây có dân cư thưa thớt?
A. []
B. Tây Âu và Trung Âu.
C. Đông Nam Á.
D. Bắc Á.
","Khu vực nào sau đây có dân cư thưa thớt?
A. ",Đông Nam Bra-xin.,A,D,geography,Địa lý 7
464,"### Câu hỏi: Đặc điểm bên ngoài dễ phân biệt nhất giữa các chủng tộc chính trên thế giới là:
A. bàn tay.
B. màu da.
C. []
D. lông mày.
","Đặc điểm bên ngoài dễ phân biệt nhất giữa các chủng tộc chính trên thế giới là:
A. bàn tay.
B. màu da.
C. ",môi.,C,B,geography,Địa lý 7
465,"### Câu hỏi: Tình hình phân bố dân cư của một địa phương, một nước được thể hiện qua:
A. mật độ dân số.
B. []
C. gia tăng dân số tự nhiên.
D. tháp dân số.
","Tình hình phân bố dân cư của một địa phương, một nước được thể hiện qua:
A. mật độ dân số.
B. ",tổng số dân.,B,A,geography,Địa lý 7
466,"### Câu hỏi: Những khu vực tập trung đông dân cư là:
A. []
B. Bắc Á, Bắc Phi, Đông Bắc Hoa Kì.
C. Nam Á, Bắc Á, Bắc Mĩ.
D. Nam Á, Đông Á, Đông Bắc Hoa Kì.
","Những khu vực tập trung đông dân cư là:
A. ","Đông Á, Đông Nam Á, Bắc Phi.",A,D,geography,Địa lý 7
467,"### Câu hỏi: Hai khu vực có mật độ dân số cao nhất là:
A. Đông Bắc Hoa Kì, Nam Á.
B. Nam Á, Đông Á.
C. []
D. Tây Á, Đông Á.
","Hai khu vực có mật độ dân số cao nhất là:
A. Đông Bắc Hoa Kì, Nam Á.
B. Nam Á, Đông Á.
C. ","Đông Nam Á, Đông Á.",C,B,geography,Địa lý 7
468,"### Câu hỏi: Đặc điểm ngoại hình của chủng tộc Ơ-rô-pê-ô-ít là:
A. []
B. Da vàng, tóc vàng.
C. Da đen, tóc đen.
D. Da trắng, tóc xoăn.
","Đặc điểm ngoại hình của chủng tộc Ơ-rô-pê-ô-ít là:
A. ","Da vàng, tóc đen.",A,D,geography,Địa lý 7
469,"### Câu hỏi: Quần cư nông thôn là hình thức tổ chức sinh sống chủ yếu:
A. []
B. Hoạt động kinh tế chủ yếu là sản xuất nông nghiệp
C. Dân cư không tập trung với mật độ cao như thành thị
D. Các phương án trên đều đúng
","Quần cư nông thôn là hình thức tổ chức sinh sống chủ yếu:
A. ","Thôn xóm, làng mạc",A,D,geography,Địa lý 7
470,"### Câu hỏi: Dân cư thế giới có mấy loại hình quần cư chính?
A. Hai loại hình
B. []
C. Bốn loại hình
D. Năm loại hình.
","Dân cư thế giới có mấy loại hình quần cư chính?
A. Hai loại hình
B. ",Ba loại hình,B,A,geography,Địa lý 7
471,"### Câu hỏi: Hoạt động kinh tế nào không đúng của quần cư đô thị:
A. Sản xuất công nghiệp
B. Phát triển dịch vụ
C. Sản xuất nôngnghiệp, tiểu thủ công nghiệp
D. []
","Hoạt động kinh tế nào không đúng của quần cư đô thị:
A. Sản xuất công nghiệp
B. Phát triển dịch vụ
C. Sản xuất nôngnghiệp, tiểu thủ công nghiệp
D. ","Thương mai, du lịch",D,C,geography,Địa lý 7
472,"### Câu hỏi: Đơn vị quần cư nào sau đây không thuộc loại hình quần cư nông thôn?
A. []
B. Làng bản
C. Thị xã
D. Xã.
","Đơn vị quần cư nào sau đây không thuộc loại hình quần cư nông thôn?
A. ",Thôn xóm,A,C,geography,Địa lý 7
473,"### Câu hỏi: Quốc gia đông dân nhất thế giới là:
A. []
B. Nhật
C. Ấn Độ
D. Trung Quốc.
","Quốc gia đông dân nhất thế giới là:
A. ",Mỹ,A,D,geography,Địa lý 7
474,"### Câu hỏi: Căn cứ vào hình dáng của tháp tuổi ta không thể biết:
A. Các độ tuổi của dân số.
B. []
C. Số người sinh, tử của một năm.
D. Số người dưới tuổi lao động.
","Căn cứ vào hình dáng của tháp tuổi ta không thể biết:
A. Các độ tuổi của dân số.
B. ",Số lượng nam và nữ.,B,C,geography,Địa lý 7
475,"### Câu hỏi: Trường hợp nào dưới đây sẽ dẫn đến sự tăng nhanh dân số:
A. Tỉ lệ sinh cao, tỉ lệ tử cao.
B. Tỉ lệ sinh giảm, tỉ lệ tử giảm.
C. Tỉ lệ sinh cao, tỉ lệ tử giảm.
D. []
","Trường hợp nào dưới đây sẽ dẫn đến sự tăng nhanh dân số:
A. Tỉ lệ sinh cao, tỉ lệ tử cao.
B. Tỉ lệ sinh giảm, tỉ lệ tử giảm.
C. Tỉ lệ sinh cao, tỉ lệ tử giảm.
D. ","Tỉ lệ tử cao, tỉ lệ sinh giảm.",D,C,geography,Địa lý 7
476,"### Câu hỏi: Sự bùng nổ dân số đang diễn ra ở các châu lục nào dưới đây:
A. Châu Đại Dương.
B. Bắc Mĩ.
C. []
D. Nam Mĩ.
","Sự bùng nổ dân số đang diễn ra ở các châu lục nào dưới đây:
A. Châu Đại Dương.
B. Bắc Mĩ.
C. ",Châu Âu.,C,D,geography,Địa lý 7
477,"### Câu hỏi: Châu lục nào có tỉ lệ gia tăng tự nhiên dân số thấp nhất:
A. Châu Á.
B. Châu Âu.
C. []
D. Châu Đại Dương.
","Châu lục nào có tỉ lệ gia tăng tự nhiên dân số thấp nhất:
A. Châu Á.
B. Châu Âu.
C. ",Châu Phi.,C,B,geography,Địa lý 7
478,"### Câu hỏi: Theo em đến năm 2050 dân số thế giới sẽ là bao nhiêu:
A. []
B. 8,9 tỉ người.
C. 10 tỉ người.
D. 12 tỉ người.
","Theo em đến năm 2050 dân số thế giới sẽ là bao nhiêu:
A. ","7,9 tỉ người.",A,B,geography,Địa lý 7
479,"### Câu hỏi: Châu lục nào có số dân ít nhất (so với toàn thế giới)?
A. Châu Á.
B. Châu Âu.
C. []
D. Châu Đại Dương
","Châu lục nào có số dân ít nhất (so với toàn thế giới)?
A. Châu Á.
B. Châu Âu.
C. ",Châu Phi.,C,D,geography,Địa lý 7
480,"### Câu hỏi: Gia tăng dân số tự nhiên phụ thuộc vào:
A. Sự tương quan giữa số trẻ sinh ra và số người chết đi trong một năm.
B. Sự tương quan giữa số trẻ sinh ra và số người từ nơi khác đến trong một năm.
C. Sự tương quan giữa số trẻ sinh ra và số người chuyển đi trong một năm.
D. []
","Gia tăng dân số tự nhiên phụ thuộc vào:
A. Sự tương quan giữa số trẻ sinh ra và số người chết đi trong một năm.
B. Sự tương quan giữa số trẻ sinh ra và số người từ nơi khác đến trong một năm.
C. Sự tương quan giữa số trẻ sinh ra và số người chuyển đi trong một năm.
D. ",Sự tương quan giữa số người chuyển đi và số người từ nơi khác đến trong một năm.,D,A,geography,Địa lý 7
481,"### Câu hỏi: Gia tăng cơ giới là sự gia tăng dân số do:
A. []
B. Sự tương quan giữa số trẻ sinh ra và số người từ nơi khác đến.
C. Sự tương quan giữa số trẻ sinh ra và số người chuyển đi.
D. Sự tương quan giữa số người chuyển đi và số người từ nơi khác đến.
","Gia tăng cơ giới là sự gia tăng dân số do:
A. ",Sự tương quan giữa số trẻ sinh ra và số người chết đi.,A,D,geography,Địa lý 7
482,"### Câu hỏi: Dân cư phân bố thưa thớt ở những khu vực nào sau đây?
A. đồng bằng.
B. []
C. ven biển, các con sông lớn.
D. hoang mạc, miền núi, hải đảo.
","Dân cư phân bố thưa thớt ở những khu vực nào sau đây?
A. đồng bằng.
B. ",các trục giao thông lớn.,B,D,geography,Địa lý 7
483,"### Câu hỏi: Người ta dựa vào yếu tố nào để phân chia các chủng tộc trên thế giới?
A. []
B. Thể lực
C. Cấu tạo bên trong
D. Đặc điểm hình thái.
","Người ta dựa vào yếu tố nào để phân chia các chủng tộc trên thế giới?
A. ",Vóc dáng,A,D,geography,Địa lý 7
484,"### Câu hỏi: Trên thế giới có bao nhiêu chủng tộc chính?
A. []
B. Ba
C. Bốn
D. Năm.
","Trên thế giới có bao nhiêu chủng tộc chính?
A. ",Hai,A,B,geography,Địa lý 7
485,"### Câu hỏi: Dân cư thế giới thường tập trung đông đúc ở khu vực địa hình đồng bằng vì:
A. []
B. thuận lợi cho cư trú, giao lưu phát triển kinh tế.
C. khí hậu mát mẻ, ổn định.
D. ít chịu ảnh hưởng của thiên tai.
","Dân cư thế giới thường tập trung đông đúc ở khu vực địa hình đồng bằng vì:
A. ",tập trung nguồn tài nguyên khoáng sản giàu có.,A,B,geography,Địa lý 7
486,"### Câu hỏi: Châu lục tập trung dân cư đông đúc nhất thế giới là:
A. châu Âu.
B. châu Á.
C. châu Mĩ.
D. []
","Châu lục tập trung dân cư đông đúc nhất thế giới là:
A. châu Âu.
B. châu Á.
C. châu Mĩ.
D. ",châu Phi.,D,B,geography,Địa lý 7
487,"### Câu hỏi: Nhân tố nào sau đây tác động đến sự mở rộng phạm vi phân bố dân cư trên Trái Đất?
A. []
B. tiến bộ khoa học kĩ thuật.
C. sự gia tăng dân số.
D. chính sách phân bố dân cư.
","Nhân tố nào sau đây tác động đến sự mở rộng phạm vi phân bố dân cư trên Trái Đất?
A. ",tài nguyên thiên nhiên.,A,B,geography,Địa lý 7
488,"### Câu hỏi: Châu lục tập trung nhiều siêu đô thị nhất là:
A. châu Âu.
B. châu Á.
C. châu Mĩ.
D. []
","Châu lục tập trung nhiều siêu đô thị nhất là:
A. châu Âu.
B. châu Á.
C. châu Mĩ.
D. ",châu Phi.,D,B,geography,Địa lý 7
489,"### Câu hỏi: Đơn vị quần cư nào sau đây không thuộc loại hình quần cư đô thị?
A. Tổ dân phố
B. Quận
C. []
D. Huyện.
","Đơn vị quần cư nào sau đây không thuộc loại hình quần cư đô thị?
A. Tổ dân phố
B. Quận
C. ",Thị trấn,C,D,geography,Địa lý 7
490,"### Câu hỏi: Hậu quả nào sau đây không đúng với tình trạng đô thị hóa tự phát
A. Ô nhiễm môi trường
B. []
C. Thiếu nhà ở, ách tắc giao thông
D. Ngành công nghiệp kém phát triển
","Hậu quả nào sau đây không đúng với tình trạng đô thị hóa tự phát
A. Ô nhiễm môi trường
B. ",Thất nghiệp,B,D,geography,Địa lý 7
491,"### Câu hỏi: Đâu không phải là siêu đô thị thuộc châu Á?
A. Cai-rô.
B. []
C. Mum-bai.
D. Tô-ki-ô.
","Đâu không phải là siêu đô thị thuộc châu Á?
A. Cai-rô.
B. ",Thiên Tân.,B,A,geography,Địa lý 7
492,"### Câu hỏi: Hai siêu đô thị đầu tiên trên thế giới là:
A. Niu-I-oóc và Bắc Kinh.
B. Niu-I-oóc và Luân Đôn.
C. []
D. Pa-ri và Tô-ki-ô.
","Hai siêu đô thị đầu tiên trên thế giới là:
A. Niu-I-oóc và Bắc Kinh.
B. Niu-I-oóc và Luân Đôn.
C. ",Luân Đôn và Thượng Hải.,C,B,geography,Địa lý 7
493,"### Câu hỏi: Nội thủy là:
A. []
B. Vùng tiếp liền với lãnh hải và hợp với lãnh hải thành vùng biển rộng 200 hải lí.
C. Vùng nước tiếp giáp với đất liền, ở phía trong đường cơ sở.
D. Vùng nước ở phía ngoài đường cơ sở với chiều rộng 12 hải lí.
","Nội thủy là:
A. ",Vùng có chiều rộng 12 hải lí.,A,C,geography,Địa lý 12
