predict,label,score,retained
Từ đất nông nghiệp sang đất thổ cư. ,Từ đất lâm nghiệp sang nông nghiệp. ,0.5333333333333333,False
Cải tạo để trồng lúa và nuôi thủy sản nước ngọt,Tiếp tục trồng rừng và mở rộng diện tích rừng,0.1904761904761905,True
Vịnh Bắc Bộ,Hải Phòng- Nam Định,0.0,True
Tây Nguyên. ,duyên hải Nam Trung Bộ.,0.0,True
Đồng bằng sông Cửu Long.     ,Bắc Trung Bộ.,0.0,True
Công nghiệp điện tử ,Công nghiệp sành sứ và thủy tinh,0.3636363636363636,True
Đồng bằng sông Hồng,Đồng bằng sông Hồng      ,1.0,False
Làm nhiên liệu cho các nhà máy nhiệt điện và xuất khẩu để thu ngoại tệ,Làm nguyên liệu cho sản xuất phân đạm,0.3333333333333333,True
Có sự cạnh tranh mạnh mẽ ,Có cơ sở vật chất kĩ thuật hiện đại,0.1333333333333333,True
Bắc Trung Bộ và Duyên hải Nam Trung Bộ,Đồng bằng sông Hồng và đồng bằng song Cửu Long,0.1052631578947368,True
Đường biển. ,"Đường sông, đường hàng không, đường biển. ",0.4444444444444445,True
Việt Nam trở thành thành viên của tổ chức Thương mại thế giới (WTO),Cộng đồng kinh tế ASEAN ( AEC) được thành lập,0.0869565217391304,True
"Theo hướng đa phương hóa, đa dạng hóa",Nhưng chưa có quan hệ với các nước Tây Âu,0.0,True
"than đá, sắt, apatit, đá vôi. ","han bùn, dầu khí, thiếc, bô xít.",0.0,True
nhiều vụng biển thuận lợi cho nuôi trồng thuỷ sản.,"thường xảy ra bão, lụt, nạn cát bay, gió Lào.",0.0,True
3,3,1.0,False
Vũ trụ,Mặt Đất,0.0,True
253 người/km2,312 người/m2,0.0,True
Trình độ phát triển kinh tế - xã hội,Phong tục tập quán và tâm lí xã hội,0.2352941176470588,True
"Tiến bộ về y tế và khoa học, kĩ thuật","Điều kiện sống, mức sống ,thu nhập được cải thiện",0.0,True
Châu Phi,Châu Phi,1.0,False
Cơ cấu dân số theo tuổi là sự tập hợp những nhóm người sắp xếp theo một độ tuổi nhất định,Cơ cấu dân số theo tuổi là sự tập hợp một nhóm người sắp xếp theo độ tuổi nhất định,0.9268292682926828,False
"Đỉnh tháp rộng, đáy tháp hẹp, các cạnh thoai thoải","Đáy tháp rộng, phình to ở giữa, đỉnh tháp nhọn",0.3,True
"Cơ cấu ngành kinh tế, khu vực kinh tế trong nước, thành phần kinh tế ","Cơ cấu ngành kinh tế, khu vực kinh tế trong nước, toàn cầu và khu vực",0.7096774193548386,False
"0,5%","0,5%0",0.0,True
"Đất, nước, khí hậu, biển, sinh vật, vốn, khoáng sản","Đất, nước, khí hậu, vốn, biển,sinh vật",0.588235294117647,False
Nguồn nước ngầm ở các đồng bằng thường phong phú hơn nhiều so với nguồn nước ngầm ở miền núi,"Ở những khu vực địa hình dốc, nước mưa được giữ lại rất ít dưới dạng nước ngầm, phần lớn chảy tràn trên bề mặt ngay sau khi mưa",0.1224489795918367,True
Sự thay đổi của khí hậu theo vĩ độ,Sự thay đổi có qui luật của các thành phần địa lí và cảnh quan địa lí theo kinh độ,0.4137931034482758,True
Chất hữu cơ,Hữu cơ,0.8,False
Dân số trung bình ở cùng thời điểm,Những người có nguy cơ tử vong cao trong xã hội ở cùng thời điểm,0.3478260869565218,True
Sự phân bố các vành đai nhiệt trên Trái Đất,Gío Tây ôn đới,0.0,True
Sự dịch chuyển và tiếp xúc của các mảng kiến tạo,Được hình thành ở những vùng bất ổn cảu Trái Đất,0.0,True
Mật độ không khí thay đổi ,Sức ép của không khí khác nhau,0.3076923076923076,True
"Cứng, nặng, không di chuyển được","Nhẹ, cứng, không di chuyển được",0.8333333333333334,False
Di cư và tử vong,Sinh đẻ và di cư,0.4000000000000001,True
Dân số trung bình ở cùng thời điểm ,Số người trong độ tuổi sinh đẻ ở cùng thời điểm,0.5263157894736842,False
Làm di chuyển các mảng kiến tạo,"Sinh ra các hoạt động động đất, núi lửa",0.125,True
nhận nhiệt của bề mặt Trái Đất được Mặt Trời đốt nóng,nhận bức xạ trực tiếp của Mặt Trời,0.4,True
kinh tuyến 1500 đi qua Đại Tây Dương ,tất cả đều sai,0.0,True
T và E,P và T,0.3333333333333333,True
tổ chức dịch vụ,mức độ tập trung ngành dịch vụ,0.3636363636363636,True
Giáo dục,Bảo hiểm,0.0,True
Sự phát triển và phân bố các ngành kinh tế quốc dân và điều kiện tự nhiên ,Phân bố dân cư,0.2857142857142857,True
Trình độ phát triển kinh tế - xã hội ,Phân bố dân cư và mạng lưới quần cư,0.0,True
Đường sắt,Đường ô tô,0.4,True
],đường xá và xe cộ,0.0,True
"Chất lượng của sản phẩm được đo bằng tốc độ chuyên chở, sự tiện nghi và an toàn",Sản phẩm là sự chuyên chở người và hàng hóa,0.3571428571428571,True
tạo mối quan hệ kinh tế xã hội giữa các vùng trong nước và giữa các nước trên thế giới,Tạo điều kiện hình thành các vùng sản xuất chuyên môn hóa,0.1874999999999999,True
Thời tiết,Khí hậu,0.0,True
Hiện đại ,An toàn,0.0,True
"Hoa Kì, Liên Bang Nga, Anh, Nhật","Hoa Kì, Anh, Pháp, CHLB Đức",0.4615384615384615,True
Điều kiện tự nhiên,Trình độ kỹ thuật,0.0,True
Đường thủy,Đường thủy,1.0,False
Đường sắt,Đường sắt,1.0,False
Đường sắt,Đường sắt,1.0,False
Thường gắn liền với các cảng biển ,Đây là ngành có tốc độ phát triển nhanh nhất,0.0,True
"Hoa Kì, Ca-na-đa và Nga",Những nước ở Châu Âu nhờ vào hệ thống sông Đa-nuýp và Rai-nơ,0.1111111111111111,True
Có bờ biển khúc khuỷu dễ dàng xây dựng các cảng biển,Nối liền hai trung tâm kinh tế lớn là Hoa Kì và Nhật Bản,0.0,True
Quan hệ so sánh giữa khối lượng hàng xuất khẩu và nhập khẩu với nhau,Quan hệ so sánh giữa xuất khẩu và nhập khẩu,0.8,False
nhập khẩu lớn hơn xuất khẩu,xuất khẩu lớn hơn nhập khẩu,0.6666666666666666,False
Jakarta ,Kô-bê,0.0,True
Bán hàng cho người tiêu dùng với lời giới thiệu về sản phẩm,Giới thiệu sản phẩm hàng hóa đến người tiêu dùng,0.3478260869565217,True
"có xu hướng giảm, kích thích mở rộng sản xuất ","có xu hướng giảm, sản xuất có nguy cơ đình đốn",0.5714285714285713,False
Dựa vào sự di chuyển của Mặt Trời và Trái Đất.,Dựa vào sự di chuyển của Mặt Trăng và Mặt Trời.,0.7272727272727273,False
Giờ Mặt Trời,Âm lịch,0.0,True
Lịch Mặt Trăng ,Cả A và B đều sai,0.0,True
2126 năm,2126 năm,1.0,False
Hang động.,"Những túp lều bằng cành cây, có khô.",0.0,True
Thịt và hoa quả.,"Rau, bầu, bí và gia cầm.",0.2,True
hai cách,ba cách,0.5,True
rất bấp bênh,định cư tại một nơi.,0.0,True
Trung Đông.,"Hi lạp, Rô-ma, Ấn Độ, Lưỡng Hà.",0.0,True
hình thành trên các châu thổ các con sông lớn.,hình thành trên bán đảo.,0.4,True
xây dựng ,làm nghề thủ công nghiệp,0.0,True
Chữ tượng hình.,Chữ La tính. ,0.3333333333333333,True
Giấy Papirus ,Thẻ tre,0.0,True
Di cốt tìm thấy ở Trung Quốc ,Ở Tây Âu,0.2,True
Quân chủ chuyên chế,Quân chủ lập hiến,0.5,True
Phải vẽ các hình để xây tháp và tính diện tích nhà ở của vua. ,Phải tính toán các công trình kiến trúc.,0.1739130434782609,True
Ai Cập,Ai Cập - Sông Nin,0.6666666666666666,False
Để thống nhất các ngày lễ hội trong cả nước.,Để phục vụ yêu cầu học tập.,0.1176470588235294,True
có nhiều tài nguyên thiên nhiên.,sớm sử dụng công cụ bằng sắt.,0.0,True
Đi đứng bằng hai chân,Đôi tay khéo léo hơn,0.0,True
Người Trung Quốc đông có thêm đất đai để ở.,Nhằm giúp nhân dân ta tổ chức lại bộ máy chính quyền.,0.0,True
Vùng đất Bắc Bộ - Bắc Trung Bộ đến Quảng Ngãi.,Vùng đất Bắc Bộ - Bắc Trung Bộ đến Quảng Trị.,0.9,False
Nam Việt.,Văn Lang.,0.0,True
Đồng hóa dân tộc,Cai quản cho dễ,0.0,True
Quan lại. ,"Địa chủ, quan lại.",0.6666666666666666,False
Vua Nam Hán muốn tranh thủ thời gian để chuẩn bị lực lượng.,Lúc này nhà Hán phải lo đối phó với các cuộc đấu tranh của nhân dân Trung Quốc.,0.1290322580645161,True
Mê Linh,Cẩm Khê,0.0,True
"Ba vạn quân, hai nghìn xe thuyền các loại.",Ba vạn quân. hai nghìn xe thuyền các loại.,1.0,False
"Cống nộp các loại cây trồng như lúa, ngô, khoai, sắn. ","Cống nộp vàng bạc, châu báu, lâm hải sản quý hiếm.",0.1818181818181818,True
Thuế muối và thuế sắt.,Thuế chợ và thuế đò.,0.6,False
"Huyện lệnh là người Hán, trực tiếp cai quản các huyện.","Thái thú là người Hán, trực tiếp cai quản các huyện. ",0.8181818181818182,False
Triệu Thị Trinh,Mai Hắc Đế,0.0,True
"Núi Tùng (Hậu Lộc, Thanh Hóa). ","Núi Nưa (Hậu Lộc, Thanh Hóa).",0.8333333333333334,False
7000 quân,7000 quân,1.0,False
Quan lại đô hộ.,"Lạc tướng, Bồ chính.",0.0,True
"Sáu châu (Giao Châu, Ái Châu, Đức Châu, Lợi Châu, Minh Châu, Hoàng Châu).","Ba quận (Giao Chỉ, Cửu Chân và Nhật Nam).",0.0869565217391304,True
"Không chấp nhận, từ chối. ",Tập hợp lực lượng chống lại nhà Lương.,0.0,True
543,543,1.0,False
nhà Tấn ,nhà Tần,0.5,True
Lý Nam Đế.,Lý Đông Đế.,0.6666666666666666,False
Một cuộc chiến tranh giải phóng dân tộc kết hợp với nội chiến.,Một cuộc chiến tranh giải phóng dân tộc.,0.761904761904762,False
Cách mạng đã đạt tới đỉnh cao với nền chuyên chính dân chủ Gia – cô – banh.,Thiết lập được nền cộng hoà tư sản,0.0769230769230769,True
Cách mạng tư sản Hà Lan.,Cách mạng tư sản Hà Lan.,1.0,False
Cách mạng Pháp bùng nổ.,Quốc dân quân đánh chiếm các trụ sở của Chính phủ lâm thời.,0.0,True
Đoàn kết và tập hợp các lực lượng trên toàn thế giới để tiêu diệt chủ nghĩa phát xít.,Trả thù sự tấn công của Nhật vào hạm đội Mĩ.,0.0,True
8 lần,5 lần,0.5,True
Khuyến khích những tập quán lạc hậu và phản động thời cổ xưa.,Thi hành chính sách “ngu dân”.,0.0,True
Dân chủ,Quân chủ lập hiến,0.3333333333333333,True
Năm 1930,Năm 1931,0.5,True
Đẳng cấp thứ ba.,Đẳng cấp quý tộc.,0.5,True
Thế kỉ XII,Thế kỉ XII,1.0,False
1840- 1843,1840- 1844,0.5,True
"Việt Nam, Lào, Cam-pu-chia, Thái Lan. ","Việt Nam, Lào, Cam-pu-chia, Xin-ga-po.",0.7272727272727272,False
Các nước châu Âu bị suy sụp về kinh tế ,Sự khủng hoảng về chính trị,0.125,True
Xây dựng được hệ thống phòng thủ vững chắc.,Chiến hạm chân vịt có trọng tải lớn.,0.0,True
Quốc hội lập hiến thông qua Hiến pháp mới. ,Quốc hội lập hiến tuyên bố xóa bỏ mọi nghĩa vụ của nông dân.,0.3478260869565217,True
5 năm chiến tranh đế quốc và 3 nội chiến,5 chiến tranh đế quốc và 3 nội chiến,0.9473684210526316,False
Tuyên ngôn Độc lập,Hòa ước Mác xây.,0.0,True
Số tiền bồi thường chiến phí và của cải cướp được ở Triều Tiên và Trung Quốc.,"Việc đẩy mạnh công nghiệp hóa, tập trung công nghiệp, thương nghiệp và ngân hàng",0.0625,True
"Khủng hoảng trầm trọng về kinh tế, chính trị, xã hội. ","Nạn thất nghiệp tăng nhanh, nạn đói xảy ra trầm trọng.",0.1818181818181818,True
Nền sản xuất nước Anh đã sử dụng máy móc và máy hơi nước,"Quan hệ sản xuất tư bản chủ nghĩa ở Anh đã phát triển cả trong công nghiệp, nông nghiệp và thương nghiệp.",0.2777777777777778,True
"Nông nghiệp nước Pháp phát triển mạnh theo hướng sản xuất tư bản chủ nghĩa, hỗ trợ cho công nghiệp.","Nền kinh tế Pháp ở thế kỉ XVII đã phát triển khá mạnh, nhất là về công nghiệp và thương nghiệp",0.2926829268292683,True
Đưa đến sự thành lập của nhà nước tư sản đầu tiên ở ngoài Châu Âu,Giải phóng nhân dân các thuộc địa Anh khỏi ách thống trị thực dân,0.0,True
Không có tác động đáng kể đến xã hội ,"Thúc đẩy quá trình tìm kiếm thị trường, xâm lược thuộc địa.",0.0,True
Nửa đầu thế kỉ XX ,Nửa đầu thế kỉ XVIII,0.8000000000000002,False
Giúp Trung Quốc tránh được nguy cơ bị xâm lược từ các cường quốc thực dân phương Tây,"Lật đổ triều đại Mãn Thanh, chấm dứt chế độ quân chủ chuyên chế",0.0,True
sự xuất hiện của các nước đế quốc ,mâu thuẫn xã hội gay gắt,0.0,True
Xây dựng một cộng đồng anh em giữa các dân tộc,Sự bình đẳng về mọi mặt giữa các dân tộc,0.380952380952381,True
Khẳng định công cuộc xây dựng chủ nghĩa xã hội ở Liên Xô đã hoàn thành,"Tạo điều kiện cho sự phát triển nhanh chóng về kinh tế, xã hội của tất cả các nước Cộng hoà",0.1081081081081081,True
Chú trọng phát triển công nghiệp quốc phòng,Chủ trương xây dựng nền kinh tế tập trung do Nhà nước quản lí,0.0,True
Có nguồn lao động dồi dào,Nằm trên tuyến đường biển huyết mạch,0.0,True
Sử dụng các quan lại địa phương để thi hành chính sách cai trị ,Thiết lập nền thống trị bằng hình thức giống nhau,0.0833333333333333,True
"Chiến lược công nghiệp hóa, hiện đại hoá",Chiến lược công nghiệp hoá hướng về xuất khẩu,0.5882352941176471,False
Năm 1917,Năm 1918,0.5,True
I.Stalin,N. Khơ - rút - xốp,0.0,True
"Đông Âu, một số nước ở châu Á và khu vực Mỹ la tinh",Đông Âu và một số nước Châu Á,0.6363636363636364,False
Năm 1986,Năm 1982,0.5,True
Đứng vị trí thứ năm trên thế giới,Đứng vị trí thứ tám trên thế giới,0.875,False
Việt Nam,Xin-ga-po,0.0,True
Xây dựng một nhà nước dân tộc,Giải quyết vấn đề ruộng đất cho nông dân,0.125,True
sự xuất hiện của các nước đế quốc ,mâu thuẫn xã hội gay gắt,0.0,True
"chống thù trong, giặc ngoài ",ban hành Hiến pháp mới,0.0,True
Năm 1917,Năm 1919,0.5,True
"Nga, U -crai - na, Bê - lô - rút- xi-a và Ngoại Cáp - ca - dơ","Nga, U -crai - na, Bê - lô - rút- xi-a và Lít - va",0.7500000000000001,False
Xây dựng một cộng đồng anh em giữa các dân tộc,Sự bình đẳng về mọi mặt giữa các dân tộc,0.380952380952381,True
Tháng 12 - 1923 ,Tháng 1 - 1924,0.3333333333333333,True
"Tạo điều kiện cho sự phát triển nhanh chóng về kinh tế, xã hội của tất cả các nước Cộng hoà",Phù hợp với lợi ích chung của các dân tộc trên đất nước Xô viết,0.1666666666666666,True
Đưa đến sự hình thành trật tự thế giới mới,"Cổ vũ, lôi cuốn mạnh mẽ phong trào giải phóng dân tộc ở những nước thuộc địa",0.0,True
I. Xta - lin ,Bre - giơ - nhép,0.0,True
Không có quy định về cơ cấu tổ chức cơ quan Nhà nước tối cao Liên bang và các nước Cộng hoà,Phân định các quyền của Liên bang và của các nước Cộng hoà,0.4571428571428572,True
Đông Âu và một số nước ở châu Á,một số nước Châu Á và khu vực Mỹ la tinh,0.5,True
tự phóng được vệ tinh nhân tạo lên quỹ đạo Trái Đất,từ những nước nghèo đã trở thành những nước công nghiệp mới (NIsC),0.0,True
Cộng hoà Nhân dân Trung Hoa ,Cộng hoà xã hội chủ nghĩa Trung Hoa,0.5714285714285715,False
Năm 1986,Năm 1982,0.5,True
Đứng vị trí thứ năm trên thế giới,Đứng vị trí thứ tám trên thế giới,0.875,False
Tháng 12 - 1991,Tháng 12 - 1989,0.6666666666666666,False
Sự sụp đổ của bức tường Berlin và sự tan rã của Liên Xô ,Sự chống phá của các thế lực thù địch ở trong và ngoài nước,0.2142857142857142,True
Không có ý nào trên ,"Chú trọng đến các ngành nghề mới như: công nghiệp du lịch, công nghệ sinh học, khai thác dầu khí,...",0.0,True
"Phát triển mạnh hạ tầng kĩ thuật số, trung tâm dữ liệu hiện đại",Xây dựng hệ thống định vị vệ tinh Bắc Đẩu,0.0,True
Ra-ma III,Ra-ma IV,0.5,True
Tạo ra một khối lượng hàng hoá đồ sộ và đưa loài người chuyển sang nền văn minh trí tuệ. ,Sự giao lưu quốc tế ngày càng được mở rộng.,0.0,True
Quan hệ đối đầu do bất đồng về quan hệ kinh tế.,Quan hệ đối thoại.,0.375,True
Sự giúp đỡ của Liên Xô và sự hoạt động và hợp tác của Hội đồng Tương trợ Kinh tế (SEV). ,Sự hợp tác giữa các nước Đông Âu.,0.2068965517241379,True
1953-1957,1953-1957,1.0,False
"In-đô-nê-xi-a, Việt Nam, Phi-lip-pin.","In-đô-nê-xi-a, Xin-ga-po, Thái Lan.",0.25,True
Chế độ tay sai phản động của chủ nghĩa thực dân mới.,Chủ nghĩa thực dân cũ.,0.4705882352941176,True
Các nước châu Á đã trở thành một phần của Liên Hợp Quốc. ,Tất cả các câu trên.,0.1111111111111111,True
10/1977 ,11/1987,0.0,True
Không có khả năng đáp ứng nhu cầu của người dân.,"Nhà nước nhân dân Xô viết, nhận thấy CNXH không tiến bộ nên muốn thay đổi chế độ.",0.0689655172413793,True
Tạo thế cân bằng giữa Mĩ và Nhật.,Nhật Bản muốn lợi dụng vốn kĩ thuật của Mĩ để phát triển kinh tế.,0.0869565217391304,True
03/11/1990.,03/11/1990.,1.0,False
Một tô chức liên minh chính trị của các nước XHCN ở châu Âu,Một tổ chức liên minh phòng thủ về quân sự của các nước XHCN ở châu Âu.,0.7096774193548386,False
Ngày càng trở nên căng thẳng. ,Ổn định và phát triển.,0.0,True
"Năm 1961, Liên Xô phóng thành công tàu vũ trụ có người lái đầu tiên.","Năm 1961, Liên Xô là nước đầu tiên phóng thành công tàu vũ trụ có người lái.",0.8125,False
Chủ nghĩa thực dân cũ và mới.,Chủ nghĩa thực dân cũ.,0.8333333333333333,False
Một cuộc cách mạng dân tộc dân chủ.,Một cuộc cách mạng giải phóng dân tộc.,0.75,False
Bị quân đội Mĩ chiếm đóng theo chế độ quân quản.,"Nạn thất nghiệp, thiếu lương thực, thực phẩm.",0.0,True
Hòa bình và tích cực ủng hộ cách mạng thế giới. ,Chỉ làm bạn với các nước xã hội chủ nghĩa.,0.0,True
1991,1990,0.0,True
1897,1914,0.0,True
Nam Phi.,Mĩ La-tinh.,0.0,True
5 năm (1985-1990).,4 năm (1985-1989).,0.3333333333333333,True
Một khu vực ổn định và phát triển.,Một khu vực phồn thịnh.,0.4615384615384615,True
Phi-đen Cax-tơ-rô ,A-gien-đê,0.0,True
"Đưa vào miền Nam, Campuchia và Lào các loại vũ khí phương tiện chiến tranh hiện đại nhất.","Đưa vào Sài Gòn – Gia Định hàng trục vạn bộ đội, hàng vạn thanh niên xung phong, cán bộ chuyên môn, nhân viên kĩ thuật.",0.0909090909090909,True
"Đông Dương cộng sản Đảng, An Nam cộng sản Đảng, Đông Dương cộng sản liên đoàn. ",Cả ba ý trên đều sai.,0.0,True
Chủ nghĩa Mác-Lê nin với phong trào công nhân và phong trào dân tộc. ,Chủ nghĩa Mác-Lê nin với phong trào công nhân và phong trào nông dân.,0.9285714285714286,False
Quyền chuyển quân tập kết theo giới tuyến quân sự tạm thời.,Quyền tổ chức Tổng tuyển cử tự do.,0.1,True
Moskva (Liên Xô).,Ma Cao (Trung Quốc).,0.0,True
Do Mĩ giật dây cho tướng lĩnh Dương Văn Minh.,Do nội bộ chính quyền ngụy mâu thuẫn.,0.1111111111111111,True
Tăng cường khủng bố và các biện pháp đàn áp tàn bạo. ,Bình định mở rộng địa bàn chiếm đóng.,0.0,True
“Tịch thu ruộng đất của đế quốc Việt gian” và “Tịch thu ruộng đất của địa chủ phong kiến”.,“Tự do dân chủ” và “ Cơm áo hòa bình”.,0.0689655172413793,True
"Liên Xô, Mĩ, Pháp, Việt Nam.","Liên Xô, Việt Nam, Lào, Cam-pu-chia.",0.6666666666666666,False
Không thực hiện những điều khoản đã kí trong hiệp định.,Khắc phục hậu quả chiến tranh do Mĩ  gây ra ở miền Nam.,0.0,True
5/7/1911 ,8/5/1911,0.0,True
Chiến tranh tổng lực,Chiến tranh một phía,0.5,True
Đông Khê ,Phục kích đánh địch từ Cao Bằng rút chạy. ,0.0,True
"Đưa hội viên vào các nhà máy, hầm mỏ, đồn điền cùng sống lao động với công nhân để tự rèn luyện, đồng thời truyền bá chủ nghĩa Mác - Lê nin.",Rèn luyện tính kỷ luật cho hội viên.,0.1025641025641025,True
Hồ Chí Minh,Trường Chinh,0.0,True
"Toàn dân, toàn diện, trường kỳ, tự lực cánh sinh, tranh thủ sự ủng hộ của quốc tế. ",Kháng chiến toàn diện.,0.1818181818181818,True
1932-1933.,1933-1934.,0.0,True
Chấm dứt sự thống trị của thực dân Pháp và phát xít Nhật đối với nước ta.,Lật đổ ngai vàng phong kiến đã ngự trị hàng chục thế kỉ trên đất nước ta.,0.1764705882352941,True
Tôn Đức Thắng.,Lê Hồng Sơn.,0.0,True
"Sử dụng quân đội Sài Gòn làm chủ lực, kết hợp với các lực lượng khác. ",Sử dụng quân đội Sài Gòn  và cố vấn Mĩ.,0.4615384615384615,True
Làm nghĩa vụ quốc tế đối với Cu Ba.,Làm nghĩa vụ quốc tế đối với Trung Quốc.,0.7777777777777778,False
Chế độ phong kiến ở Tây Âu bắt đầu.,"Chế độ phong kiến chấm dứt, thời kì tư bản chủ nghĩa bắt đầu ở Tây Âu.",0.5384615384615384,False
Đường đất. ,Đường sông.,0.5,True
Thời kỳ Phục hưng ở Ý.,Các cuộc chiến tranh nông dân ở Tây Âu.,0.1333333333333333,True
Nhà Đường. ,Nhà Hán.,0.5,True
1857,Cuối thế kỉ III TCN.,0.0,True
Vương quốc Phù Nam.,Vương quốc Ha-ri-pun-giay-a.,0.5714285714285715,False
Người Lào.,Người Khơ-me.,0.5,True
Thế kỉ VI. ,Thế kỉ V.,0.6666666666666666,False
Xưng vương.,Bỏ chức tiết độ sứ của phong kiến phương Bắc.,0.0,True
Đóng đô ở Cổ Loa (Đông Anh - Hà Nội).,"Đặt tên nước là Đại Cổ Việt, đặt niên hiệu là Thái Bình.",0.0909090909090909,True
Hầu Nhân Bảo.,Hoằng Tháo.,0.0,True
Nhà Tiền Lê. ,Trần.,0.0,True
Trung Quốc,Ấn Độ và Trung Quốc,0.5714285714285715,False
Triệu mùa xuân.,Niềm vui lớn.,0.0,True
Trung Quốc,Trung Quốc.,1.0,False
Đúc được cột sắt không gỉ và những bức tượng Phật bằng đồng cao tới 2m.,Chế tạo kim hoàn và các tác phẩm nghệ thuật khắc trên ngà voi.,0.0666666666666666,True
"Nó tạo ra hệ thống tôn ti trật tự, lễ giáo phục vụ cho sự thống trị của giai cấp phong kiến. ",Mang tính giáo dục cao về rèn luyện phẩm chất con người.,0.0588235294117647,True
Phong trào Văn hóa Phục hưng đã tạo ra sự biến đổi căn bản trong nhận thức của con người châu Âu tại thời điểm đó.,"Mở ra những vùng đất mới, con đường mới và những dân tộc mới.",0.1,True
"Tây Ban Nha, Bồ Đào Nha ","Anh, Pháp",0.0,True
Quý tộc quân sự và tăng lữ.,Nô lệ được giải phóng.,0.0,True
Lũng Nhai,Bình Than,0.0,True
"Không cho giặc có thành trú đóng, phải co cụm giữa cánh đồng",Để chủ động đón đoàn quân địch,0.0,True
Ngày 12 tháng 10 năm 1427,Ngày 1 tháng 3 năm 1428,0.5,True
không có trận đánh lớn nào,mở rộng địa bàn hoạt động vào phía Nam,0.0,True
Đa Căng,Thành Trà Lân,0.0,True
Lê Lai ,Trần Nguyên Hãn,0.0,True
Sự ủng hộ của các tầng lớp nhân dân cho cuộc khởi nghĩa,Nghĩa quân Lam Sơn có tinh thần kĩ thuật cao và chiến đấu dũng cảm,0.0714285714285714,True
Nguyễn Trãi.,Lê Lai.,0.0,True
Tháng 10 năm 1426. ,Tháng 10 năm 1426.,1.0,False
quân Minh đang gặp khó khăn trong việc duy trì sự kiểm soát của họ đối với Đại Việt ,quân Minh đang tập trung lực lượng đánh Champa,0.2142857142857142,True
Tháng 1 năm 1427 ,Tháng 10 năm 1426,0.5,True
Chi Lăng ,Tất cả các vùng trên,0.0,True
1) Xương Giang 2) Đầu hàng không điều kiện ,1) Chi Lăng 2) thua đau,0.2666666666666666,True
"Có đường lối chiến lược, chiến thuật đúng đắn, bộ chỉ huy tài giỏi.","Nhân dân ta có tinh thần yêu nước, ý chí bất khuất, đoàn kết chiến đấu.",0.1333333333333333,True
Lê Lai,Trần Nguyên Hãn,0.0,True
Vương Thông,Lý Khánh,0.0,True
15 vạn,Gần 10 vạn,0.4,True
"Kết thúc 20 năm đô hộ tàn bạo của phong kiến nhà Minh, mở ra thời kì phát triển của đất nước. ",Kết thúc chiến tranh và buộc nhà Minh bồi thường chiến tranh cho nước ta.,0.2702702702702702,True
trận Tốt Động – Chúc Động và trận Ngọc Hồi – Đống Đa. ,trận Tây Kết và trận Đông Bộ Đầu.,0.2857142857142857,True
Chuyển quân vào Nghệ An,"tiến quân ra Bắc, mở rộng phạm vi hoạt động",0.1333333333333333,True
Hồng quân Liên Xô nhanh chóng tấn công vào tận sào huyệt của phát xít Đức ở Bec-lin.,Sử dụng bom nguyên tử để tiêu diệt phát xít Nhật.,0.1379310344827586,True
Liên hợp quốc,Hội nghị I-an-ta,0.0,True
"Do chậm sửa chữa, thay đổi trước những biến động của tình hình thế giới.","Do xây dựng mô hình chủ nghĩa xã hội chưa khoa học, chưa nhân văn.",0.1333333333333333,True
Tiến hành bao vây quân sự ,Lôi kéo các nước đồng minh chống lại Liên Xô.,0.0,True
1966,1973,0.0,True
Tháng 9 - 1945. ,Tháng 10 - 1945.,0.6666666666666666,False
Tại Manila (Philippines). ,Tại Oa-sinh-tơn (Mĩ).,0.3333333333333333,True
Sự ra đời của khối ASEAN,Nhiều nước có tốc độ phát triển khá nhanh,0.0,True
Khu vực Đông Phi.,Khu vực Tây Phi.,0.75,False
Đế quốc Đức ,Đế quốc Nhật,0.6666666666666666,False
Liên Xô,Nhật,0.0,True
Đức,Anh,0.0,True
một trong ba trung tâm kinh tế - tài chính lớn của thế giới.,"khối kinh tế tư bản, đứng thứ hai thế giới",0.3478260869565217,True
12,2,0.0,True
"Nhật nằm trong ""ô bảo vệ hạt nhân"" của Mĩ.","Nhật nằm trong vùng thường xảy ra thiên tai, động đất, sóng thần.",0.2608695652173913,True
Liên Xô,Anh,0.0,True
Làm bá chủ toàn thế giới. ,Tiêu diệt phong trào công nhân ở các nước tư bản chủ nghĩa.,0.1052631578947368,True
Tháng 12/1989.      ,Tháng 12/1991.,0.5,True
Máy tự động.,Hệ thống máy tự động.,0.7499999999999999,False
"Trung Quốc xây dựng chủ nghĩa xã hội theo hướng ""đại nhảy vọt”.","Trung Quốc thực hiện đường lối ""ba ngọn cờ hồng"".",0.1739130434782608,True
Đảng Cộng sản Pháp.,Đảng Công nhân xã hội dân chủ Pháp.,0.3333333333333333,True
Chủ nghĩa Mác - Lênin chưa được truyền bá sâu rộng vào Việt Nam.,"Hệ tư tưởng dân chủ tư sản đã trở nên lỗi thời, lạc hậu.",0.074074074074074,True
Sự phát triển của phong trào công nhân Việt Nam. ,Sự phát triển tự giác phong trào công nhân Việt Nam.,0.8571428571428572,False
Đế quốc Pháp còn mạnh.,Giai cấp tư sản dân tộc lãnh đạo.,0.0,True
